epoch,train_loss,val_loss,val_f1,val_auroc,val_threshold
1,0.3872228765487671,0.32861557290763466,0.7710526315789473,0.7660747091243111,0.95
2,0.2962915505841374,0.30429489709235524,0.7773386034255599,0.7764849969381507,0.95
3,0.2765114285796881,0.2821007343764241,0.7349228611500701,0.7734377278161724,0.95
4,0.2575715435668826,0.29295216561169235,0.7796610169491526,0.7641501180999037,0.95
5,0.2333965378254652,0.28190146024162704,0.781578947368421,0.7787886740734261,0.95
6,0.23091645009815692,0.28098136745393276,0.7700394218134035,0.7709736680955296,0.95
7,0.23036071754992007,0.28118887684635213,0.7758846657929227,0.7684512874347534,0.95
8,0.2285774090513587,0.2743432160366226,0.7550200803212851,0.7626775143615314,0.95
9,0.21602726882323622,0.27801661747130185,0.7932816537467701,0.7750415536698452,0.95
10,0.21113243977539242,0.2842929763971148,0.8004956629491945,0.7523036771352755,0.9
11,0.20987680110149085,0.27802035303131956,0.7758846657929227,0.7610591082728255,0.95
12,0.2001036680676043,0.288494783730523,0.818070818070818,0.7573411483393113,0.9
13,0.19938588503748178,0.28221926948911435,0.8020176544766708,0.7718339019624996,0.9
14,0.2008312733657658,0.2742884610150311,0.7809278350515464,0.7703029772839938,0.95
15,0.20380233889445662,0.27045494318008423,0.7710526315789473,0.7665266964103462,0.95
16,0.199165178835392,0.28573880465449514,0.813810110974106,0.7659434870090106,0.9
17,0.18186766738072038,0.2847779847782206,0.8050314465408805,0.7787084827807425,0.95
