epoch,train_loss,f1,precision,recall,auroc,auprc,loss
1,0.49585977166262185,0.8796296296296297,0.858433734939759,0.9018987341772152,0.8344211497890296,0.93918315861586,0.4079166766509269
2,0.46055170694851727,0.8935532233883059,0.8490028490028491,0.9430379746835443,0.8486946202531646,0.9426889330103436,0.4101864670231504
3,0.3915596120794912,0.8766233766233766,0.9,0.8544303797468354,0.8408491561181435,0.9398548347927532,0.43189735945712016
4,0.3797266675023663,0.8871715610510046,0.8670694864048338,0.9082278481012658,0.8409480485232067,0.9402569264644461,0.4396507781613799
5,0.36604364147603796,0.8813559322033898,0.8588588588588588,0.9050632911392406,0.8503098628691983,0.9429876731975633,0.41769654215177865
6,0.35317579199863663,0.8757763975155279,0.8597560975609756,0.8924050632911392,0.8476397679324894,0.9421577898362845,0.4624486760444288
7,0.3425992594811865,0.8801261829652997,0.8773584905660378,0.8829113924050633,0.8514306434599155,0.9443351243282447,0.4518917451874868
8,0.338258872847114,0.8830769230769231,0.8592814371257484,0.9082278481012658,0.8521888185654009,0.9439718596416795,0.45061484766780463
9,0.3315685278931956,0.8918918918918919,0.8485714285714285,0.939873417721519,0.8567049050632912,0.9451239846918472,0.4817791952778703
10,0.3134273202637169,0.879746835443038,0.879746835443038,0.879746835443038,0.8521064082278482,0.9436677275155417,0.48217709683948784
11,0.30040322790915175,0.8857589984350548,0.8761609907120743,0.8955696202531646,0.8589464662447256,0.9452424512850506,0.43207074187298133
12,0.27921566142465404,0.8846761453396524,0.8832807570977917,0.8860759493670886,0.8500791139240506,0.9422045193728915,0.48068569050378446
13,0.2723897120441767,0.8919753086419753,0.8704819277108434,0.9145569620253164,0.8538040611814346,0.9432711476959601,0.4777807605597507
14,0.25664166083852297,0.8811410459587956,0.8825396825396825,0.879746835443038,0.8453487605485231,0.9396767600143994,0.5162836206190794
15,0.255763818419217,0.8875,0.8765432098765432,0.8987341772151899,0.8501944883966244,0.941706222223444,0.5502718656812117
16,0.23874576477976764,0.9015384615384615,0.8772455089820359,0.9272151898734177,0.851892141350211,0.9422053329658778,0.535617931936958
17,0.21509719698881974,0.8661157024793389,0.9065743944636678,0.8291139240506329,0.8555841244725739,0.9423111417169601,0.5704214730530579
18,0.2177555620016681,0.8950617283950617,0.8734939759036144,0.9177215189873418,0.8487275843881856,0.9396813907596631,0.5661860464078045
19,0.19895056218930843,0.9001536098310292,0.8746268656716418,0.9272151898734177,0.8481836761603375,0.9391929151594375,0.5581980624950482
20,0.20428587143008906,0.8864696734059098,0.8715596330275229,0.9018987341772152,0.845909150843882,0.9338204983078999,0.6083608381088498
