epoch,train_loss,f1,f1_macro,f1_weighted,balanced_accuracy,precision,recall,auroc,auprc,loss
1,0.46059379371633374,0.8383838383838383,0.5289480167528948,0.6584190718286034,0.5544237176630378,0.7328918322295805,0.9793510324483776,0.806285944695571,0.9021382520770244,0.6640420306053122
2,0.394419812697922,0.8372781065088757,0.7222104818258663,0.7703559314840293,0.7231595254769636,0.8397626112759644,0.8348082595870207,0.8282294518367606,0.9199840813357284,0.48038348268764286
3,0.38416714165383403,0.8541935483870968,0.6149420780609517,0.7150472957706359,0.6105027482438827,0.7591743119266054,0.976401179941003,0.8419388383098829,0.9223272600286994,0.6877299099848859
4,0.3874672787521967,0.8452722063037249,0.7133337775704671,0.7685381410571859,0.7048874174996286,0.8217270194986073,0.8702064896755162,0.8405594108783769,0.9237508726448244,0.5079189788659247
5,0.35361361348341197,0.8567415730337079,0.719354393074231,0.7768385687894933,0.7052481908278687,0.8176943699731903,0.8997050147492626,0.8429999363341187,0.9250014174515264,0.5304355889122356
6,0.3430423356777263,0.8567454798331016,0.711073161857479,0.7720239225167352,0.6952844803802976,0.8105263157894737,0.9085545722713865,0.8440185904373847,0.9248018825220828,0.5379521731427523
7,0.3446071589415304,0.8613728129205922,0.6889023689016107,0.7610657345999293,0.669818127798646,0.7920792079207921,0.943952802359882,0.8420343371320642,0.922377185996484,0.6361782071355996
8,0.3234580818615769,0.8594594594594595,0.688988988988989,0.7603155456711942,0.6704653975934297,0.7930174563591023,0.9380530973451328,0.8510006154368541,0.9297323672623288,0.6220254047333446
9,0.3212839373194505,0.8668478260869565,0.7106966403162056,0.7760318644880678,0.6899259353579084,0.8035264483627204,0.9410029498525073,0.8556057808620361,0.9322846487952088,0.5392771922831257
10,0.31715654325405235,0.8493975903614458,0.7534659184683941,0.7936046933190434,0.7612529445470173,0.8676923076923077,0.831858407079646,0.8502154028989197,0.9309767174625153,0.5347275978663476
11,0.30323612977770714,0.8518518518518519,0.7212015164771071,0.7758669287677952,0.7107871225143778,0.8236914600550964,0.8820058997050148,0.8576855329895375,0.9362453040640996,0.5257677699295048
12,0.29032287576734034,0.863013698630137,0.7102679112619712,0.7741782825457225,0.6912204749474756,0.8056265984654731,0.9292035398230089,0.8581736380806859,0.9352757107621817,0.5614206373504514
13,0.27899826833655234,0.8614130434782609,0.6988883399209487,0.7668903079365604,0.6797818382462172,0.7984886649874056,0.9351032448377581,0.8511067252392777,0.9304771107076677,0.5865124747094749
14,0.28562113058811295,0.8575458392101551,0.724319478309531,0.780062725548286,0.7109675091784979,0.8216216216216217,0.8967551622418879,0.8451433543430742,0.928905910864139,0.5281307048877413
15,0.26677752156733636,0.8647887323943662,0.7372724149776708,0.7906265226834012,0.7225865325438764,0.8274932614555256,0.9056047197640118,0.8452706861059825,0.9270936059938077,0.568507696357731
16,0.24832559352695677,0.8599167822468793,0.7150647741021631,0.7756723088907472,0.6982343328876721,0.8115183246073299,0.9144542772861357,0.8460771206044014,0.9248724869599128,0.6877913504418095
17,0.25687103004939144,0.8529839883551674,0.7387596521701487,0.7865522614525834,0.7343116657116784,0.8419540229885057,0.8643067846607669,0.8527620381570848,0.9307939489690005,0.563511420929781
18,0.22852029901570634,0.8607954545454546,0.7359532828282829,0.7881885011199866,0.7238810721334437,0.8301369863013699,0.8938053097345132,0.8525710405127226,0.9298155127251484,0.6262406411124822
19,0.23106102146542,0.8603042876901799,0.7134139464201972,0.7748743402570101,0.6961121368392011,0.8098958333333334,0.9174041297935103,0.8444218076865941,0.9267456471664546,0.7580031411854792
20,0.22319943801738576,0.8595505617977528,0.7248572481119911,0.7812142831269542,0.7103202393837142,0.8203753351206434,0.9026548672566371,0.849324080558562,0.9280117676343052,0.7179996692205324
