epoch,train_loss,val_loss,val_f1,val_auroc,val_threshold
1,0.5608415264476296,0.477415878148306,0.8705882352941177,0.7446723161008876,0.05
2,0.49338480665639867,0.4545859421292941,0.8705882352941177,0.749486035200321,0.05
3,0.4668341471007997,0.4380013073484103,0.8720538720538721,0.7502883217168931,0.25
4,0.4462260923868308,0.43443091745887485,0.8737201365187713,0.7612194755051899,0.5
5,0.4276792773622677,0.39948273946841556,0.8730964467005076,0.7444717444717444,0.1
6,0.4301843367562704,0.4055991385664259,0.8726655348047538,0.760517474803189,0.1
7,0.4130216256423962,0.39887260929459617,0.8707482993197279,0.7540490397633255,0.15
8,0.4069949452496745,0.38212549225205467,0.8735244519392917,0.7629243343529057,0.15
9,0.3901458923802054,0.3882901718219121,0.8745762711864407,0.7652309080880508,0.1
10,0.38147081187897663,0.42110249772667885,0.8730964467005076,0.7672867672867673,0.05
11,0.388466006133454,0.39057402614326703,0.8737201365187713,0.7758612044326328,0.2
12,0.3755225302434406,0.3923634310208616,0.8741496598639455,0.7695933410219125,0.15
13,0.35865038455081133,0.38007233291864395,0.8716216216216216,0.7725517725517725,0.1
14,0.3590050365752969,0.3860664318005244,0.8745762711864407,0.7694930552073409,0.1
