child_id,n_segments,status
A1H3H9Y3T1,0,no_valid_segments
A2M5H0V6E3,0,no_valid_segments
A2P7X9N8L7,0,no_valid_segments
A3G3T7I1A5,0,no_valid_segments
A4E8K1L5Y2,0,no_valid_segments
A5X1S7S1E7,0,no_valid_segments
A6S0V1J3G6,0,no_valid_segments
A6Y4Y7X2G1,0,no_valid_segments
A6Z2B3J2A9,0,no_valid_segments
A8P5O6Z7X6,0,no_valid_segments
B1L0B3F6F1,0,no_valid_segments
B1S3L8Q7Y6,0,no_valid_segments
B2R3Q8L2Y3,0,no_valid_segments
B4Q3G8H2N3,0,no_valid_segments
B8I6G9P2G8,0,no_valid_segments
B9P5V1I5O5,0,no_valid_segments
C0O6X3N5Y7,0,no_valid_segments
C1G1X2G4C6,0,no_valid_segments
C1I8N8L4Q4,0,no_valid_segments
C3A8Q4J6E5,0,no_valid_segments
C4C7T6W2I0,0,no_valid_segments
C5L2D6N1W6,0,no_valid_segments
C5U1P3X9F0,0,no_valid_segments
D4Y7P4G2V4,0,no_valid_segments
D8G5K7I0D6,0,no_valid_segments
D8O8B2C4X2,0,no_valid_segments
D9N0U7M9X3,0,no_valid_segments
E2P5Q8S5A7,0,no_valid_segments
E3O3H8O7H4,0,no_valid_segments
E7G3N4A1K5,0,no_valid_segments
E7T7O3G7J5,0,no_valid_segments
E7Z4G3O5K2,0,no_valid_segments
F3N4H0K1Z1,0,no_valid_segments
F6J0V8B6S4,0,no_valid_segments
F8N7H3T0O1,0,no_valid_segments
F8V2U5P1A0,0,no_valid_segments
G2N1M4K2S0,0,no_valid_segments
G3A6S5R9F7,0,no_valid_segments
G3D3S2N7W8,0,no_valid_segments
G4J8F6F4X0,0,no_valid_segments
G8Q8I6N0I3,0,no_valid_segments
H3B5L5F8T1,0,no_valid_segments
H7C3T0K5E5,0,no_valid_segments
I8T4E2J3M6,0,no_valid_segments
J3J0V4T8C3,0,no_valid_segments
J4J6X7C4D9,0,no_valid_segments
K6I1Q4G2V4,0,no_valid_segments
K6O1J5K7Z0,0,no_valid_segments
L0B0Q5O3Q3,0,no_valid_segments
L0C6T6H2C6,0,no_valid_segments
L3F0P2N3D1,0,no_valid_segments
L4K0P3T4Q8,0,no_valid_segments
L4M1H7J7G3,0,no_valid_segments
L4M8P2T7S0,0,no_valid_segments
L5Q0Z1W8S2,0,no_valid_segments
L5V8G4A3K7,0,no_valid_segments
L6F2P7K8P1,0,no_valid_segments
L7Z6Q2U6Y6,0,no_valid_segments
M2N1C8G1C8,0,no_valid_segments
M4R4B8C7G8,0,no_valid_segments
M5F7G8S4F0,0,no_valid_segments
M5H7X4O2M2,0,no_valid_segments
M5O1K4W9O1,0,no_valid_segments
M5Y0K3C9L0,0,no_valid_segments
N2H7T0A7U5,0,no_valid_segments
N2Z6J3E5Q5,0,no_valid_segments
N3C7S2N8O0,0,no_valid_segments
N3L7A1I2B9,0,no_valid_segments
N5I9D3R2M1,0,no_valid_segments
N6O9P4J0Q2,0,no_valid_segments
O2U2C6W2S9,0,no_valid_segments
O5Q7I1O6N2,0,no_valid_segments
O6F1J9U1J2,0,no_valid_segments
O7X6W5O8E0,0,no_valid_segments
P3A4R4S2O3,0,no_valid_segments
Q9W9P7Z3J7,0,no_valid_segments
R2C7W8X7N9,0,no_valid_segments
R4O0P4P3J4,0,no_valid_segments
R6R8Q6A7K0,0,no_valid_segments
S0M6Z7D5X7,0,no_valid_segments
S2C4T1Y7V7,0,no_valid_segments
S4C2W1M7Q0,0,no_valid_segments
S4O9O2E5Z0,0,no_valid_segments
S6T9X3C8Y2,0,no_valid_segments
S7F0B6H3A3,0,no_valid_segments
S7Y0I2P0S8,0,no_valid_segments
S9B3J7I4R1,0,no_valid_segments
S9D2T7Y9B1,0,no_valid_segments
T1G8F8W8Y8,0,no_valid_segments
T2H0J0N2Z5,0,no_valid_segments
T8P2Z1M9O9,0,no_valid_segments
U6O5F2B7T5,0,no_valid_segments
V7D7K3H8B4,0,no_valid_segments
V9X2Q7S1E1,0,no_valid_segments
W2E0Z9B7Z8,0,no_valid_segments
W3I4D2X4Z4,0,no_valid_segments
W3O7N1N8U2,0,no_valid_segments
W3P0N4W0X9,0,no_valid_segments
W4O4B5W7K0,0,no_valid_segments
W7P7J6H1H6,0,no_valid_segments
W9K7Y8Y0V6,0,no_valid_segments
W9S0D6Q7Z5,0,no_valid_segments
X1U1P0D1X3,0,no_valid_segments
X2N4R2N5V8,0,no_valid_segments
Y4W4H9A8X5,0,no_valid_segments
Y6Z4H0C5U2,0,no_valid_segments
Z1J6X4Y3Z4,0,no_valid_segments
Z2E7T3I3H2,0,no_valid_segments
Z3H6O7C3O9,0,no_valid_segments
