child_id,timepoint_norm,n_segments,status
A1H3H9Y3T1,14_month,31,ok
A1H3H9Y3T1,36_month,15,ok
A2M5H0V6E3,14_month,12,ok
A2M5H0V6E3,36_month,12,ok
A2P7X9N8L7,14_month,22,ok
A2P7X9N8L7,36_month,55,ok
A3G3T7I1A5,14_month,1,ok
A3G3T7I1A5,36_month,17,ok
A4E8K1L5Y2,36_month,84,ok
A5S7G5T0S5,36_month,26,ok
A5X1S7S1E7,14_month,22,ok
A5X1S7S1E7,36_month,12,ok
A6S0V1J3G6,14_month,9,ok
A6S0V1J3G6,36_month,35,ok
A6Y4Y7X2G1,14_month,58,ok
A6Y4Y7X2G1,36_month,20,ok
A6Z2B3J2A9,14_month,31,ok
A6Z2B3J2A9,36_month,64,ok
A8P5O6Z7X6,36_month,50,ok
B1L0B3F6F1,14_month,31,ok
B1L0B3F6F1,36_month,29,ok
B1S3L8Q7Y6,14_month,38,ok
B1S3L8Q7Y6,36_month,179,ok
B2R3Q8L2Y3,14_month,81,ok
B2R3Q8L2Y3,36_month,45,ok
B4Q3G8H2N3,14_month,13,ok
B4Q3G8H2N3,36_month,129,ok
B8I6G9P2G8,14_month,33,ok
B8I6G9P2G8,36_month,72,ok
B9P5V1I5O5,14_month,21,ok
B9P5V1I5O5,36_month,4,ok
C0O6X3N5Y7,14_month,58,ok
C0O6X3N5Y7,36_month,20,ok
C1G1X2G4C6,14_month,2,ok
C1I8N8L4Q4,14_month,11,ok
C1I8N8L4Q4,36_month,21,ok
C3A8Q4J6E5,14_month,12,ok
C4C7T6W2I0,14_month,20,ok
C4C7T6W2I0,36_month,13,ok
C5L2D6N1W6,14_month,16,ok
C5L2D6N1W6,36_month,21,ok
C5U1P3X9F0,14_month,44,ok
C5U1P3X9F0,36_month,19,ok
C5Z9H8S3N8,36_month,13,ok
D4Y7P4G2V4,14_month,22,ok
D4Y7P4G2V4,36_month,200,ok
D8G5K7I0D6,14_month,30,ok
D8G5K7I0D6,36_month,2,ok
D8O8B2C4X2,14_month,24,ok
D8O8B2C4X2,36_month,71,ok
D9N0U7M9X3,14_month,8,ok
D9N0U7M9X3,36_month,90,ok
E2P5Q8S5A7,14_month,23,ok
E2P5Q8S5A7,36_month,28,ok
E3O3H8O7H4,14_month,13,ok
E3O3H8O7H4,36_month,31,ok
E7G3N4A1K5,14_month,11,ok
E7G3N4A1K5,36_month,25,ok
E7T7O3G7J5,14_month,1,ok
E7T7O3G7J5,36_month,23,ok
E7Z4G3O5K2,14_month,0,no_valid_segments
E7Z4G3O5K2,36_month,52,ok
F3M5F9D2S1,36_month,30,ok
F3N4H0K1Z1,14_month,89,ok
F3N4H0K1Z1,36_month,66,ok
F6J0V8B6S4,14_month,2,ok
F6J0V8B6S4,36_month,35,ok
F8N7H3T0O1,14_month,37,ok
F8N7H3T0O1,36_month,23,ok
F8V2U5P1A0,14_month,18,ok
F8V2U5P1A0,36_month,51,ok
G2N1M4K2S0,14_month,6,ok
G3A6S5R9F7,14_month,21,ok
G3A6S5R9F7,36_month,85,ok
G3D3S2N7W8,14_month,15,ok
G4J8F6F4X0,14_month,18,ok
G4J8F6F4X0,36_month,66,ok
G7P6U6U2J5,14_month,60,ok
G7P6U6U2J5,36_month,77,ok
G8Q8I6N0I3,14_month,33,ok
G8Q8I6N0I3,36_month,55,ok
H3B5L5F8T1,14_month,44,ok
H3B5L5F8T1,36_month,24,ok
H7C3T0K5E5,14_month,25,ok
H7C3T0K5E5,36_month,20,ok
H9T5Y8D3A1,14_month,1,ok
H9T5Y8D3A1,36_month,5,ok
I1H5K9K8V1,14_month,21,ok
I1H5K9K8V1,36_month,11,ok
I8T4E2J3M6,14_month,5,ok
I8T4E2J3M6,36_month,7,ok
J3J0V4T8C3,14_month,97,ok
J3J0V4T8C3,36_month,27,ok
J4J6X7C4D9,14_month,22,ok
J4J6X7C4D9,36_month,16,ok
K2F6S2Q7M8,36_month,15,ok
K6I1Q4G2V4,14_month,10,ok
K6I1Q4G2V4,36_month,55,ok
K6O1J5K7Z0,14_month,20,ok
K6O1J5K7Z0,36_month,74,ok
K7C7T5A2H9,36_month,35,ok
L0B0Q5O3Q3,14_month,91,ok
L0B0Q5O3Q3,36_month,185,ok
L0C6T6H2C6,14_month,31,ok
L0C6T6H2C6,36_month,42,ok
L3F0P2N3D1,14_month,23,ok
L3F0P2N3D1,36_month,14,ok
L4K0P3T4Q8,14_month,36,ok
L4K0P3T4Q8,36_month,78,ok
L4M1H7J7G3,14_month,43,ok
L4M1H7J7G3,36_month,144,ok
L4M8P2T7S0,14_month,30,ok
