epoch,train_loss,loss_bce,loss_div,val_loss,val_f1,val_auroc
1,0.5878984336854844,0.570129363547738,0.01776907013774645,0.5419560838015339,0.8460508701472557,0.7400385250412769
2,0.559700708090975,0.5493552030586615,0.010345505032313579,0.5315343871920125,0.8471849865951743,0.7507705008255366
3,0.54259350884808,0.5338167116591116,0.008776797188968375,0.5007611875640544,0.8587731811697575,0.7598514034122179
4,0.5347377755182295,0.5257038822079577,0.009033893310271839,0.516293238736084,0.8416149068322981,0.7674188222344525
5,0.5263189848501054,0.5177325863482022,0.008586398501903183,0.4865093835804551,0.8604992657856094,0.786020913593836
6,0.5225348502167546,0.5127381366200563,0.00979671359669826,0.49600153431088906,0.853125,0.8104567969179965
7,0.5102045568211641,0.5002944866513334,0.00991007016983065,0.48254213225433557,0.8720379146919431,0.8312603192074849
8,0.5056603738864907,0.4962897910395773,0.009370582846913306,0.5581829321771653,0.7956989247311828,0.8372592184920199
9,0.501861322043668,0.49127856778298934,0.010582754260678662,0.49617008786224986,0.8344594594594594,0.8406989543203081
10,0.49352539581155813,0.48326221317416285,0.010263182637395292,0.5231012511315589,0.8056042031523643,0.8364336818932305
11,0.48718009941938634,0.4763112054547159,0.010868893964670417,0.41405990990116465,0.8703427719821163,0.8529994496422674
12,0.48939543093622817,0.4790125272986365,0.010382903637591659,0.41278519649101797,0.8844984802431611,0.8598238855255915
13,0.4766430366080164,0.4660305002840554,0.010612536323960961,0.41534506122899306,0.8801213960546282,0.8533021463951568
14,0.48047078543104144,0.46967677508548994,0.010794010345551481,0.46086076042872015,0.8646864686468647,0.8538800220143093
15,0.46948319921417664,0.4593415611037394,0.010141638110437227,0.4398611028248708,0.8778135048231511,0.8497523390203632
16,0.4620081187685861,0.45133963109153075,0.010668487677055343,0.4750293272087165,0.846286701208981,0.8676940011007155
17,0.4725278486758925,0.46061368795429786,0.011914160721594604,0.38635355984174113,0.8810975609756098,0.8747936158503027
