epoch,train_loss,val_loss,val_f1,val_auroc,val_threshold
1,0.3900346340877669,0.3333649774815174,0.8024193548387096,0.8424493269379545,0.95
2,0.28998198825865984,0.3416901895023407,0.85,0.8478260869565217,0.9
3,0.26820242375002373,0.2982355395847179,0.8521400778210116,0.8623704162153799,0.95
4,0.2693723486736417,0.32074828651991294,0.825147347740668,0.8398189695187993,0.95
5,0.24209921284844832,0.3171255689986209,0.8587570621468926,0.8488704935788334,0.85
6,0.23869771220987396,0.2914339273850969,0.8359375,0.8463948630666873,0.95
7,0.22966550109309278,0.27953518847835823,0.8192771084337349,0.8482902676775491,0.95
8,0.23582837432955525,0.2785464736058357,0.851063829787234,0.8614807365000773,0.95
9,0.2199156307116417,0.30534082349944625,0.8346456692913385,0.8555624323069783,0.95
10,0.22267631339907115,0.28034162695737597,0.816,0.8470137706947238,0.95
