epoch,train_loss,val_loss,val_f1,val_auroc
1,0.5659223569602501,0.5612886294618836,0.8485675306957708,0.6841221794166208
2,0.5481986366212368,0.547565436020943,0.8453900709219858,0.6949367088607595
3,0.5384681368155814,0.5480292628404713,0.8484848484848485,0.7003852504127682
4,0.5361091373034004,0.559214052305559,0.8348348348348348,0.7028343423225095
5,0.5302288169268428,0.5462907886007269,0.8387096774193549,0.6967528893780958
6,0.5170474895162553,0.5410585283818212,0.8498583569405099,0.6887451843698404
7,0.5082247271997536,0.5404969801145266,0.8438818565400844,0.6930654925701707
8,0.5025625479543899,0.5508402919271429,0.8451882845188284,0.6893780957622455
9,0.49416058197072366,0.5773017083072123,0.8495821727019499,0.6732801320858559
10,0.47841312907772454,0.5663437931895636,0.84593837535014,0.6791689598238855
11,0.47350130386923145,0.558289094382936,0.8387096774193549,0.6856081452944414
