segment_id,source_dataset,source_recording_id,speaker_id,speaker_role,age_months,age_band,start_time_sec,end_time_sec,duration_sec,audio_path,sample_rate,transcript,phonetic_transcript,vocalization_type,quality_score,split,usable_for_training,childrenization_pitch_shift_semitones,childrenization_duration_stretch
librispeech_2691-156745-0009,cleese_childrenized_librispeech,2691-156745-0009,2691,target_child,16,14_18_months,0.0,10.8057,10.8057,data/segments/cleese_childrenized/librispeech_aba6df7fe2.wav,16000,,,cleese_childrenized,1.0,train,True,7.976779776697712,0.949537290588812
prov_adult_ethan_010926_MOT_1412780_1417613,cleese_childrenized_providence_adults,010926,ethan_MOT,target_child,16,14_18_months,0.0,4.7793,4.7793,data/segments/cleese_childrenized/providence_adults_91e8a1cbe1.wav,16000,,,cleese_childrenized,1.0,train,True,6.0,0.9888827518434704
librispeech_3374-298026-0001,cleese_childrenized_librispeech,3374-298026-0001,3374,target_child,16,14_18_months,0.0,13.1532,13.1532,data/segments/cleese_childrenized/librispeech_f617183c29.wav,16000,,,cleese_childrenized,1.0,train,True,8.060404005171616,1.0569064631917158
prov_adult_lily_020115_MOT_1201090_1203675,cleese_childrenized_providence_adults,020115,lily_MOT,target_child,16,14_18_months,0.0,2.5091,2.5091,data/segments/cleese_childrenized/providence_adults_018ecc8746.wav,16000,,,cleese_childrenized,1.0,train,True,6.0,0.9706477258458027
prov_adult_lily_010213_MOT_189831_191128,cleese_childrenized_providence_adults,010213,lily_MOT,target_child,16,14_18_months,0.0,1.3337,1.3337,data/segments/cleese_childrenized/providence_adults_59aa0f59c7.wav,16000,,,cleese_childrenized,1.0,train,True,6.0,1.028346568748895
prov_adult_ethan_020025_MOT_1737633_1741015,cleese_childrenized_providence_adults,020025,ethan_MOT,target_child,16,14_18_months,0.0,3.2756,3.2756,data/segments/cleese_childrenized/providence_adults_0ef7cd4dca.wav,16000,,,cleese_childrenized,1.0,train,True,12.0,0.9685250840417763
prov_adult_alex_020102_MOT_1913425_1922050,cleese_childrenized_providence_adults,020102,alex_MOT,target_child,16,14_18_months,0.0,8.6161,8.6161,data/segments/cleese_childrenized/providence_adults_912b5051a6.wav,16000,,,cleese_childrenized,1.0,train,True,6.0,0.9989639032644652
prov_adult_alex_030327_MOT_1685895_1688941,cleese_childrenized_providence_adults,030327,alex_MOT,target_child,16,14_18_months,0.0,3.1971,3.1971,data/segments/cleese_childrenized/providence_adults_db4ea3e6dc.wav,16000,,,cleese_childrenized,1.0,train,True,6.0,1.049603374492573
prov_adult_lily_011009_MOT_1256576_1259118,cleese_childrenized_providence_adults,011009,lily_MOT,target_child,16,14_18_months,0.0,2.4985,2.4985,data/segments/cleese_childrenized/providence_adults_e92db25aeb.wav,16000,,,cleese_childrenized,1.0,train,True,6.424184128734077,0.9828889222366024
prov_adult_alex_020411_MOT_950880_952043,cleese_childrenized_providence_adults,020411,alex_MOT,target_child,16,14_18_months,0.0,1.1487,1.1487,data/segments/cleese_childrenized/providence_adults_8b09552712.wav,16000,,,cleese_childrenized,1.0,train,True,12.0,0.9877013853442386
prov_adult_ethan_010105_MOT_173480_176911,cleese_childrenized_providence_adults,010105,ethan_MOT,target_child,16,14_18_months,0.0,3.6416,3.6416,data/segments/cleese_childrenized/providence_adults_2604bde902.wav,16000,,,cleese_childrenized,1.0,train,True,6.0,1.0613748585448146
prov_adult_lily_020115_MOT_2119980_2121250,cleese_childrenized_providence_adults,020115,lily_MOT,target_child,16,14_18_months,0.0,1.3769,1.3769,data/segments/cleese_childrenized/providence_adults_7031896c07.wav,16000,,,cleese_childrenized,1.0,train,True,6.0,1.0841839449676567
prov_adult_lily_010117_MOT_2529063_2530790,cleese_childrenized_providence_adults,010117,lily_MOT,target_child,16,14_18_months,0.0,1.7891,1.7891,data/segments/cleese_childrenized/providence_adults_62590d8d33.wav,16000,,,cleese_childrenized,1.0,train,True,6.0,1.0359284457245292
prov_adult_lily_020409_MOT_2813970_2814792,cleese_childrenized_providence_adults,020409,lily_MOT,target_child,16,14_18_months,0.0,0.7639,0.7639,data/segments/cleese_childrenized/providence_adults_8af2ce2053.wav,16000,,,cleese_childrenized,0.822,train,True,6.16713881831349,0.9293658496634528
prov_adult_lily_020227_MOT_992370_993978,cleese_childrenized_providence_adults,020227,lily_MOT,target_child,16,14_18_months,0.0,1.6442,1.6442,data/segments/cleese_childrenized/providence_adults_7d6974ae38.wav,16000,,,cleese_childrenized,1.0,train,True,6.0,1.0225133762137422
prov_adult_alex_020217_MOT_1458421_1463148,cleese_childrenized_providence_adults,020217,alex_MOT,target_child,16,14_18_months,0.0,4.4226,4.4226,data/segments/cleese_childrenized/providence_adults_5993c3f94e.wav,16000,,,cleese_childrenized,1.0,train,True,12.0,0.9355987076746098
playlogue_ADULT_ew_42ec_22118_561940_563560,cleese_childrenized_playlogue_adults,ew_42ec_22118,ew_ADULT_ew_42ec_22118,target_child,16,14_18_months,0.0,1.7169,1.7169,data/segments/cleese_childrenized/playlogue_adults_62a07e62d1.wav,16000,,,cleese_childrenized,1.0,train,True,6.0,1.059825326299055
prov_adult_ethan_020725_MOT_3389516_3391190,cleese_childrenized_providence_adults,020725,ethan_MOT,target_child,16,14_18_months,0.0,1.8232,1.8232,data/segments/cleese_childrenized/providence_adults_7623098bf2.wav,16000,,,cleese_childrenized,1.0,train,True,6.0,1.0891313729483367
librispeech_4137-11701-0008,cleese_childrenized_librispeech,4137-11701-0008,4137,target_child,16,14_18_months,0.0,16.9789,16.9789,data/segments/cleese_childrenized/librispeech_4ece32e64c.wav,16000,,,cleese_childrenized,1.0,train,True,6.0,1.0635051961032835
prov_adult_ethan_010620_MOT_640110_642313,cleese_childrenized_providence_adults,010620,ethan_MOT,target_child,16,14_18_months,0.0,2.2088,2.2088,data/segments/cleese_childrenized/providence_adults_4300bb3e8c.wav,16000,,,cleese_childrenized,1.0,train,True,6.0,1.0026496723857365
prov_adult_ethan_010620_MOT_2205761_2209345,cleese_childrenized_providence_adults,010620,ethan_MOT,target_child,16,14_18_months,0.0,3.4947,3.4947,data/segments/cleese_childrenized/providence_adults_d3116f463b.wav,16000,,,cleese_childrenized,1.0,train,True,6.0,0.9750975419066086
playlogue_ADULT_ew_42ec_22180_530260_530780,cleese_childrenized_playlogue_adults,ew_42ec_22180,ew_ADULT_ew_42ec_22180,target_child,16,14_18_months,0.0,0.5531,0.5531,data/segments/cleese_childrenized/playlogue_adults_fab05bd52a.wav,16000,,,cleese_childrenized,0.52,train,True,7.937595247658289,1.0635626615047789
prov_adult_alex_030200_MOT_1918045_1918960,cleese_childrenized_providence_adults,030200,alex_MOT,target_child,16,14_18_months,0.0,0.9550,0.9550,data/segments/cleese_childrenized/providence_adults_84bb672f1c.wav,16000,,,cleese_childrenized,0.915,train,True,11.514218810322452,1.0437019305173914
prov_adult_lily_020115_MOT_2019516_2020636,cleese_childrenized_providence_adults,020115,lily_MOT,target_child,16,14_18_months,0.0,1.0813,1.0813,data/segments/cleese_childrenized/providence_adults_e7ba36b8fa.wav,16000,,,cleese_childrenized,1.0,train,True,6.0,0.9654372307526882
playlogue_ADULT_gleason_father_frank_109220_109580,cleese_childrenized_playlogue_adults,gleason_father_frank,gleason_ADULT_gleason_father_frank,target_child,16,14_18_months,0.0,0.3886,0.3886,data/segments/cleese_childrenized/playlogue_adults_31f3ad5008.wav,16000,,,cleese_childrenized,0.36,train,True,8.39757386743134,1.0793050689687154
playlogue_ADULT_ew_42pc_12095_189260_191260,cleese_childrenized_playlogue_adults,ew_42pc_12095,ew_ADULT_ew_42pc_12095,target_child,16,14_18_months,0.0,1.8423,1.8423,data/segments/cleese_childrenized/playlogue_adults_081b3457fc.wav,16000,,,cleese_childrenized,1.0,train,True,6.0,0.9211700774653516
playlogue_ADULT_ew_42ec_12014_683560_686380,cleese_childrenized_playlogue_adults,ew_42ec_12014,ew_ADULT_ew_42ec_12014,target_child,16,14_18_months,0.0,3.0573,3.0573,data/segments/cleese_childrenized/playlogue_adults_6014ae7d2c.wav,16000,,,cleese_childrenized,1.0,train,True,6.0,1.0841589208738989
prov_adult_lily_020402_MOT_3205040_3205918,cleese_childrenized_providence_adults,020402,lily_MOT,target_child,16,14_18_months,0.0,0.9481,0.9481,data/segments/cleese_childrenized/providence_adults_085fad587c.wav,16000,,,cleese_childrenized,0.878,train,True,6.0,1.0799010835472267
prov_adult_lily_010213_MOT_2748920_2766846,cleese_childrenized_providence_adults,010213,lily_MOT,target_child,16,14_18_months,0.0,18.2964,18.2964,data/segments/cleese_childrenized/providence_adults_de753dab76.wav,16000,,,cleese_childrenized,1.0,train,True,12.0,1.0206648124850315
playlogue_ADULT_vh_marshf_289140_291520,cleese_childrenized_playlogue_adults,vh_marshf,vh_ADULT_vh_marshf,target_child,16,14_18_months,0.0,2.4245,2.4245,data/segments/cleese_childrenized/playlogue_adults_140d56e072.wav,16000,,,cleese_childrenized,1.0,train,True,6.0,1.0187063464074264
