segment_id,source_dataset,source_recording_id,speaker_id,speaker_role,age_months,age_band,start_time_sec,end_time_sec,duration_sec,audio_path,sample_rate,transcript,phonetic_transcript,vocalization_type,quality_score,split,usable_for_training,childrenization_pitch_shift_semitones,childrenization_duration_stretch
librispeech_4051-11218-0030,cleese_childrenized_librispeech,4051-11218-0030,4051,target_child,16,14_18_months,0.0,17.2827,17.2827,data/segments/cleese_childrenized/librispeech_d226e3871c.wav,16000,,,cleese_childrenized,1.0,train,True,6.0,1.0754615808880268
prov_adult_alex_020300_MOT_1631153_1632046,cleese_childrenized_providence_adults,020300,alex_MOT,target_child,16,14_18_months,0.0,0.8830,0.8830,data/segments/cleese_childrenized/providence_adults_350429c28b.wav,16000,,,cleese_childrenized,0.893,train,True,9.28454525852499,0.9888248284481626
prov_adult_alex_011117_MOT_597230_604811,cleese_childrenized_providence_adults,011117,alex_MOT,target_child,16,14_18_months,0.0,7.1386,7.1386,data/segments/cleese_childrenized/providence_adults_73b627684e.wav,16000,,,cleese_childrenized,1.0,train,True,10.188201445139326,0.9416491183755792
prov_adult_ethan_010021_MOT_681760_688941,cleese_childrenized_providence_adults,010021,ethan_MOT,target_child,16,14_18_months,0.0,6.8281,6.8281,data/segments/cleese_childrenized/providence_adults_6b84ec734e.wav,16000,,,cleese_childrenized,1.0,train,True,6.0,0.9508565744165878
prov_adult_alex_010811_MOT_1913971_1915315,cleese_childrenized_providence_adults,010811,alex_MOT,target_child,16,14_18_months,0.0,1.3373,1.3373,data/segments/cleese_childrenized/providence_adults_5f1425f711.wav,16000,,,cleese_childrenized,1.0,train,True,6.0,0.995039773553629
prov_adult_lily_010102_MOT_2778585_2780473,cleese_childrenized_providence_adults,010102,lily_MOT,target_child,16,14_18_months,0.0,2.0551,2.0551,data/segments/cleese_childrenized/providence_adults_4997a3d5b2.wav,16000,,,cleese_childrenized,1.0,train,True,12.0,1.088512007377899
prov_adult_lily_020201_MOT_2870188_2874095,cleese_childrenized_providence_adults,020201,lily_MOT,target_child,16,14_18_months,0.0,3.9554,3.9554,data/segments/cleese_childrenized/providence_adults_31cf8801d6.wav,16000,,,cleese_childrenized,1.0,train,True,6.0,1.012373913073433
playlogue_ADULT_cameron_aae_B7_57_49_PE_N22_221900_222620,cleese_childrenized_playlogue_adults,cameron_aae_B7_57_49_PE_N22,cameron_ADULT_cameron_aae_B7_57_49_PE_N22,target_child,16,14_18_months,0.0,0.7246,0.7246,data/segments/cleese_childrenized/playlogue_adults_d3da2c6a72.wav,16000,,,cleese_childrenized,0.72,train,True,6.0,1.0063411500059238
prov_adult_ethan_011011_MOT_2028641_2029858,cleese_childrenized_providence_adults,011011,ethan_MOT,target_child,16,14_18_months,0.0,1.3237,1.3237,data/segments/cleese_childrenized/providence_adults_32b62f104f.wav,16000,,,cleese_childrenized,1.0,train,True,6.0,1.0877381685952612
prov_adult_lily_020518_MOT_146476_149523,cleese_childrenized_providence_adults,020518,lily_MOT,target_child,16,14_18_months,0.0,3.1176,3.1176,data/segments/cleese_childrenized/providence_adults_03632322b0.wav,16000,,,cleese_childrenized,1.0,train,True,12.0,1.0231870854300322
prov_adult_lily_020227_MOT_1578681_1582191,cleese_childrenized_providence_adults,020227,lily_MOT,target_child,16,14_18_months,0.0,3.7971,3.7971,data/segments/cleese_childrenized/providence_adults_129699dabe.wav,16000,,,cleese_childrenized,1.0,train,True,6.0,1.0817818671475437
playlogue_ADULT_vh_saintf_50920_51460,cleese_childrenized_playlogue_adults,vh_saintf,vh_ADULT_vh_saintf,target_child,16,14_18_months,0.0,0.4991,0.4991,data/segments/cleese_childrenized/playlogue_adults_165c7f4588.wav,16000,,,cleese_childrenized,0.54,train,True,12.0,0.9241505965904064
prov_adult_ethan_001121_MOT_1244638_1250899,cleese_childrenized_providence_adults,001121,ethan_MOT,target_child,16,14_18_months,0.0,6.1965,6.1965,data/segments/cleese_childrenized/providence_adults_445bb6c7f1.wav,16000,,,cleese_childrenized,1.0,train,True,6.0,0.9895449666738462
prov_adult_alex_030516_MOT_256771_258031,cleese_childrenized_providence_adults,030516,alex_MOT,target_child,16,14_18_months,0.0,1.1684,1.1684,data/segments/cleese_childrenized/providence_adults_b682ec80be.wav,16000,,,cleese_childrenized,1.0,train,True,12.0,0.9273068972107975
playlogue_ADULT_gleason_father_isadora_34820_35880,cleese_childrenized_playlogue_adults,gleason_father_isadora,gleason_ADULT_gleason_father_isadora,target_child,16,14_18_months,0.0,1.0896,1.0896,data/segments/cleese_childrenized/playlogue_adults_7e08b9a255.wav,16000,,,cleese_childrenized,1.0,train,True,6.0,1.0278808880856802
librispeech_4830-25904-0044,cleese_childrenized_librispeech,4830-25904-0044,4830,target_child,16,14_18_months,0.0,16.0622,16.0622,data/segments/cleese_childrenized/librispeech_4daab45e65.wav,16000,,,cleese_childrenized,1.0,train,True,12.0,1.0211232979436633
prov_adult_alex_020012_MOT_853658_855011,cleese_childrenized_providence_adults,020012,alex_MOT,target_child,16,14_18_months,0.0,1.2999,1.2999,data/segments/cleese_childrenized/providence_adults_230ac63922.wav,16000,,,cleese_childrenized,1.0,train,True,7.5622866446478465,0.9607494361809071
prov_adult_ethan_020319_MOT_2242306_2248110,cleese_childrenized_providence_adults,020319,ethan_MOT,target_child,16,14_18_months,0.0,6.3271,6.3271,data/segments/cleese_childrenized/providence_adults_9cf27522fa.wav,16000,,,cleese_childrenized,1.0,train,True,12.0,1.090132980957323
prov_adult_lily_010912_MOT_786663_789326,cleese_childrenized_providence_adults,010912,lily_MOT,target_child,16,14_18_months,0.0,2.4915,2.4915,data/segments/cleese_childrenized/providence_adults_1bbcde159a.wav,16000,,,cleese_childrenized,1.0,train,True,12.0,0.9355935488743413
prov_adult_alex_010427_MOT_1408180_1413256,cleese_childrenized_providence_adults,010427,alex_MOT,target_child,16,14_18_months,0.0,4.8101,4.8101,data/segments/cleese_childrenized/providence_adults_3c7e33c481.wav,16000,,,cleese_childrenized,1.0,train,True,6.0,0.9476196904733156
librispeech_6181-216552-0029,cleese_childrenized_librispeech,6181-216552-0029,6181,target_child,16,14_18_months,0.0,14.3766,14.3766,data/segments/cleese_childrenized/librispeech_f4afc118ab.wav,16000,,,cleese_childrenized,1.0,train,True,12.0,0.9966441319877711
librispeech_8747-293952-0002,cleese_childrenized_librispeech,8747-293952-0002,8747,target_child,16,14_18_months,0.0,10.0325,10.0325,data/segments/cleese_childrenized/librispeech_fcfc57b928.wav,16000,,,cleese_childrenized,1.0,train,True,12.0,0.9455716774455819
prov_adult_ethan_020222_MOT_2428220_2434839,cleese_childrenized_providence_adults,020222,ethan_MOT,target_child,16,14_18_months,0.0,6.5319,6.5319,data/segments/cleese_childrenized/providence_adults_453ab329fb.wav,16000,,,cleese_childrenized,1.0,train,True,12.0,0.9866949292591152
librispeech_3112-9555-0082,cleese_childrenized_librispeech,3112-9555-0082,3112,target_child,16,14_18_months,0.0,11.9771,11.9771,data/segments/cleese_childrenized/librispeech_75b1a1c057.wav,16000,,,cleese_childrenized,1.0,train,True,6.0,1.0014257484886362
prov_adult_alex_020509_MOT_2010110_2013213,cleese_childrenized_providence_adults,020509,alex_MOT,target_child,16,14_18_months,0.0,3.0919,3.0919,data/segments/cleese_childrenized/providence_adults_4828412e0f.wav,16000,,,cleese_childrenized,1.0,train,True,6.0,0.9964370352192792
prov_adult_alex_021025_MOT_1496645_1497358,cleese_childrenized_providence_adults,021025,alex_MOT,target_child,16,14_18_months,0.0,0.7531,0.7531,data/segments/cleese_childrenized/providence_adults_44f5a80e3f.wav,16000,,,cleese_childrenized,0.713,train,True,6.0,1.056242864656748
prov_adult_ethan_010904_MOT_2036983_2042695,cleese_childrenized_providence_adults,010904,ethan_MOT,target_child,16,14_18_months,0.0,5.4314,5.4314,data/segments/cleese_childrenized/providence_adults_d0428a6139.wav,16000,,,cleese_childrenized,1.0,train,True,12.0,0.9508822946992928
librispeech_4051-11217-0038,cleese_childrenized_librispeech,4051-11217-0038,4051,target_child,16,14_18_months,0.0,13.3268,13.3268,data/segments/cleese_childrenized/librispeech_bc268036bd.wav,16000,,,cleese_childrenized,1.0,train,True,6.0,0.9502193165908501
prov_adult_lily_020108_MOT_2483328_2484600,cleese_childrenized_providence_adults,020108,lily_MOT,target_child,16,14_18_months,0.0,1.3030,1.3030,data/segments/cleese_childrenized/providence_adults_5447b7e3d0.wav,16000,,,cleese_childrenized,1.0,train,True,6.0,1.0243528452624004
prov_adult_alex_010811_MOT_1010730_1012411,cleese_childrenized_providence_adults,010811,alex_MOT,target_child,16,14_18_months,0.0,1.6685,1.6685,data/segments/cleese_childrenized/providence_adults_f5b5485302.wav,16000,,,cleese_childrenized,1.0,train,True,12.0,0.9925482325667824
librispeech_302-123516-0001,cleese_childrenized_librispeech,302-123516-0001,302,target_child,16,14_18_months,0.0,15.6136,15.6136,data/segments/cleese_childrenized/librispeech_7db69826e8.wav,16000,,,cleese_childrenized,1.0,train,True,6.540944583045801,1.075686822463502
prov_adult_alex_020217_MOT_237591_241958,cleese_childrenized_providence_adults,020217,alex_MOT,target_child,16,14_18_months,0.0,4.7857,4.7857,data/segments/cleese_childrenized/providence_adults_92ecc3dce1.wav,16000,,,cleese_childrenized,1.0,train,True,6.0,1.0958714326060477
prov_adult_ethan_020500_MOT_1061300_1063661,cleese_childrenized_providence_adults,020500,ethan_MOT,target_child,16,14_18_months,0.0,2.4227,2.4227,data/segments/cleese_childrenized/providence_adults_12e1d4edc3.wav,16000,,,cleese_childrenized,1.0,train,True,6.0,1.0261327814213361
prov_adult_lily_020011_MOT_40848_46521,cleese_childrenized_providence_adults,020011,lily_MOT,target_child,16,14_18_months,0.0,5.8219,5.8219,data/segments/cleese_childrenized/providence_adults_3be831f25f.wav,16000,,,cleese_childrenized,1.0,train,True,6.0,1.026248563675821
prov_adult_ethan_020222_MOT_998685_1000675,cleese_childrenized_providence_adults,020222,ethan_MOT,target_child,16,14_18_months,0.0,2.1048,2.1048,data/segments/cleese_childrenized/providence_adults_ef17390118.wav,16000,,,cleese_childrenized,1.0,train,True,6.0,1.0571516900107674
prov_adult_lily_020526_MOT_2033210_2035025,cleese_childrenized_providence_adults,020526,lily_MOT,target_child,16,14_18_months,0.0,1.9452,1.9452,data/segments/cleese_childrenized/providence_adults_ccc882e5ac.wav,16000,,,cleese_childrenized,1.0,train,True,9.110994089555593,1.071754821594181
playlogue_ADULT_gleason_father_ursula_558360_559080,cleese_childrenized_playlogue_adults,gleason_father_ursula,gleason_ADULT_gleason_father_ursula,target_child,16,14_18_months,0.0,0.7126,0.7126,data/segments/cleese_childrenized/playlogue_adults_3742873f27.wav,16000,,,cleese_childrenized,0.72,train,True,6.0,0.9897410245720477
librispeech_2289-152258-0026,cleese_childrenized_librispeech,2289-152258-0026,2289,target_child,16,14_18_months,0.0,16.1597,16.1597,data/segments/cleese_childrenized/librispeech_28484b5988.wav,16000,,,cleese_childrenized,1.0,train,True,12.0,1.0662960410320366
librispeech_2384-152900-0082,cleese_childrenized_librispeech,2384-152900-0082,2384,target_child,16,14_18_months,0.0,14.6946,14.6946,data/segments/cleese_childrenized/librispeech_f16c914fb6.wav,16000,,,cleese_childrenized,1.0,train,True,12.0,0.9868752394505557
prov_adult_lily_010228_MOT_2527365_2528381,cleese_childrenized_providence_adults,010228,lily_MOT,target_child,16,14_18_months,0.0,1.0951,1.0951,data/segments/cleese_childrenized/providence_adults_9308f27635.wav,16000,,,cleese_childrenized,1.0,train,True,6.0,1.0778550756673784
prov_adult_alex_020425_MOT_1196115_1196898,cleese_childrenized_providence_adults,020425,alex_MOT,target_child,16,14_18_months,0.0,0.8594,0.8594,data/segments/cleese_childrenized/providence_adults_cf98fd8d92.wav,16000,,,cleese_childrenized,0.783,train,True,12.0,1.0975083552290965
librispeech_3374-298026-0042,cleese_childrenized_librispeech,3374-298026-0042,3374,target_child,16,14_18_months,0.0,13.8612,13.8612,data/segments/cleese_childrenized/librispeech_fa655c75b3.wav,16000,,,cleese_childrenized,1.0,train,True,9.829597388281742,0.9506996141322099
librispeech_4640-19189-0030,cleese_childrenized_librispeech,4640-19189-0030,4640,target_child,16,14_18_months,0.0,13.6901,13.6901,data/segments/cleese_childrenized/librispeech_9852cffc67.wav,16000,,,cleese_childrenized,1.0,train,True,6.794743653046108,1.0383120964847814
prov_adult_ethan_020122_MOT_2031730_2033000,cleese_childrenized_providence_adults,020122,ethan_MOT,target_child,16,14_18_months,0.0,1.1907,1.1907,data/segments/cleese_childrenized/providence_adults_501973800b.wav,16000,,,cleese_childrenized,1.0,train,True,6.0,0.9375785662911575
prov_adult_lily_020612_MOT_2709281_2713611,cleese_childrenized_providence_adults,020612,lily_MOT,target_child,16,14_18_months,0.0,4.6582,4.6582,data/segments/cleese_childrenized/providence_adults_afc221fc39.wav,16000,,,cleese_childrenized,1.0,train,True,6.0,1.0758152150889866
prov_adult_lily_010117_MOT_404865_406498,cleese_childrenized_providence_adults,010117,lily_MOT,target_child,16,14_18_months,0.0,1.6997,1.6997,data/segments/cleese_childrenized/providence_adults_57aa0d9355.wav,16000,,,cleese_childrenized,1.0,train,True,12.0,1.0408479710429916
prov_adult_ethan_010700_MOT_933231_936480,cleese_childrenized_providence_adults,010700,ethan_MOT,target_child,16,14_18_months,0.0,3.3696,3.3696,data/segments/cleese_childrenized/providence_adults_ea7d16d543.wav,16000,,,cleese_childrenized,1.0,train,True,6.0,1.0371333400358562
prov_adult_alex_011024_MOT_978173_980596,cleese_childrenized_providence_adults,011024,alex_MOT,target_child,16,14_18_months,0.0,2.2443,2.2443,data/segments/cleese_childrenized/providence_adults_f2806082d2.wav,16000,,,cleese_childrenized,1.0,train,True,6.4920466237805226,0.9262339689153621
playlogue_ADULT_ew_54ec_11006_740880_743020,cleese_childrenized_playlogue_adults,ew_54ec_11006,ew_ADULT_ew_54ec_11006,target_child,16,14_18_months,0.0,2.3043,2.3043,data/segments/cleese_childrenized/playlogue_adults_13331b5cce.wav,16000,,,cleese_childrenized,1.0,train,True,6.0,1.0767391143769784
prov_adult_lily_020227_MOT_1953656_1957254,cleese_childrenized_providence_adults,020227,lily_MOT,target_child,16,14_18_months,0.0,3.9398,3.9398,data/segments/cleese_childrenized/providence_adults_1ec1781495.wav,16000,,,cleese_childrenized,1.0,train,True,6.0,1.0946895156552219
playlogue_ADULT_ew_54ec_11006_505660_507360,cleese_childrenized_playlogue_adults,ew_54ec_11006,ew_ADULT_ew_54ec_11006,target_child,16,14_18_months,0.0,1.6431,1.6431,data/segments/cleese_childrenized/playlogue_adults_213813f4d6.wav,16000,,,cleese_childrenized,1.0,train,True,6.0,0.9665276583631727
librispeech_2007-132570-0035,cleese_childrenized_librispeech,2007-132570-0035,2007,target_child,16,14_18_months,0.0,7.2758,7.2758,data/segments/cleese_childrenized/librispeech_675ee48d03.wav,16000,,,cleese_childrenized,1.0,train,True,6.0,0.9256730638962062
prov_adult_lily_010117_MOT_272481_275658,cleese_childrenized_providence_adults,010117,lily_MOT,target_child,16,14_18_months,0.0,3.2156,3.2156,data/segments/cleese_childrenized/providence_adults_52b5fde928.wav,16000,,,cleese_childrenized,1.0,train,True,12.0,1.0121620856453877
prov_adult_lily_010117_MOT_228986_230316,cleese_childrenized_providence_adults,010117,lily_MOT,target_child,16,14_18_months,0.0,1.2712,1.2712,data/segments/cleese_childrenized/providence_adults_2b8e382dbb.wav,16000,,,cleese_childrenized,1.0,train,True,10.059554059829942,0.9557635784208822
prov_adult_alex_010614_MOT_3244850_3247678,cleese_childrenized_providence_adults,010614,alex_MOT,target_child,16,14_18_months,0.0,3.0659,3.0659,data/segments/cleese_childrenized/providence_adults_1d5785d448.wav,16000,,,cleese_childrenized,1.0,train,True,12.0,1.0841257329298977
prov_adult_alex_011127_MOT_862790_866810,cleese_childrenized_providence_adults,011127,alex_MOT,target_child,16,14_18_months,0.0,3.9251,3.9251,data/segments/cleese_childrenized/providence_adults_7369b8e62a.wav,16000,,,cleese_childrenized,1.0,train,True,6.0,0.9763777797132085
prov_adult_lily_020108_MOT_1935495_1936997,cleese_childrenized_providence_adults,020108,lily_MOT,target_child,16,14_18_months,0.0,1.5853,1.5853,data/segments/cleese_childrenized/providence_adults_b14023c629.wav,16000,,,cleese_childrenized,1.0,train,True,6.0,1.0547072278694327
prov_adult_lily_010102_MOT_1450413_1452848,cleese_childrenized_providence_adults,010102,lily_MOT,target_child,16,14_18_months,0.0,2.5592,2.5592,data/segments/cleese_childrenized/providence_adults_e982beb46d.wav,16000,,,cleese_childrenized,1.0,train,True,6.0,1.0510048572040662
prov_adult_ethan_020402_MOT_2587556_2589575,cleese_childrenized_providence_adults,020402,ethan_MOT,target_child,16,14_18_months,0.0,1.9125,1.9125,data/segments/cleese_childrenized/providence_adults_37dcbed8db.wav,16000,,,cleese_childrenized,1.0,train,True,6.0,0.9472472155028039
playlogue_ADULT_ew_54ec_21160_519380_520820,cleese_childrenized_playlogue_adults,ew_54ec_21160,ew_ADULT_ew_54ec_21160,target_child,16,14_18_months,0.0,1.3836,1.3836,data/segments/cleese_childrenized/playlogue_adults_e8ab31baa3.wav,16000,,,cleese_childrenized,1.0,train,True,6.0,0.9608235479362964
prov_adult_ethan_010117_MOT_1223023_1224213,cleese_childrenized_providence_adults,010117,ethan_MOT,target_child,16,14_18_months,0.0,1.1505,1.1505,data/segments/cleese_childrenized/providence_adults_4d2b808fbb.wav,16000,,,cleese_childrenized,1.0,train,True,6.466826415231267,0.9668315933746253
prov_adult_lily_010117_MOT_2657146_2658158,cleese_childrenized_providence_adults,010117,lily_MOT,target_child,16,14_18_months,0.0,1.0509,1.0509,data/segments/cleese_childrenized/providence_adults_2f57dbd538.wav,16000,,,cleese_childrenized,1.0,train,True,6.0,1.0384088920822798
playlogue_ADULT_ew_42ec_12037_375760_376300,cleese_childrenized_playlogue_adults,ew_42ec_12037,ew_ADULT_ew_42ec_12037,target_child,16,14_18_months,0.0,0.5357,0.5357,data/segments/cleese_childrenized/playlogue_adults_836dd90a2c.wav,16000,,,cleese_childrenized,0.54,train,True,6.0,0.9921792503389067
playlogue_ADULT_ew_42pc_12033_762540_765599,cleese_childrenized_playlogue_adults,ew_42pc_12033,ew_ADULT_ew_42pc_12033,target_child,16,14_18_months,0.0,3.1111,3.1111,data/segments/cleese_childrenized/playlogue_adults_86e90ee9e0.wav,16000,,,cleese_childrenized,1.0,train,True,6.0,1.0167072676672073
prov_adult_lily_010326_MOT_3566703_3568256,cleese_childrenized_providence_adults,010326,lily_MOT,target_child,16,14_18_months,0.0,1.6439,1.6439,data/segments/cleese_childrenized/providence_adults_a3bd17f3bb.wav,16000,,,cleese_childrenized,1.0,train,True,6.0,1.0585682521538604
prov_adult_ethan_011011_MOT_1144200_1148063,cleese_childrenized_providence_adults,011011,ethan_MOT,target_child,16,14_18_months,0.0,3.7138,3.7138,data/segments/cleese_childrenized/providence_adults_2dcb8e360d.wav,16000,,,cleese_childrenized,1.0,train,True,6.0,0.9613823751840178
prov_adult_alex_020926_MOT_1325253_1328038,cleese_childrenized_providence_adults,020926,alex_MOT,target_child,16,14_18_months,0.0,2.7072,2.7072,data/segments/cleese_childrenized/providence_adults_0f4a4eed28.wav,16000,,,cleese_childrenized,1.0,train,True,12.0,0.9720609759654711
librispeech_8468-286673-0019,cleese_childrenized_librispeech,8468-286673-0019,8468,target_child,16,14_18_months,0.0,15.8199,15.8199,data/segments/cleese_childrenized/librispeech_9036199998.wav,16000,,,cleese_childrenized,1.0,train,True,6.0,1.0895275187701108
librispeech_248-130652-0027,cleese_childrenized_librispeech,248-130652-0027,248,target_child,16,14_18_months,0.0,15.5922,15.5922,data/segments/cleese_childrenized/librispeech_4b91553fb0.wav,16000,,,cleese_childrenized,1.0,train,True,7.263725872015742,1.023108919440774
librispeech_1553-140047-0026,cleese_childrenized_librispeech,1553-140047-0026,1553,target_child,16,14_18_months,0.0,13.2354,13.2354,data/segments/cleese_childrenized/librispeech_54d8d243a1.wav,16000,,,cleese_childrenized,1.0,train,True,6.0,1.0038228153648971
prov_adult_alex_020217_MOT_433235_443313,cleese_childrenized_providence_adults,020217,alex_MOT,target_child,16,14_18_months,0.0,9.8668,9.8668,data/segments/cleese_childrenized/providence_adults_743bf4b4ad.wav,16000,,,cleese_childrenized,1.0,train,True,12.0,0.979043522398221
prov_adult_ethan_020810_MOT_1669981_1671629,cleese_childrenized_providence_adults,020810,ethan_MOT,target_child,16,14_18_months,0.0,1.7019,1.7019,data/segments/cleese_childrenized/providence_adults_4b5d1e67c4.wav,16000,,,cleese_childrenized,1.0,train,True,6.0,1.03210283912112
prov_adult_ethan_010411_MOT_3067775_3072908,cleese_childrenized_providence_adults,010411,ethan_MOT,target_child,16,14_18_months,0.0,4.8607,4.8607,data/segments/cleese_childrenized/providence_adults_2c4eb380a0.wav,16000,,,cleese_childrenized,1.0,train,True,6.0,0.9469483200964509
prov_adult_lily_011009_MOT_2574521_2576088,cleese_childrenized_providence_adults,011009,lily_MOT,target_child,16,14_18_months,0.0,1.7183,1.7183,data/segments/cleese_childrenized/providence_adults_fc8487db92.wav,16000,,,cleese_childrenized,1.0,train,True,6.0,1.0965585452279252
librispeech_831-130739-0048,cleese_childrenized_librispeech,831-130739-0048,831,target_child,16,14_18_months,0.0,10.9344,10.9344,data/segments/cleese_childrenized/librispeech_3db92715b8.wav,16000,,,cleese_childrenized,1.0,train,True,12.0,1.0468562466426596
playlogue_ADULT_vh_marshf_31360_33019,cleese_childrenized_playlogue_adults,vh_marshf,vh_ADULT_vh_marshf,target_child,16,14_18_months,0.0,1.5414,1.5414,data/segments/cleese_childrenized/playlogue_adults_c9a8ea5a09.wav,16000,,,cleese_childrenized,1.0,train,True,6.0,0.9285261161286895
prov_adult_ethan_020900_MOT_2946631_2948837,cleese_childrenized_providence_adults,020900,ethan_MOT,target_child,16,14_18_months,0.0,2.1619,2.1619,data/segments/cleese_childrenized/providence_adults_b0dcd0e0e4.wav,16000,,,cleese_childrenized,1.0,train,True,6.0,0.9795585957089893
prov_adult_ethan_010006_MOT_1807833_1810151,cleese_childrenized_providence_adults,010006,ethan_MOT,target_child,16,14_18_months,0.0,2.4278,2.4278,data/segments/cleese_childrenized/providence_adults_e589ddeff4.wav,16000,,,cleese_childrenized,1.0,train,True,6.0,1.04734307793745
prov_adult_alex_020411_MOT_1797036_1797541,cleese_childrenized_providence_adults,020411,alex_MOT,target_child,16,14_18_months,0.0,0.5185,0.5185,data/segments/cleese_childrenized/providence_adults_25bcc33fcd.wav,16000,,,cleese_childrenized,0.505,train,True,6.0,1.0267496781712329
prov_adult_lily_020004_MOT_2198363_2202225,cleese_childrenized_providence_adults,020004,lily_MOT,target_child,16,14_18_months,0.0,3.8012,3.8012,data/segments/cleese_childrenized/providence_adults_8f1ce3b18a.wav,16000,,,cleese_childrenized,1.0,train,True,6.0,0.9842568949235817
librispeech_1624-142933-0007,cleese_childrenized_librispeech,1624-142933-0007,1624,target_child,16,14_18_months,0.0,16.5793,16.5793,data/segments/cleese_childrenized/librispeech_36ff19c660.wav,16000,,,cleese_childrenized,1.0,train,True,8.342533404223486,1.0446954871886065
prov_adult_lily_011022_MOT_1853586_1856811,cleese_childrenized_providence_adults,011022,lily_MOT,target_child,16,14_18_months,0.0,3.3484,3.3484,data/segments/cleese_childrenized/providence_adults_3368705469.wav,16000,,,cleese_childrenized,1.0,train,True,6.0,1.0382730532321676
prov_adult_ethan_001121_MOT_270291_272383,cleese_childrenized_providence_adults,001121,ethan_MOT,target_child,16,14_18_months,0.0,1.9811,1.9811,data/segments/cleese_childrenized/providence_adults_c3dbebc760.wav,16000,,,cleese_childrenized,1.0,train,True,12.0,0.9470009117793667
prov_adult_alex_021108_MOT_313226_315560,cleese_childrenized_providence_adults,021108,alex_MOT,target_child,16,14_18_months,0.0,2.4933,2.4933,data/segments/cleese_childrenized/providence_adults_5ec59ab362.wav,16000,,,cleese_childrenized,1.0,train,True,12.0,1.0682584173756657
