synthetic_scene_id,audio_path,rttm_path,target_child_vocalized,target_child_duration_sec,adult_duration_sec,other_child_duration_sec,overlap_duration_sec,snr_db,noise_type,rir_type,age_band,scene_type,generation_config_name,generation_config_hash
v4_14_18mo_42_000000,/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/synthetic_scenes_v4/wav/v4_14_18mo_42_000000.wav,/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/synthetic_scenes_v4/rttm/v4_14_18mo_42_000000.rttm,0,0,19.66697378707267,0,0.0,11.67,,,14_18_months,background_speech_negative,v4_14_18mo,77bfdc3440a0
v4_14_18mo_42_000001,/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/synthetic_scenes_v4/wav/v4_14_18mo_42_000001.wav,/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/synthetic_scenes_v4/rttm/v4_14_18mo_42_000001.rttm,0,0,19.813201708715198,0,0.0,2.96,,,14_18_months,adult_only_negative,v4_14_18mo,77bfdc3440a0
v4_14_18mo_42_000002,/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/synthetic_scenes_v4/wav/v4_14_18mo_42_000002.wav,/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/synthetic_scenes_v4/rttm/v4_14_18mo_42_000002.rttm,1,4.757547957323015,24.796601102005713,0,0.1,18.21,,,14_18_months,positive,v4_14_18mo,77bfdc3440a0
v4_14_18mo_42_000003,/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/synthetic_scenes_v4/wav/v4_14_18mo_42_000003.wav,/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/synthetic_scenes_v4/rttm/v4_14_18mo_42_000003.rttm,0,0,20.942590539562293,0,0.0,3.13,,,14_18_months,adult_only_negative,v4_14_18mo,77bfdc3440a0
v4_14_18mo_42_000004,/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/synthetic_scenes_v4/wav/v4_14_18mo_42_000004.wav,/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/synthetic_scenes_v4/rttm/v4_14_18mo_42_000004.rttm,0,0,0,0,0.0,23.35,,,14_18_months,noise_only_negative,v4_14_18mo,77bfdc3440a0
v4_14_18mo_42_000005,/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/synthetic_scenes_v4/wav/v4_14_18mo_42_000005.wav,/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/synthetic_scenes_v4/rttm/v4_14_18mo_42_000005.rttm,0,0,22.112764875535518,0,0.0,18.89,,,14_18_months,adult_only_negative,v4_14_18mo,77bfdc3440a0
v4_14_18mo_42_000006,/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/synthetic_scenes_v4/wav/v4_14_18mo_42_000006.wav,/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/synthetic_scenes_v4/rttm/v4_14_18mo_42_000006.rttm,1,4.924094365659335,21.876560085006474,0,0.11,7.06,,,14_18_months,positive,v4_14_18mo,77bfdc3440a0
v4_14_18mo_42_000007,/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/synthetic_scenes_v4/wav/v4_14_18mo_42_000007.wav,/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/synthetic_scenes_v4/rttm/v4_14_18mo_42_000007.rttm,1,3.739339829512599,25.824678098418868,0,0.15,15.06,,,14_18_months,positive,v4_14_18mo,77bfdc3440a0
v4_14_18mo_42_000008,/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/synthetic_scenes_v4/wav/v4_14_18mo_42_000008.wav,/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/synthetic_scenes_v4/rttm/v4_14_18mo_42_000008.rttm,0,0,21.735602430677456,0,0.0,3.12,,,14_18_months,background_speech_negative,v4_14_18mo,77bfdc3440a0
v4_14_18mo_42_000009,/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/synthetic_scenes_v4/wav/v4_14_18mo_42_000009.wav,/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/synthetic_scenes_v4/rttm/v4_14_18mo_42_000009.rttm,0,0,0,0,0.0,19.66,,,14_18_months,noise_only_negative,v4_14_18mo,77bfdc3440a0
