segment_id,source_dataset,source_recording_id,speaker_id,speaker_role,age_months,age_band,start_time_sec,end_time_sec,duration_sec,audio_path,sample_rate,transcript,phonetic_transcript,vocalization_type,quality_score,split,usable_for_training,childrenization_pitch_factor,childrenization_spectral_warp,childrenization_duration_stretch
librispeech_5022-29411-0052,world_childrenized_librispeech,5022-29411-0052,5022,target_child,16,14_18_months,0.0,15.1180,15.1180,data/segments/world_childrenized/librispeech_a73e1e7a33.wav,16000,,,world_childrenized,1.0,train,True,1.201325144010374,1.3412006477893008,1.0825636092248203
prov_adult_ethan_020419_MOT_1908168_1909991,world_childrenized_providence_adults,020419,ethan_MOT,target_child,16,14_18_months,0.0,1.8376,1.8376,data/segments/world_childrenized/providence_adults_0773de9ff4.wav,16000,,,world_childrenized,1.0,train,True,1.1326068724213294,1.2288486106248588,1.0069076633654888
playlogue_ADULT_ew_54ec_21160_66520_67640,world_childrenized_playlogue_adults,ew_54ec_21160,ew_ADULT_ew_54ec_21160,target_child,16,14_18_months,0.0,1.2839,1.2839,data/segments/world_childrenized/playlogue_adults_d5001730d6.wav,16000,,,world_childrenized,1.0,train,True,0.9998198299157499,1.3525772633246813,1.1412801508945452
librispeech_250-142286-0021,world_childrenized_librispeech,250-142286-0021,250,target_child,16,14_18_months,0.0,16.0554,16.0554,data/segments/world_childrenized/librispeech_dbd97e5efd.wav,16000,,,world_childrenized,1.0,train,True,1.127431887805984,1.2153209017526028,1.067512914287068
librispeech_3879-173592-0003,world_childrenized_librispeech,3879-173592-0003,3879,target_child,16,14_18_months,0.0,6.2554,6.2554,data/segments/world_childrenized/librispeech_1c0e0fa924.wav,16000,,,world_childrenized,1.0,train,True,1.284552420098459,1.3473542054298073,1.089800916207553
playlogue_ADULT_ew_42pc_12077_265800_266760,world_childrenized_playlogue_adults,ew_42pc_12077,ew_ADULT_ew_42pc_12077,target_child,16,14_18_months,0.0,1.0536,1.0536,data/segments/world_childrenized/playlogue_adults_6b72b1488b.wav,16000,,,world_childrenized,0.96,train,True,0.8538529968378593,1.2790209316827934,1.0917794969307169
librispeech_7780-274562-0006,world_childrenized_librispeech,7780-274562-0006,7780,target_child,16,14_18_months,0.0,17.2131,17.2131,data/segments/world_childrenized/librispeech_fa7a46e12d.wav,16000,,,world_childrenized,1.0,train,True,1.2112366645014296,1.3106299642105679,1.143725296812354
prov_adult_alex_011127_GRA_1104381_1106815,world_childrenized_providence_adults,011127,alex_GRA,target_child,16,14_18_months,0.0,2.5264,2.5264,data/segments/world_childrenized/providence_adults_9f2c7226b2.wav,16000,,,world_childrenized,1.0,train,True,3.213694990504142,1.2458426477655629,1.0375166082307452
prov_adult_ethan_010201_MOT_1728491_1733228,world_childrenized_providence_adults,010201,ethan_MOT,target_child,16,14_18_months,0.0,5.4096,5.4096,data/segments/world_childrenized/providence_adults_6c6032ea55.wav,16000,,,world_childrenized,1.0,train,True,1.240569135341464,1.2962853102846037,1.1412674002492456
prov_adult_ethan_010926_MOT_3043391_3048158,world_childrenized_providence_adults,010926,ethan_MOT,target_child,16,14_18_months,0.0,5.1523,5.1523,data/segments/world_childrenized/providence_adults_cd56e982f9.wav,16000,,,world_childrenized,1.0,train,True,0.9131541491793504,1.2516653397752135,1.0801467108687337
playlogue_ADULT_ew_42ec_12037_880500_881320,world_childrenized_playlogue_adults,ew_42ec_12037,ew_ADULT_ew_42ec_12037,target_child,16,14_18_months,0.0,0.8469,0.8469,data/segments/world_childrenized/playlogue_adults_63fbf708d6.wav,16000,,,world_childrenized,0.82,train,True,1.109460907031568,1.354098699602958,1.026551860217648
prov_adult_lily_010814_MOT_906318_907640,world_childrenized_providence_adults,010814,lily_MOT,target_child,16,14_18_months,0.0,1.4663,1.4663,data/segments/world_childrenized/providence_adults_f413e7440a.wav,16000,,,world_childrenized,1.0,train,True,1.069973300166537,1.3908487043464148,1.106581278664934
prov_adult_ethan_020725_MOT_699251_700208,world_childrenized_providence_adults,020725,ethan_MOT,target_child,16,14_18_months,0.0,1.0812,1.0812,data/segments/world_childrenized/providence_adults_85f5a46392.wav,16000,,,world_childrenized,0.957,train,True,3.259355242085548,1.2983028320933139,1.126233226499642
prov_adult_ethan_001121_MOT_2407498_2412283,world_childrenized_providence_adults,001121,ethan_MOT,target_child,16,14_18_months,0.0,5.4737,5.4737,data/segments/world_childrenized/providence_adults_d4046e96d1.wav,16000,,,world_childrenized,1.0,train,True,0.8384285665320583,1.3547356905143135,1.142740446010558
librispeech_289-121665-0014,world_childrenized_librispeech,289-121665-0014,289,target_child,16,14_18_months,0.0,15.0605,15.0605,data/segments/world_childrenized/librispeech_f69c5fa24a.wav,16000,,,world_childrenized,1.0,train,True,0.8870981158746603,1.3914929433512566,1.0336631858993894
prov_adult_alex_020926_MOT_2443476_2445456,world_childrenized_providence_adults,020926,alex_MOT,target_child,16,14_18_months,0.0,2.1084,2.1084,data/segments/world_childrenized/providence_adults_22c3e4807d.wav,16000,,,world_childrenized,1.0,train,True,1.971695443106437,1.2724301658937183,1.0621750766057945
librispeech_19-198-0012,world_childrenized_librispeech,19-198-0012,19,target_child,16,14_18_months,0.0,13.1061,13.1061,data/segments/world_childrenized/librispeech_029c9e0ee8.wav,16000,,,world_childrenized,1.0,train,True,1.0690175804709934,1.3895915958418745,1.0352413339784932
playlogue_ADULT_vh_eastf_290180_290660,world_childrenized_playlogue_adults,vh_eastf,vh_ADULT_vh_eastf,target_child,16,14_18_months,0.0,0.4934,0.4934,data/segments/world_childrenized/playlogue_adults_284ec877f8.wav,16000,,,world_childrenized,0.48,train,True,0.9834685350316423,1.3019686178593666,1.0172370414545593
playlogue_ADULT_ew_42ec_12014_734400_737500,world_childrenized_playlogue_adults,ew_42ec_12014,ew_ADULT_ew_42ec_12014,target_child,16,14_18_months,0.0,3.4539,3.4539,data/segments/world_childrenized/playlogue_adults_525c841cb5.wav,16000,,,world_childrenized,1.0,train,True,0.8877879361578933,1.3852635751208606,1.1123712618024753
prov_adult_ethan_020810_MOT_2202275_2206396,world_childrenized_providence_adults,020810,ethan_MOT,target_child,16,14_18_months,0.0,4.5586,4.5586,data/segments/world_childrenized/providence_adults_ec6dd8b705.wav,16000,,,world_childrenized,1.0,train,True,1.0023844336561087,1.2856451155106419,1.1051237066525381
prov_adult_ethan_020222_MOT_1645525_1647445,world_childrenized_providence_adults,020222,ethan_MOT,target_child,16,14_18_months,0.0,2.0615,2.0615,data/segments/world_childrenized/providence_adults_df3edf82bb.wav,16000,,,world_childrenized,1.0,train,True,3.220624101041251,1.2957144783064698,1.070903337788764
prov_adult_lily_010423_MOT_795835_800371,world_childrenized_providence_adults,010423,lily_MOT,target_child,16,14_18_months,0.0,4.9479,4.9479,data/segments/world_childrenized/providence_adults_83372be54f.wav,16000,,,world_childrenized,1.0,train,True,2.895895481731752,1.2018268084675816,1.0898600134675882
prov_adult_ethan_020907_MOT_1114345_1118770,world_childrenized_providence_adults,020907,ethan_MOT,target_child,16,14_18_months,0.0,4.7992,4.7992,data/segments/world_childrenized/providence_adults_1c0f6acbb3.wav,16000,,,world_childrenized,1.0,train,True,1.2617414823962487,1.2266103919986995,1.0833373199697274
prov_adult_lily_010102_MOT_2673478_2674910,world_childrenized_providence_adults,010102,lily_MOT,target_child,16,14_18_months,0.0,1.5096,1.5096,data/segments/world_childrenized/providence_adults_9785e27849.wav,16000,,,world_childrenized,1.0,train,True,0.7618141750210563,1.3394071468396558,1.0519682968271227
prov_adult_lily_010814_MOT_1319710_1326310,world_childrenized_providence_adults,010814,lily_MOT,target_child,16,14_18_months,0.0,7.3834,7.3834,data/segments/world_childrenized/providence_adults_40e7c64ebb.wav,16000,,,world_childrenized,1.0,train,True,1.174590089894625,1.3513928513377929,1.1178438357698222
prov_adult_lily_010117_MOT_1355833_1358695,world_childrenized_providence_adults,010117,lily_MOT,target_child,16,14_18_months,0.0,3.2499,3.2499,data/segments/world_childrenized/providence_adults_1918249383.wav,16000,,,world_childrenized,1.0,train,True,2.3293866785062987,1.2348486649967412,1.134361607175063
prov_adult_lily_010803_MOT_2697778_2701839,world_childrenized_providence_adults,010803,lily_MOT,target_child,16,14_18_months,0.0,4.5956,4.5956,data/segments/world_childrenized/providence_adults_78a7c9cd3e.wav,16000,,,world_childrenized,1.0,train,True,1.7888432595676558,1.3526461199188466,1.130535636928334
librispeech_1898-145720-0004,world_childrenized_librispeech,1898-145720-0004,1898,target_child,16,14_18_months,0.0,17.4429,17.4429,data/segments/world_childrenized/librispeech_8ded29c4b1.wav,16000,,,world_childrenized,1.0,train,True,1.059180165934756,1.3286869549551668,1.1005022599738585
playlogue_ADULT_gleason_father_susan_224200_225000,world_childrenized_playlogue_adults,gleason_father_susan,gleason_ADULT_gleason_father_susan,target_child,16,14_18_months,0.0,0.8096,0.8096,data/segments/world_childrenized/playlogue_adults_06a5de09a5.wav,16000,,,world_childrenized,0.8,train,True,1.024744583804123,1.3677371609979454,1.0057135678459574
librispeech_3807-4923-0041,world_childrenized_librispeech,3807-4923-0041,3807,target_child,16,14_18_months,0.0,13.8909,13.8909,data/segments/world_childrenized/librispeech_bb4f3603d3.wav,16000,,,world_childrenized,1.0,train,True,2.6290404147423607,1.2008181323987706,1.0937674920280072
librispeech_2007-132570-0002,world_childrenized_librispeech,2007-132570-0002,2007,target_child,16,14_18_months,0.0,11.1864,11.1864,data/segments/world_childrenized/librispeech_c7eac45136.wav,16000,,,world_childrenized,1.0,train,True,1.0848164870898658,1.2416397237480308,1.0381839082388338
prov_adult_lily_020123_MOT_604758_605910,world_childrenized_providence_adults,020123,lily_MOT,target_child,16,14_18_months,0.0,1.1744,1.1744,data/segments/world_childrenized/providence_adults_0235b19e33.wav,16000,,,world_childrenized,1.0,train,True,1.2689566805678083,1.2637433500387303,1.0168116791176458
librispeech_1447-130551-0001,world_childrenized_librispeech,1447-130551-0001,1447,target_child,16,14_18_months,0.0,11.9779,11.9779,data/segments/world_childrenized/librispeech_30dfb76b88.wav,16000,,,world_childrenized,1.0,train,True,3.1092243113065634,1.269825782389253,1.1348106422736313
prov_adult_alex_020828_MOT_2349751_2351476,world_childrenized_providence_adults,020828,alex_MOT,target_child,16,14_18_months,0.0,1.7639,1.7639,data/segments/world_childrenized/providence_adults_a2ff6a5301.wav,16000,,,world_childrenized,1.0,train,True,1.6874197950152408,1.3148379418873384,1.0195825461630716
prov_adult_ethan_010021_MOT_1815760_1817340,world_childrenized_providence_adults,010021,ethan_MOT,target_child,16,14_18_months,0.0,1.7592,1.7592,data/segments/world_childrenized/providence_adults_fd674bc79a.wav,16000,,,world_childrenized,1.0,train,True,0.9603579645654212,1.2136430049767446,1.1099196920966128
prov_adult_alex_020816_MOT_588326_590855,world_childrenized_providence_adults,020816,alex_MOT,target_child,16,14_18_months,0.0,2.7085,2.7085,data/segments/world_childrenized/providence_adults_024035de68.wav,16000,,,world_childrenized,1.0,train,True,0.9117326461136039,1.274850976903588,1.0705501102706216
playlogue_ADULT_ew_54ec_12007_228560_229380,world_childrenized_playlogue_adults,ew_54ec_12007,ew_ADULT_ew_54ec_12007,target_child,16,14_18_months,0.0,0.8588,0.8588,data/segments/world_childrenized/playlogue_adults_4a2a95fef5.wav,16000,,,world_childrenized,0.82,train,True,1.566097781990403,1.3428537838425179,1.0410002214720921
playlogue_ADULT_ew_54ec_11051_743920_744300,world_childrenized_playlogue_adults,ew_54ec_11051,ew_ADULT_ew_54ec_11051,target_child,16,14_18_months,0.0,0.4123,0.4123,data/segments/world_childrenized/playlogue_adults_81a8e495ab.wav,16000,,,world_childrenized,0.38,train,True,1.0113536084713157,1.326149680940935,1.0709738501976385
prov_adult_alex_011024_MOT_331408_334033,world_childrenized_providence_adults,011024,alex_MOT,target_child,16,14_18_months,0.0,2.8148,2.8148,data/segments/world_childrenized/providence_adults_5a9bd4c6ce.wav,16000,,,world_childrenized,1.0,train,True,0.7875633580013283,1.3060258544844485,1.0702599702811706
prov_adult_lily_020618_MOT_1239743_1240778,world_childrenized_providence_adults,020618,lily_MOT,target_child,16,14_18_months,0.0,1.1887,1.1887,data/segments/world_childrenized/providence_adults_3c3b0f30c7.wav,16000,,,world_childrenized,1.0,train,True,0.709836211007819,1.3608666925809705,1.1429502679424457
prov_adult_alex_020606_MOT_2223328_2227013,world_childrenized_providence_adults,020606,alex_MOT,target_child,16,14_18_months,0.0,3.7936,3.7936,data/segments/world_childrenized/providence_adults_e9d0d3beca.wav,16000,,,world_childrenized,1.0,train,True,0.9916935189039177,1.2211716070096568,1.0280891813640787
librispeech_211-122442-0005,world_childrenized_librispeech,211-122442-0005,211,target_child,16,14_18_months,0.0,11.1973,11.1973,data/segments/world_childrenized/librispeech_325473d8fb.wav,16000,,,world_childrenized,1.0,train,True,1.0939326097734774,1.3929563704143297,1.0771747772345879
playlogue_ADULT_ew_42ec_22120_449040_451280,world_childrenized_playlogue_adults,ew_42ec_22120,ew_ADULT_ew_42ec_22120,target_child,16,14_18_months,0.0,2.3664,2.3664,data/segments/world_childrenized/playlogue_adults_116f75fa61.wav,16000,,,world_childrenized,1.0,train,True,0.8969596211571732,1.2362193415857188,1.0540872405017294
prov_adult_lily_010102_MOT_546060_547522,world_childrenized_providence_adults,010102,lily_MOT,target_child,16,14_18_months,0.0,1.4811,1.4811,data/segments/world_childrenized/providence_adults_937f1c5f92.wav,16000,,,world_childrenized,1.0,train,True,1.8745610609169092,1.2617925799565892,1.010946337957499
prov_adult_lily_010213_MOT_1252408_1253775,world_childrenized_providence_adults,010213,lily_MOT,target_child,16,14_18_months,0.0,1.4117,1.4117,data/segments/world_childrenized/providence_adults_d37e36fc3f.wav,16000,,,world_childrenized,1.0,train,True,0.6609181162280595,1.3535467132003896,1.0304257811191975
