segment_id,source_dataset,source_recording_id,speaker_id,speaker_role,age_months,age_band,start_time_sec,end_time_sec,duration_sec,audio_path,sample_rate,transcript,phonetic_transcript,vocalization_type,quality_score,split,usable_for_training,childrenization_pitch_factor,childrenization_spectral_warp,childrenization_duration_stretch
prov_adult_ethan_020920_MOT_1753558_1759007,world_childrenized_providence_adults,020920,ethan_MOT,target_child,16,14_18_months,0.0,6.1519,6.1519,data/segments/world_childrenized/providence_adults_676b470cc1.wav,16000,,,world_childrenized,1.0,train,True,1.654564204008369,1.2877756879504103,1.1287896879867072
prov_adult_lily_010611_MOT_721153_722157,world_childrenized_providence_adults,010611,lily_MOT,target_child,16,14_18_months,0.0,1.1521,1.1521,data/segments/world_childrenized/providence_adults_bfd5b88783.wav,16000,,,world_childrenized,1.0,train,True,1.3064183403694773,1.2188354695775299,1.1463433527455134
librispeech_696-92939-0019,world_childrenized_librispeech,696-92939-0019,696,target_child,16,14_18_months,0.0,15.5431,15.5431,data/segments/world_childrenized/librispeech_a0fc92a4f1.wav,16000,,,world_childrenized,1.0,train,True,1.5935114918129993,1.3572128610553906,1.0192170449013318
prov_adult_lily_010611_MOT_1179927_1181860,world_childrenized_providence_adults,010611,lily_MOT,target_child,16,14_18_months,0.0,2.2040,2.2040,data/segments/world_childrenized/providence_adults_8885e0f5ef.wav,16000,,,world_childrenized,1.0,train,True,1.4535658512558423,1.2741596048465162,1.13901474832729
prov_adult_alex_020102_MOT_1662503_1666227,world_childrenized_providence_adults,020102,alex_MOT,target_child,16,14_18_months,0.0,3.9781,3.9781,data/segments/world_childrenized/providence_adults_1744bea1ab.wav,16000,,,world_childrenized,1.0,train,True,3.237174130045374,1.3645523226541658,1.0665121298240996
librispeech_2836-5354-0054,world_childrenized_librispeech,2836-5354-0054,2836,target_child,16,14_18_months,0.0,14.9821,14.9821,data/segments/world_childrenized/librispeech_e8be1bfdf7.wav,16000,,,world_childrenized,1.0,train,True,0.9951756000646389,1.310916957403167,1.0095725884156264
prov_adult_lily_010925_MOT_1148610_1151050,world_childrenized_providence_adults,010925,lily_MOT,target_child,16,14_18_months,0.0,2.7230,2.7230,data/segments/world_childrenized/providence_adults_3d4437d2c7.wav,16000,,,world_childrenized,1.0,train,True,1.3908311114550256,1.326332879824413,1.113713161012806
prov_adult_lily_020201_MOT_927325_928046,world_childrenized_providence_adults,020201,lily_MOT,target_child,16,14_18_months,0.0,0.8221,0.8221,data/segments/world_childrenized/providence_adults_d3bf2d8e42.wav,16000,,,world_childrenized,0.721,train,True,1.639691123772294,1.3941396048789805,1.1339681681983296
prov_adult_alex_030516_MOT_1415545_1419008,world_childrenized_providence_adults,030516,alex_MOT,target_child,16,14_18_months,0.0,3.7076,3.7076,data/segments/world_childrenized/providence_adults_9856ddd5d9.wav,16000,,,world_childrenized,1.0,train,True,1.1171113573487197,1.2389277415703934,1.070008150559055
playlogue_ADULT_ew_42pc_12003_405260_407159,world_childrenized_playlogue_adults,ew_42pc_12003,ew_ADULT_ew_42pc_12003,target_child,16,14_18_months,0.0,2.1002,2.1002,data/segments/world_childrenized/playlogue_adults_385759e228.wav,16000,,,world_childrenized,1.0,train,True,0.7346208534352009,1.2308578984135095,1.1024573429863682
prov_adult_alex_020411_MOT_906586_908316,world_childrenized_providence_adults,020411,alex_MOT,target_child,16,14_18_months,0.0,1.8198,1.8198,data/segments/world_childrenized/providence_adults_bda94dbb08.wav,16000,,,world_childrenized,1.0,train,True,3.2939287126981474,1.393501946486842,1.0488738037207228
librispeech_4441-76262-0034,world_childrenized_librispeech,4441-76262-0034,4441,target_child,16,14_18_months,0.0,14.3053,14.3053,data/segments/world_childrenized/librispeech_2e3110954b.wav,16000,,,world_childrenized,1.0,train,True,2.2158883784891366,1.2939111622551616,1.028420703862643
prov_adult_alex_021025_MOT_23978_25565,world_childrenized_providence_adults,021025,alex_MOT,target_child,16,14_18_months,0.0,1.6441,1.6441,data/segments/world_childrenized/providence_adults_a502d86fa9.wav,16000,,,world_childrenized,1.0,train,True,1.5723097849339749,1.2951409852451867,1.0340364023576325
