segment_id,source_dataset,source_recording_id,speaker_id,speaker_role,age_months,age_band,start_time_sec,end_time_sec,duration_sec,audio_path,sample_rate,transcript,phonetic_transcript,vocalization_type,quality_score,split,usable_for_training,childrenization_pitch_factor,childrenization_spectral_warp,childrenization_duration_stretch
playlogue_ADULT_gleason_father_katie_73720_76320,world_childrenized_playlogue_adults,gleason_father_katie,gleason_ADULT_gleason_father_katie,target_child,16,14_18_months,0.0,2.7119,2.7119,data/segments/world_childrenized/playlogue_adults_a54aed47b8.wav,16000,,,world_childrenized,1.0,train,True,0.7455373114768384,1.223371047568465,1.0410466394762907
librispeech_4267-78186-0008,world_childrenized_librispeech,4267-78186-0008,4267,target_child,16,14_18_months,0.0,17.8257,17.8257,data/segments/world_childrenized/librispeech_6cdeb53a11.wav,16000,,,world_childrenized,1.0,train,True,1.2012876522702693,1.215460981436392,1.1478211737681017
prov_adult_lily_020227_MOT_1479840_1484975,world_childrenized_providence_adults,020227,lily_MOT,target_child,16,14_18_months,0.0,5.8852,5.8852,data/segments/world_childrenized/providence_adults_f963dcd03f.wav,16000,,,world_childrenized,1.0,train,True,3.198413384880461,1.343319499350134,1.1449738597422172
prov_adult_ethan_001104_MOT_336358_339343,world_childrenized_providence_adults,001104,ethan_MOT,target_child,16,14_18_months,0.0,3.0168,3.0168,data/segments/world_childrenized/providence_adults_ac99d2c8cc.wav,16000,,,world_childrenized,1.0,train,True,0.9123184805228225,1.2648129463988176,1.0089580402518628
prov_adult_ethan_010726_MOT_692218_695440,world_childrenized_providence_adults,010726,ethan_MOT,target_child,16,14_18_months,0.0,3.4941,3.4941,data/segments/world_childrenized/providence_adults_210f849a0d.wav,16000,,,world_childrenized,1.0,train,True,3.0816150986287356,1.2528057347515404,1.0834233536790883
prov_adult_lily_020623_MOT_3053475_3055411,world_childrenized_providence_adults,020623,lily_MOT,target_child,16,14_18_months,0.0,2.0569,2.0569,data/segments/world_childrenized/providence_adults_e58581ea93.wav,16000,,,world_childrenized,1.0,train,True,1.0384811395548357,1.2390350775873382,1.0602733886200908
playlogue_ADULT_gleason_father_john_28180_30000,world_childrenized_playlogue_adults,gleason_father_john,gleason_ADULT_gleason_father_john,target_child,16,14_18_months,0.0,1.9726,1.9726,data/segments/world_childrenized/playlogue_adults_a7ddc50098.wav,16000,,,world_childrenized,1.0,train,True,3.3184442354305457,1.2546499432922198,1.0808514215232397
prov_adult_alex_030214_MOT_2292675_2295735,world_childrenized_providence_adults,030214,alex_MOT,target_child,16,14_18_months,0.0,3.2654,3.2654,data/segments/world_childrenized/providence_adults_f508732705.wav,16000,,,world_childrenized,1.0,train,True,3.1569766192328963,1.3388436702014328,1.0653776767627385
librispeech_1624-168623-0032,world_childrenized_librispeech,1624-168623-0032,1624,target_child,16,14_18_months,0.0,13.1468,13.1468,data/segments/world_childrenized/librispeech_2fda251819.wav,16000,,,world_childrenized,1.0,train,True,2.0927657584635364,1.3831553658932951,1.1188750249158534
prov_adult_lily_010925_MOT_1915415_1916838,world_childrenized_providence_adults,010925,lily_MOT,target_child,16,14_18_months,0.0,1.5702,1.5702,data/segments/world_childrenized/providence_adults_43670a1b16.wav,16000,,,world_childrenized,1.0,train,True,1.0096372524688721,1.2071932893564234,1.1019074249213126
playlogue_ADULT_gleason_mother_helen_606360_608420,world_childrenized_playlogue_adults,gleason_mother_helen,gleason_ADULT_gleason_mother_helen,target_child,16,14_18_months,0.0,2.3093,2.3093,data/segments/world_childrenized/playlogue_adults_569760736b.wav,16000,,,world_childrenized,1.0,train,True,3.2941136252810574,1.3442530558759482,1.1182715149402094
playlogue_ADULT_ew_54ec_11006_543000_544720,world_childrenized_playlogue_adults,ew_54ec_11006,ew_ADULT_ew_54ec_11006,target_child,16,14_18_months,0.0,1.7433,1.7433,data/segments/world_childrenized/playlogue_adults_f280cb1f35.wav,16000,,,world_childrenized,1.0,train,True,1.058174587353196,1.3108697084239351,1.0106048269935584
