audio_path,start_sec,end_sec,label,child_id,timepoint_norm,source
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/synthetic_scenes_v4/wav/v4_14_18mo_42_000000.wav,0.0,30.0,0,synth_hardn_14_18_months,synthetic_14_18_months,synthetic_background_speech_negative
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/synthetic_scenes_v4/wav/v4_14_18mo_42_000001.wav,0.0,30.0,0,synth_hardn_14_18_months,synthetic_14_18_months,synthetic_adult_only_negative
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/synthetic_scenes_v4/wav/v4_14_18mo_42_000003.wav,0.0,30.0,0,synth_hardn_14_18_months,synthetic_14_18_months,synthetic_adult_only_negative
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/synthetic_scenes_v4/wav/v4_14_18mo_42_000005.wav,0.0,30.0,0,synth_hardn_14_18_months,synthetic_14_18_months,synthetic_adult_only_negative
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/synthetic_scenes_v4/wav/v4_14_18mo_42_000008.wav,0.0,30.0,0,synth_hardn_14_18_months,synthetic_14_18_months,synthetic_background_speech_negative
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/synthetic_scenes_v4/wav/v4_14_18mo_42_000010.wav,0.0,30.0,0,synth_hardn_14_18_months,synthetic_14_18_months,synthetic_adult_only_negative
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/synthetic_scenes_v4/wav/v4_14_18mo_42_000013.wav,0.0,30.0,0,synth_hardn_14_18_months,synthetic_14_18_months,synthetic_background_speech_negative
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/synthetic_scenes_v4/wav/v4_14_18mo_42_000014.wav,0.0,30.0,0,synth_hardn_14_18_months,synthetic_14_18_months,synthetic_adult_only_negative
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/synthetic_scenes_v4/wav/v4_14_18mo_42_000015.wav,0.0,30.0,0,synth_hardn_14_18_months,synthetic_14_18_months,synthetic_adult_only_negative
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/synthetic_scenes_v4/wav/v4_14_18mo_42_000017.wav,0.0,30.0,0,synth_hardn_14_18_months,synthetic_14_18_months,synthetic_adult_only_negative
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/synthetic_scenes_v4/wav/v4_14_18mo_42_000020.wav,0.0,30.0,0,synth_hardn_14_18_months,synthetic_14_18_months,synthetic_adult_only_negative
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/synthetic_scenes_v4/wav/v4_14_18mo_42_000021.wav,0.0,30.0,0,synth_hardn_14_18_months,synthetic_14_18_months,synthetic_adult_only_negative
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/synthetic_scenes_v4/wav/v4_14_18mo_42_000027.wav,0.0,30.0,0,synth_hardn_14_18_months,synthetic_14_18_months,synthetic_adult_only_negative
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/synthetic_scenes_v4/wav/v4_14_18mo_42_000030.wav,0.0,30.0,0,synth_hardn_14_18_months,synthetic_14_18_months,synthetic_background_speech_negative
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/synthetic_scenes_v4/wav/v4_14_18mo_42_000032.wav,0.0,30.0,0,synth_hardn_14_18_months,synthetic_14_18_months,synthetic_background_speech_negative
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/synthetic_scenes_v4/wav/v4_14_18mo_42_000034.wav,0.0,30.0,0,synth_hardn_14_18_months,synthetic_14_18_months,synthetic_background_speech_negative
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/synthetic_scenes_v4/wav/v4_14_18mo_42_000035.wav,0.0,30.0,0,synth_hardn_14_18_months,synthetic_14_18_months,synthetic_background_speech_negative
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/synthetic_scenes_v4/wav/v4_14_18mo_42_000038.wav,0.0,30.0,0,synth_hardn_14_18_months,synthetic_14_18_months,synthetic_adult_only_negative
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/synthetic_scenes_v4/wav/v4_14_18mo_42_000042.wav,0.0,30.0,0,synth_hardn_14_18_months,synthetic_14_18_months,synthetic_adult_only_negative
