segment_id,source_dataset,source_recording_id,speaker_id,speaker_role,age_months,age_band,start_time_sec,end_time_sec,duration_sec,audio_path,sample_rate,transcript,phonetic_transcript,vocalization_type,quality_score,split,usable_for_training,vc_source_language,vc_target_child_id,vc_source_path
xlingvc_J3J0V4T8C3_d1c0dc6d2e,cross_lingual_vc_tinyvox_Romance,phon_Romance_Portuguese_PereiraFreitas_Laura_020823_02485977_02488977,J3J0V4T8C3,target_child,,14_18_months,0.0,2.9800,2.9800,data/segments/cross_lingual_vc/J3J0V4T8C3/J3J0V4T8C3_d1c0dc6d2e.wav,16000,,,cross_lingual_vc,1.0,train,True,Romance,J3J0V4T8C3,data/tinyvox/audio/phon_Romance_Portuguese_PereiraFreitas_Laura_020823_02485977_02488977.wav
xlingvc_J3J0V4T8C3_fa4c593749,cross_lingual_vc_tinyvox_French,phon_French_KernFrench_Baptiste_020012_00047400_00050840,J3J0V4T8C3,target_child,,14_18_months,0.0,3.4200,3.4200,data/segments/cross_lingual_vc/J3J0V4T8C3/J3J0V4T8C3_fa4c593749.wav,16000,,,cross_lingual_vc,1.0,train,True,French,J3J0V4T8C3,data/tinyvox/audio/phon_French_KernFrench_Baptiste_020012_00047400_00050840.wav
xlingvc_J3J0V4T8C3_0ebb38bd05,cross_lingual_vc_tinyvox_Romance,phon_Romance_Portuguese_Twins-Brazil_CarlosAndre_CA-020222_00147447_00148306,J3J0V4T8C3,target_child,,14_18_months,0.0,0.8400,0.8400,data/segments/cross_lingual_vc/J3J0V4T8C3/J3J0V4T8C3_0ebb38bd05.wav,16000,,,cross_lingual_vc,1.0,train,True,Romance,J3J0V4T8C3,data/tinyvox/audio/phon_Romance_Portuguese_Twins-Brazil_CarlosAndre_CA-020222_00147447_00148306.wav
xlingvc_J3J0V4T8C3_147db5ac9a,cross_lingual_vc_tinyvox_Romance,phon_Romance_Portuguese_Twins-Brazil_CarlosAndre_CA-030223_00349322_00350024,J3J0V4T8C3,target_child,,14_18_months,0.0,0.6800,0.6800,data/segments/cross_lingual_vc/J3J0V4T8C3/J3J0V4T8C3_147db5ac9a.wav,16000,,,cross_lingual_vc,1.0,train,True,Romance,J3J0V4T8C3,data/tinyvox/audio/phon_Romance_Portuguese_Twins-Brazil_CarlosAndre_CA-030223_00349322_00350024.wav
xlingvc_J3J0V4T8C3_6a765e4fe2,cross_lingual_vc_tinyvox_French,phon_French_KernFrench_Jules_010113_03176560_03178000,J3J0V4T8C3,target_child,,14_18_months,0.0,1.4200,1.4200,data/segments/cross_lingual_vc/J3J0V4T8C3/J3J0V4T8C3_6a765e4fe2.wav,16000,,,cross_lingual_vc,1.0,train,True,French,J3J0V4T8C3,data/tinyvox/audio/phon_French_KernFrench_Jules_010113_03176560_03178000.wav
xlingvc_J3J0V4T8C3_9e5c78b1ff,cross_lingual_vc_tinyvox_French,phon_French_Paris_Anae_010608_00659187_00662067,J3J0V4T8C3,target_child,,14_18_months,0.0,2.8600,2.8600,data/segments/cross_lingual_vc/J3J0V4T8C3/J3J0V4T8C3_9e5c78b1ff.wav,16000,,,cross_lingual_vc,1.0,train,True,French,J3J0V4T8C3,data/tinyvox/audio/phon_French_Paris_Anae_010608_00659187_00662067.wav
xlingvc_J3J0V4T8C3_45a46d0ef5,cross_lingual_vc_tinyvox_Romance,phon_Romance_Portuguese_CCF_Joana_030026_00404342_00407342,J3J0V4T8C3,target_child,,14_18_months,0.0,2.9800,2.9800,data/segments/cross_lingual_vc/J3J0V4T8C3/J3J0V4T8C3_45a46d0ef5.wav,16000,,,cross_lingual_vc,1.0,train,True,Romance,J3J0V4T8C3,data/tinyvox/audio/phon_Romance_Portuguese_CCF_Joana_030026_00404342_00407342.wav
xlingvc_J3J0V4T8C3_0947cb3be6,cross_lingual_vc_tinyvox_Biling,phon_Biling_ChildL2_040618_02407889_02409840,J3J0V4T8C3,target_child,,14_18_months,0.0,1.9400,1.9400,data/segments/cross_lingual_vc/J3J0V4T8C3/J3J0V4T8C3_0947cb3be6.wav,16000,,,cross_lingual_vc,1.0,train,True,Biling,J3J0V4T8C3,data/tinyvox/audio/phon_Biling_ChildL2_040618_02407889_02409840.wav
xlingvc_J3J0V4T8C3_e7064be9c7,cross_lingual_vc_tinyvox_Biling,phon_Biling_ChildL2_031114_02376530_02378999,J3J0V4T8C3,target_child,,14_18_months,0.0,2.4600,2.4600,data/segments/cross_lingual_vc/J3J0V4T8C3/J3J0V4T8C3_e7064be9c7.wav,16000,,,cross_lingual_vc,1.0,train,True,Biling,J3J0V4T8C3,data/tinyvox/audio/phon_Biling_ChildL2_031114_02376530_02378999.wav
xlingvc_J3J0V4T8C3_3cb1e345ad,cross_lingual_vc_tinyvox_French,phon_French_Paris_Anae_020804_00384363_00386735,J3J0V4T8C3,target_child,,14_18_months,0.0,2.3600,2.3600,data/segments/cross_lingual_vc/J3J0V4T8C3/J3J0V4T8C3_3cb1e345ad.wav,16000,,,cross_lingual_vc,1.0,train,True,French,J3J0V4T8C3,data/tinyvox/audio/phon_French_Paris_Anae_020804_00384363_00386735.wav
xlingvc_J3J0V4T8C3_6529e61155,cross_lingual_vc_tinyvox_Clinical,phon_Clinical_NeumannFoxBoyer_SD_PL-II_C27_00253838_00255168,J3J0V4T8C3,target_child,,14_18_months,0.0,1.3200,1.3200,data/segments/cross_lingual_vc/J3J0V4T8C3/J3J0V4T8C3_6529e61155.wav,16000,,,cross_lingual_vc,1.0,train,True,Clinical,J3J0V4T8C3,data/tinyvox/audio/phon_Clinical_NeumannFoxBoyer_SD_PL-II_C27_00253838_00255168.wav
xlingvc_J3J0V4T8C3_590a3e21be,cross_lingual_vc_tinyvox_French,phon_French_KernFrench_Baptiste_010215_02494640_02495200,J3J0V4T8C3,target_child,,14_18_months,0.0,0.5400,0.5400,data/segments/cross_lingual_vc/J3J0V4T8C3/J3J0V4T8C3_590a3e21be.wav,16000,,,cross_lingual_vc,1.0,train,True,French,J3J0V4T8C3,data/tinyvox/audio/phon_French_KernFrench_Baptiste_010215_02494640_02495200.wav
xlingvc_J3J0V4T8C3_1d6dd2bf43,cross_lingual_vc_tinyvox_French,phon_French_KernFrench_Esteban_011007_01884200_01886440,J3J0V4T8C3,target_child,,14_18_months,0.0,2.2200,2.2200,data/segments/cross_lingual_vc/J3J0V4T8C3/J3J0V4T8C3_1d6dd2bf43.wav,16000,,,cross_lingual_vc,1.0,train,True,French,J3J0V4T8C3,data/tinyvox/audio/phon_French_KernFrench_Esteban_011007_01884200_01886440.wav
xlingvc_J3J0V4T8C3_8857e60c03,cross_lingual_vc_tinyvox_Romance,phon_Romance_Portuguese_CCF_Ines_020011_02734155_02737155,J3J0V4T8C3,target_child,,14_18_months,0.0,2.9800,2.9800,data/segments/cross_lingual_vc/J3J0V4T8C3/J3J0V4T8C3_8857e60c03.wav,16000,,,cross_lingual_vc,1.0,train,True,Romance,J3J0V4T8C3,data/tinyvox/audio/phon_Romance_Portuguese_CCF_Ines_020011_02734155_02737155.wav
xlingvc_J3J0V4T8C3_be65824796,cross_lingual_vc_tinyvox_French,phon_French_KernFrench_Esteban_010407_02158120_02161120,J3J0V4T8C3,target_child,,14_18_months,0.0,2.9800,2.9800,data/segments/cross_lingual_vc/J3J0V4T8C3/J3J0V4T8C3_be65824796.wav,16000,,,cross_lingual_vc,1.0,train,True,French,J3J0V4T8C3,data/tinyvox/audio/phon_French_KernFrench_Esteban_010407_02158120_02161120.wav
xlingvc_J3J0V4T8C3_30e53d600e,cross_lingual_vc_tinyvox_French,phon_French_Paris_Julie_010211_01888565_01890881,J3J0V4T8C3,target_child,,14_18_months,0.0,2.3000,2.3000,data/segments/cross_lingual_vc/J3J0V4T8C3/J3J0V4T8C3_30e53d600e.wav,16000,,,cross_lingual_vc,1.0,train,True,French,J3J0V4T8C3,data/tinyvox/audio/phon_French_Paris_Julie_010211_01888565_01890881.wav
xlingvc_J3J0V4T8C3_588d83e0c2,cross_lingual_vc_tinyvox_Romance,phon_Romance_Portuguese_PereiraFreitas_Marta_010200_00485053_00488153,J3J0V4T8C3,target_child,,14_18_months,0.0,3.0800,3.0800,data/segments/cross_lingual_vc/J3J0V4T8C3/J3J0V4T8C3_588d83e0c2.wav,16000,,,cross_lingual_vc,1.0,train,True,Romance,J3J0V4T8C3,data/tinyvox/audio/phon_Romance_Portuguese_PereiraFreitas_Marta_010200_00485053_00488153.wav
xlingvc_J3J0V4T8C3_9373bda131,cross_lingual_vc_tinyvox_Romance,phon_Romance_Portuguese_PereiraFreitas_JoaoPedro_010724_00392868_00395368,J3J0V4T8C3,target_child,,14_18_months,0.0,2.4800,2.4800,data/segments/cross_lingual_vc/J3J0V4T8C3/J3J0V4T8C3_9373bda131.wav,16000,,,cross_lingual_vc,1.0,train,True,Romance,J3J0V4T8C3,data/tinyvox/audio/phon_Romance_Portuguese_PereiraFreitas_JoaoPedro_010724_00392868_00395368.wav
