segment_id,source_dataset,source_recording_id,speaker_id,speaker_role,age_months,age_band,start_time_sec,end_time_sec,duration_sec,audio_path,sample_rate,transcript,phonetic_transcript,vocalization_type,quality_score,split,usable_for_training,childrenization_pitch_factor,childrenization_spectral_warp,childrenization_duration_stretch
playlogue_ADULT_ew_42pc_22108_462700_463640,world_childrenized_playlogue_adults,ew_42pc_22108,ew_ADULT_ew_42pc_22108,target_child,16,14_18_months,0.0,1.0184,1.0184,data/segments/world_childrenized/playlogue_adults_f446c80f8b.wav,16000,,,world_childrenized,0.94,train,True,1.3655701196963985,1.2807980628615423,1.0776588737022887
prov_adult_lily_010117_MOT_251513_254281,world_childrenized_providence_adults,010117,lily_MOT,target_child,16,14_18_months,0.0,3.1196,3.1196,data/segments/world_childrenized/providence_adults_76ead2154c.wav,16000,,,world_childrenized,1.0,train,True,1.891709492934366,1.3059082406604743,1.1262105396631275
prov_adult_alex_030214_MOT_220963_221799,world_childrenized_providence_adults,030214,alex_MOT,target_child,16,14_18_months,0.0,0.8471,0.8471,data/segments/world_childrenized/providence_adults_cb3b47e8b8.wav,16000,,,world_childrenized,0.837,train,True,0.9043051063623283,1.249800519809662,1.0084398454668728
prov_adult_lily_020305_MOT_248213_252516,world_childrenized_providence_adults,020305,lily_MOT,target_child,16,14_18_months,0.0,4.5094,4.5094,data/segments/world_childrenized/providence_adults_7525c02141.wav,16000,,,world_childrenized,1.0,train,True,0.7765704531211675,1.3846811128023462,1.0474729952695223
prov_adult_lily_020215a_MOT_2069626_2071505,world_childrenized_providence_adults,020215a,lily_MOT,target_child,16,14_18_months,0.0,1.9592,1.9592,data/segments/world_childrenized/providence_adults_b45479a7eb.wav,16000,,,world_childrenized,1.0,train,True,1.1663173837706113,1.224566673607802,1.0421212332930914
prov_adult_alex_011127_MOT_2865188_2866108,world_childrenized_providence_adults,011127,alex_MOT,target_child,16,14_18_months,0.0,0.9685,0.9685,data/segments/world_childrenized/providence_adults_d685a0b72c.wav,16000,,,world_childrenized,0.92,train,True,2.969473893325658,1.2475320370559573,1.0470494534306496
prov_adult_lily_010228_MOT_3461826_3465590,world_childrenized_providence_adults,010228,lily_MOT,target_child,16,14_18_months,0.0,3.8660,3.8660,data/segments/world_childrenized/providence_adults_0a70d4d0c8.wav,16000,,,world_childrenized,1.0,train,True,0.9326509197002838,1.2921235815293532,1.026821817942744
prov_adult_ethan_010228_MOT_2145230_2149180,world_childrenized_providence_adults,010228,ethan_MOT,target_child,16,14_18_months,0.0,4.1014,4.1014,data/segments/world_childrenized/providence_adults_1358d124c7.wav,16000,,,world_childrenized,1.0,train,True,1.200126956330662,1.344383062436446,1.0370222990767821
prov_adult_lily_010423_MOT_915840_920500,world_childrenized_providence_adults,010423,lily_MOT,target_child,16,14_18_months,0.0,5.1604,5.1604,data/segments/world_childrenized/providence_adults_4a79052653.wav,16000,,,world_childrenized,1.0,train,True,3.3661653575411234,1.2201108368019444,1.1062014342281965
playlogue_ADULT_ew_54ec_22118_285840_292299,world_childrenized_playlogue_adults,ew_54ec_22118,ew_ADULT_ew_54ec_22118,target_child,16,14_18_months,0.0,6.5110,6.5110,data/segments/world_childrenized/playlogue_adults_4dfbaa2156.wav,16000,,,world_childrenized,1.0,train,True,1.850235255959083,1.3733146471510962,1.0071154614917712
playlogue_ADULT_ew_42ec_22120_868400_876180,world_childrenized_playlogue_adults,ew_42ec_22120,ew_ADULT_ew_42ec_22120,target_child,16,14_18_months,0.0,8.5644,8.5644,data/segments/world_childrenized/playlogue_adults_078b26ef1e.wav,16000,,,world_childrenized,1.0,train,True,1.0018097302791662,1.3393153735080943,1.100117178894571
prov_adult_ethan_020725_MOT_841943_843478,world_childrenized_providence_adults,020725,ethan_MOT,target_child,16,14_18_months,0.0,1.7692,1.7692,data/segments/world_childrenized/providence_adults_75b6a8834a.wav,16000,,,world_childrenized,1.0,train,True,1.748749933413321,1.354849092117098,1.148874362287126
librispeech_2952-407-0011,world_childrenized_librispeech,2952-407-0011,2952,target_child,16,14_18_months,0.0,11.0629,11.0629,data/segments/world_childrenized/librispeech_349bf4bf6d.wav,16000,,,world_childrenized,1.0,train,True,2.504721083510343,1.2993310054866312,1.0121613267080092
prov_adult_alex_010526_MOT_1192578_1196176,world_childrenized_providence_adults,010526,alex_MOT,target_child,16,14_18_months,0.0,3.6049,3.6049,data/segments/world_childrenized/providence_adults_6b560b90e8.wav,16000,,,world_childrenized,1.0,train,True,1.4087190082416892,1.3125684417735142,1.0013696357958077
prov_adult_ethan_001121_MOT_3047343_3049087,world_childrenized_providence_adults,001121,ethan_MOT,target_child,16,14_18_months,0.0,1.9046,1.9046,data/segments/world_childrenized/providence_adults_5e4d743766.wav,16000,,,world_childrenized,1.0,train,True,0.8259283812736433,1.3328218486631915,1.0883036538484325
prov_adult_lily_020402_MOT_337360_343032,world_childrenized_providence_adults,020402,lily_MOT,target_child,16,14_18_months,0.0,6.0806,6.0806,data/segments/world_childrenized/providence_adults_d694c157b8.wav,16000,,,world_childrenized,1.0,train,True,1.3034541180487562,1.3851986741224989,1.0714630317050715
playlogue_ADULT_ew_42pc_12071_535020_536420,world_childrenized_playlogue_adults,ew_42pc_12071,ew_ADULT_ew_42pc_12071,target_child,16,14_18_months,0.0,1.5574,1.5574,data/segments/world_childrenized/playlogue_adults_735df4b2bd.wav,16000,,,world_childrenized,1.0,train,True,3.1208161132847194,1.3212882445721748,1.1085070876471634
prov_adult_lily_011022_MOT_1523455_1525321,world_childrenized_providence_adults,011022,lily_MOT,target_child,16,14_18_months,0.0,2.1039,2.1039,data/segments/world_childrenized/providence_adults_f62fdc3db0.wav,16000,,,world_childrenized,1.0,train,True,1.34964440212783,1.3173990359428813,1.1250998537541723
librispeech_3112-9555-0085,world_childrenized_librispeech,3112-9555-0085,3112,target_child,16,14_18_months,0.0,14.5868,14.5868,data/segments/world_childrenized/librispeech_03be9e7105.wav,16000,,,world_childrenized,1.0,train,True,1.1466021739065286,1.3818548129667905,1.0094659772209302
