epoch,train_loss,val_loss,val_f1,val_auroc
1,0.5687450162339501,0.5378134093677361,0.8483221476510067,0.7359933957072097
2,0.5330523643188361,0.5397051578677171,0.8454545454545455,0.7608695652173912
3,0.5060782532502965,0.4693084581822088,0.8679775280898876,0.8337919647771052
4,0.4828065801866171,0.4365061380038267,0.8714285714285714,0.8563015960374244
5,0.44848059658415435,0.42790933159069783,0.8820826952526799,0.8711887727022566
6,0.4310032271030473,0.41084952377163203,0.8778409090909091,0.8774903687396808
7,0.43228958011036966,0.3875154961038839,0.8836524300441826,0.8840396257567419
8,0.41853649042001584,0.3852702386789629,0.8862973760932945,0.8869290038525041
9,0.41893566272607663,0.3729168337244722,0.8872180451127819,0.8908365437534397
10,0.4057089189839799,0.3726666135856074,0.890881913303438,0.8907539900935608
11,0.3935970394167958,0.4138576288657855,0.8816901408450705,0.8936708860759495
12,0.4090241481345601,0.36782339934190506,0.890881913303438,0.895789763346175
13,0.39545868682425195,0.36695492997972984,0.8926905132192846,0.8914694551458449
14,0.40528152842165494,0.3714454507545985,0.8989113530326595,0.8892955421023666
15,0.39756825738927215,0.36226121519028864,0.9009287925696594,0.894358833241607
16,0.38730208007845934,0.3752889811739827,0.8901734104046243,0.8951293340671438
17,0.39297218343651874,0.361112722044426,0.8981481481481481,0.8921298844248763
18,0.3881470088551684,0.412676491279786,0.8774834437086093,0.8965327462850853
19,0.4002663247832438,0.3715618341910521,0.8924050632911392,0.895514584479912
20,0.3895529519948291,0.36277477487515475,0.8960468521229868,0.8978536048431479
