epoch,train_loss,val_loss,val_f1,val_auroc,val_threshold
1,0.39258757899708463,0.3681370369823916,0.8072487644151565,0.8150770512286546,0.95
2,0.29439776651732935,0.3440247175416776,0.8104575163398693,0.8097518890938299,0.95
3,0.2766968305759166,0.3785203183069825,0.8119800332778702,0.8164455286487773,0.95
4,0.26263433938614233,0.3168007844526853,0.8206785137318255,0.8057952043791278,0.95
5,0.2553086038764721,0.3061050785971539,0.8206785137318255,0.8146010590825252,0.95
6,0.2507765567453776,0.3163095462535109,0.8392036753445635,0.8038912357946094,0.95
7,0.23604069021852336,0.32101510664714233,0.832,0.8213244481466055,0.95
8,0.22589863613591216,0.3041720309161714,0.8429237947122862,0.819331231034688,0.95
9,0.21988418526638487,0.3234323885823999,0.8193548387096774,0.8059737014339263,0.95
10,0.23091513646363113,0.3068819197693041,0.8614916286149162,0.8270363539001606,0.95
11,0.22218240863613545,0.30641329155436586,0.8112582781456954,0.816058785030047,0.95
12,0.20699602484806068,0.2992547270176666,0.8335974643423137,0.808234664128042,0.95
13,0.21391756770797588,0.3223511617896812,0.8066666666666666,0.8134408282263342,0.95
14,0.20309899088149796,0.3162331034296325,0.816260162601626,0.8146308085916582,0.95
15,0.19686476228767277,0.3304316115432552,0.8370607028753994,0.8170702683405723,0.95
