child_id,timepoint_norm,n_segments,status
A1H3H9Y3T1,14_month,33,ok
A1H3H9Y3T1,36_month,34,ok
A2M5H0V6E3,14_month,10,ok
A2M5H0V6E3,36_month,14,ok
A2P7X9N8L7,14_month,11,ok
A2P7X9N8L7,36_month,11,ok
A3G3T7I1A5,14_month,0,no_valid_segments
A3G3T7I1A5,36_month,6,ok
A4E8K1L5Y2,36_month,43,ok
A5X1S7S1E7,14_month,6,ok
A5X1S7S1E7,36_month,5,ok
A6Y4Y7X2G1,14_month,27,ok
A6Z2B3J2A9,14_month,25,ok
A6Z2B3J2A9,36_month,75,ok
B1L0B3F6F1,14_month,24,ok
B1L0B3F6F1,36_month,8,ok
B1S3L8Q7Y6,14_month,45,ok
B1S3L8Q7Y6,36_month,64,ok
B2R3Q8L2Y3,14_month,26,ok
B2R3Q8L2Y3,36_month,6,ok
B4Q3G8H2N3,14_month,2,ok
B4Q3G8H2N3,36_month,71,ok
B9P5V1I5O5,36_month,3,ok
C0O6X3N5Y7,14_month,27,ok
C0O6X3N5Y7,36_month,13,ok
C1G1X2G4C6,14_month,2,ok
C1G1X2G4C6,36_month,1,ok
C1I8N8L4Q4,36_month,7,ok
C3A8Q4J6E5,14_month,9,ok
C4C7T6W2I0,14_month,9,ok
C4C7T6W2I0,36_month,3,ok
C5L2D6N1W6,14_month,12,ok
C5L2D6N1W6,36_month,5,ok
C5U1P3X9F0,14_month,24,ok
C5U1P3X9F0,36_month,16,ok
D4Y7P4G2V4,14_month,0,no_valid_segments
D4Y7P4G2V4,36_month,200,ok
D8G5K7I0D6,14_month,28,ok
D8G5K7I0D6,36_month,0,no_valid_segments
D8O8B2C4X2,14_month,10,ok
D8O8B2C4X2,36_month,16,ok
D9N0U7M9X3,36_month,55,ok
E2P5Q8S5A7,14_month,14,ok
E2P5Q8S5A7,36_month,16,ok
E3O3H8O7H4,14_month,10,ok
E3O3H8O7H4,36_month,6,ok
E7G3N4A1K5,36_month,9,ok
E7T7O3G7J5,14_month,0,no_valid_segments
E7T7O3G7J5,36_month,14,ok
E7Z4G3O5K2,14_month,3,ok
E7Z4G3O5K2,36_month,33,ok
F3N4H0K1Z1,14_month,46,ok
F3N4H0K1Z1,36_month,54,ok
F6J0V8B6S4,36_month,13,ok
F8N7H3T0O1,14_month,24,ok
F8N7H3T0O1,36_month,13,ok
F8V2U5P1A0,14_month,16,ok
F8V2U5P1A0,36_month,30,ok
G2N1M4K2S0,14_month,6,ok
G3A6S5R9F7,14_month,27,ok
G3A6S5R9F7,36_month,5,ok
G3D3S2N7W8,14_month,11,ok
G4J8F6F4X0,14_month,3,ok
G4J8F6F4X0,36_month,41,ok
G8Q8I6N0I3,14_month,6,ok
H3B5L5F8T1,14_month,1,ok
H3B5L5F8T1,36_month,11,ok
H7C3T0K5E5,14_month,5,ok
H7C3T0K5E5,36_month,18,ok
I8T4E2J3M6,14_month,3,ok
I8T4E2J3M6,36_month,3,ok
J3J0V4T8C3,14_month,44,ok
J3J0V4T8C3,36_month,21,ok
J4J6X7C4D9,14_month,14,ok
J4J6X7C4D9,36_month,19,ok
K6I1Q4G2V4,14_month,8,ok
K6O1J5K7Z0,14_month,17,ok
K6O1J5K7Z0,36_month,36,ok
L0B0Q5O3Q3,14_month,61,ok
L0B0Q5O3Q3,36_month,153,ok
L0C6T6H2C6,14_month,13,ok
L0C6T6H2C6,36_month,27,ok
L3F0P2N3D1,14_month,20,ok
L4K0P3T4Q8,14_month,21,ok
L4M1H7J7G3,14_month,32,ok
L4M1H7J7G3,36_month,47,ok
L4M8P2T7S0,36_month,42,ok
L5Q0Z1W8S2,14_month,7,ok
L5V8G4A3K7,14_month,24,ok
L6F2P7K8P1,14_month,14,ok
L6F2P7K8P1,36_month,36,ok
L7Z6Q2U6Y6,36_month,19,ok
M2N1C8G1C8,14_month,9,ok
M4R4B8C7G8,36_month,1,ok
M5F7G8S4F0,14_month,18,ok
M5H7X4O2M2,14_month,18,ok
M5H7X4O2M2,36_month,9,ok
M5O1K4W9O1,14_month,9,ok
M5O1K4W9O1,36_month,3,ok
M5Y0K3C9L0,14_month,10,ok
M5Y0K3C9L0,36_month,6,ok
