child_id,timepoint_norm,n_segments,status
A2M5H0V6E3,14_month,30,ok
A2M5H0V6E3,36_month,45,ok
A2P7X9N8L7,14_month,101,ok
A2P7X9N8L7,36_month,108,ok
A3G3T7I1A5,14_month,69,ok
A3G3T7I1A5,36_month,129,ok
A5S7G5T0S5,36_month,148,ok
A6Z2B3J2A9,14_month,92,ok
A6Z2B3J2A9,36_month,200,ok
B1L0B3F6F1,14_month,103,ok
B1L0B3F6F1,36_month,81,ok
B1S3L8Q7Y6,14_month,117,ok
B1S3L8Q7Y6,36_month,200,ok
B2R3Q8L2Y3,14_month,200,ok
B2R3Q8L2Y3,36_month,117,ok
B4Q3G8H2N3,14_month,156,ok
B4Q3G8H2N3,36_month,200,ok
B8I6G9P2G8,14_month,67,ok
B8I6G9P2G8,36_month,200,ok
B9P5V1I5O5,14_month,17,ok
B9P5V1I5O5,36_month,17,ok
C1G1X2G4C6,14_month,2,ok
C1G1X2G4C6,36_month,10,ok
C4C7T6W2I0,14_month,74,ok
C4C7T6W2I0,36_month,82,ok
C5L2D6N1W6,14_month,39,ok
C5L2D6N1W6,36_month,114,ok
D7O9E3F9P9,36_month,15,ok
E2P5Q8S5A7,14_month,51,ok
E2P5Q8S5A7,36_month,87,ok
E3O3H8O7H4,14_month,50,ok
E3O3H8O7H4,36_month,53,ok
E7Z4G3O5K2,14_month,45,ok
E7Z4G3O5K2,36_month,124,ok
F3N4H0K1Z1,14_month,200,ok
F3N4H0K1Z1,36_month,176,ok
G3A6S5R9F7,14_month,59,ok
G3A6S5R9F7,36_month,200,ok
G7P6U6U2J5,14_month,183,ok
G7P6U6U2J5,36_month,160,ok
G8Q8I6N0I3,14_month,120,ok
G8Q8I6N0I3,36_month,152,ok
H7C3T0K5E5,14_month,195,ok
H7C3T0K5E5,36_month,181,ok
J4J6X7C4D9,14_month,84,ok
J4J6X7C4D9,36_month,71,ok
K2F6S2Q7M8,36_month,59,ok
K6I1Q4G2V4,14_month,42,ok
K6I1Q4G2V4,36_month,119,ok
K7C7T5A2H9,36_month,94,ok
L0B0Q5O3Q3,14_month,200,ok
L0B0Q5O3Q3,36_month,200,ok
L3F0P2N3D1,14_month,68,ok
L3F0P2N3D1,36_month,64,ok
L4K0P3T4Q8,14_month,133,ok
L4K0P3T4Q8,36_month,164,ok
L4M8P2T7S0,14_month,101,ok
L4M8P2T7S0,36_month,182,ok
L6F2P7K8P1,14_month,88,ok
L6F2P7K8P1,36_month,108,ok
M4R4B8C7G8,14_month,60,ok
M4R4B8C7G8,36_month,85,ok
M5H7X4O2M2,14_month,149,ok
M5H7X4O2M2,36_month,29,ok
M5O1K4W9O1,14_month,79,ok
M5O1K4W9O1,36_month,55,ok
N2Z6J3E5Q5,14_month,85,ok
N2Z6J3E5Q5,36_month,139,ok
N4U1A5H1W0,14_month,19,ok
N4U1A5H1W0,36_month,54,ok
N5I9D3R2M1,14_month,117,ok
N5I9D3R2M1,36_month,100,ok
N6O9P4J0Q2,14_month,50,ok
N6O9P4J0Q2,36_month,15,ok
O2U2C6W2S9,14_month,77,ok
O2U2C6W2S9,36_month,53,ok
Q9W9P7Z3J7,14_month,93,ok
Q9W9P7Z3J7,36_month,87,ok
S0M6Z7D5X7,14_month,173,ok
S0M6Z7D5X7,36_month,192,ok
S2C4T1Y7V7,14_month,124,ok
S2C4T1Y7V7,36_month,73,ok
S4C2W1M7Q0,14_month,56,ok
S4C2W1M7Q0,36_month,200,ok
S7F0B6H3A3,14_month,66,ok
S7F0B6H3A3,36_month,134,ok
S9B3J7I4R1,14_month,29,ok
S9B3J7I4R1,36_month,167,ok
T1G8F8W8Y8,14_month,53,ok
T1G8F8W8Y8,36_month,135,ok
T4R5V7C3L6,14_month,43,ok
T4R5V7C3L6,36_month,109,ok
T8P2Z1M9O9,14_month,87,ok
T8P2Z1M9O9,36_month,36,ok
U6O5F2B7T5,14_month,40,ok
U6O5F2B7T5,36_month,147,ok
V7D7K3H8B4,14_month,52,ok
V7D7K3H8B4,36_month,77,ok
V9X2Q7S1E1,14_month,40,ok
V9X2Q7S1E1,36_month,77,ok
W2E0Z9B7Z8,36_month,107,ok
W3I4D2X4Z4,14_month,126,ok
W3I4D2X4Z4,36_month,168,ok
W3P0N4W0X9,14_month,71,ok
W3P0N4W0X9,36_month,191,ok
W7P7J6H1H6,14_month,30,ok
W9K7Y8Y0V6,36_month,200,ok
W9S0D6Q7Z5,14_month,106,ok
X1U1P0D1X3,14_month,34,ok
X1U1P0D1X3,36_month,98,ok
X2N4R2N5V8,14_month,54,ok
X2N4R2N5V8,36_month,51,ok
Y4W4H9A8X5,14_month,14,ok
Y4W4H9A8X5,36_month,10,ok
Y5C5R8P9Z5,36_month,81,ok
Z2E7T3I3H2,14_month,76,ok
Z2E7T3I3H2,36_month,162,ok
Z3H6O7C3O9,36_month,17,ok
