epoch,train_loss,f1,precision,recall,auroc,auprc,loss
1,0.8850263239643054,0.8748159057437408,0.8181818181818182,0.939873417721519,0.819290611814346,0.9335691419737747,0.8760075801632432
2,0.808740944201587,0.8739770867430442,0.9050847457627119,0.8449367088607594,0.8343387394514769,0.9318168080144968,0.6977950000558645
3,0.7707370461700708,0.8821656050955414,0.8878205128205128,0.8765822784810127,0.8421182753164557,0.9288629405323909,0.9254078424904695
4,0.8042664329616335,0.8836477987421384,0.878125,0.8892405063291139,0.8427445938818566,0.9301213073377752,1.0431171219434536
5,0.8514379881720145,0.8849028400597907,0.8385269121813032,0.9367088607594937,0.8407997099156119,0.9267974256521643,1.2144787672950554
6,0.7506002416757354,0.8820678513731826,0.900990099009901,0.8639240506329114,0.8435357331223629,0.9338129525224332,0.9239356968175055
7,0.6829862937763772,0.8842443729903537,0.8986928104575164,0.870253164556962,0.8401404272151898,0.924716795828484,1.1596230947968327
8,0.6540904925875076,0.8844884488448845,0.9241379310344827,0.8481012658227848,0.8509526635021097,0.9412640538204448,1.1033397939751544
9,0.6684581919430723,0.8898809523809523,0.8398876404494382,0.9462025316455697,0.841887526371308,0.9287712750942255,1.1984526478142452
10,0.6260372435952751,0.886762360446571,0.8938906752411575,0.879746835443038,0.8494033491561181,0.9354558411878703,1.1225070828609482
11,0.5318606119132226,0.8871473354231975,0.8788819875776398,0.8955696202531646,0.8424808808016878,0.9371749337624506,1.0932401573958068
12,0.5429877747388187,0.8854003139717426,0.8785046728971962,0.8924050632911392,0.8511834124472576,0.939278138488,1.169175558796607
13,0.4853370721475583,0.8899082568807339,0.8609467455621301,0.9208860759493671,0.8451509757383966,0.9349530103971271,1.2607657349489787
14,0.4322112761742965,0.8956127080181543,0.8579710144927536,0.9367088607594937,0.8542325949367089,0.9431607593965617,1.2996336372056587
15,0.45449556674446273,0.8822605965463108,0.8753894080996885,0.8892405063291139,0.8496505801687764,0.9356604037314484,1.5055775004192766
16,0.4083637699830412,0.8836477987421384,0.878125,0.8892405063291139,0.8539853639240506,0.9425634199909689,1.274853310734888
17,0.3809630960046212,0.8775193798449612,0.8601823708206687,0.8955696202531646,0.8311247362869199,0.9278901819438483,1.6123696992436496
18,0.3483408402446271,0.8928571428571429,0.8426966292134831,0.9493670886075949,0.8211366033755274,0.9215210165896823,1.8105311518502922
19,0.3446553308041511,0.8814102564102564,0.8928571428571429,0.870253164556962,0.860429852320675,0.9451439969308789,1.6382582631057696
20,0.312833311972539,0.8885448916408669,0.8696969696969697,0.9082278481012658,0.8512328586497889,0.9403676131101699,1.6658226057909917
