epoch,train_loss,val_loss,val_f1,val_auroc,val_threshold
1,0.40496629970364795,0.2885953901069505,0.7318611987381703,0.8014192785334122,0.9
2,0.3073223359276389,0.2571450859308243,0.7407407407407407,0.7963335304553518,0.95
3,0.28497821121844785,0.24291580851588931,0.7838616714697406,0.7932584269662921,0.9
4,0.28103396196871305,0.237082154410226,0.7696793002915452,0.7873447664104082,0.9
5,0.25685011619312126,0.2359845037971224,0.7764705882352941,0.8031933767001774,0.95
6,0.24487376897487528,0.2649374082684517,0.7978142076502732,0.7855706682436427,0.95
7,0.24981614921328632,0.2247027079973902,0.7567567567567568,0.796274393849793,0.95
8,0.24006903344808622,0.23123168136392322,0.7751479289940828,0.8010644589000592,0.9
9,0.2410567946688727,0.22069120460322925,0.7701492537313432,0.8108219988172679,0.95
10,0.2500258206801359,0.24130365092839515,0.7522935779816514,0.7971614429331757,0.85
11,0.2331854212855877,0.23329535552433558,0.7884057971014493,0.8002365464222354,0.95
