epoch,train_loss,f1,f1_macro,f1_weighted,balanced_accuracy,precision,recall,auroc,auprc,loss
1,0.4938085239408608,0.8422575976845152,0.6444790526493642,0.7184232834507945,0.6353225616228328,0.7538860103626943,0.9540983606557377,0.8256398160160395,0.9109774459479429,0.49345736380095956
2,0.41641523518172424,0.8513708513708513,0.6615828615828616,0.7325396325396325,0.6490741832763297,0.7603092783505154,0.9672131147540983,0.857082203089987,0.9249847766850845,0.49837113440305264
3,0.3847697804764235,0.8494983277591973,0.7695767500864952,0.7994573399371,0.7761056728387781,0.8668941979522184,0.8327868852459016,0.8694185635098477,0.9311782591163995,0.4234029496977995
4,0.37043348278962357,0.8585858585858586,0.7864357864357865,0.8134108134108133,0.7957306286118646,0.8823529411764706,0.8360655737704918,0.8657388843023942,0.9295780704631461,0.43992369668977754
5,0.36628528097924545,0.865533230293663,0.7522686898356281,0.7946153423492178,0.73599481070881,0.8187134502923976,0.9180327868852459,0.8669890317254394,0.9296175714446262,0.4612299633455706
6,0.36150126943812894,0.8697068403908795,0.7888680187355858,0.8190915421472497,0.7866257813421393,0.8640776699029126,0.8754098360655738,0.8719896214176202,0.9331052447804883,0.4438047147448267
7,0.34893638908659996,0.8594507269789984,0.768015326314778,0.8022006337703199,0.7634037032668948,0.8471337579617835,0.8721311475409836,0.8780044816605732,0.9372305167247156,0.4342346475333781
8,0.3472316340697383,0.8553054662379421,0.7584798007881439,0.7946803874202757,0.7526123363604198,0.8391167192429022,0.8721311475409836,0.8739238117702559,0.9369831709425418,0.4579404341140846
9,0.3344584372090666,0.8634222919937206,0.7584043730884937,0.7976678292557632,0.745783700908126,0.8283132530120482,0.9016393442622951,0.8791602783347094,0.9369274911696356,0.4760608780155848
10,0.32061643247786714,0.8614457831325302,0.7253657487091223,0.7762425183358918,0.7062625309588395,0.7966573816155988,0.9377049180327869,0.8685694067696663,0.9326430526809788,0.5763140874453359
11,0.3243404416567856,0.8698412698412699,0.7760059062384643,0.8110884971350087,0.7657270904587805,0.8430769230769231,0.898360655737705,0.8817077485552541,0.9386528098264655,0.46466916034350525
12,0.31025364376688586,0.8710691823899371,0.7728361784965558,0.8095629322044416,0.7598537563391909,0.8368580060422961,0.9081967213114754,0.8734284703384834,0.9355169681092728,0.48943234322307344
13,0.30007404717441677,0.8599348534201955,0.7730331201407548,0.8055234078082933,0.7709163816487794,0.8543689320388349,0.8655737704918033,0.8784526477178913,0.9397810586090772,0.4705537369659355
14,0.2981199978796513,0.8562691131498471,0.7272798557202227,0.7755055690835508,0.7108149545937021,0.8022922636103151,0.9180327868852459,0.8740889255808467,0.9350846005691326,0.5194169625069376
15,0.2785250615552628,0.8648648648648649,0.7297297297297298,0.7802532261991721,0.7095412194834296,0.7977839335180056,0.9442622950819672,0.8776034909777097,0.936553601159626,0.562952414431886
16,0.264694011629265,0.8599348534201955,0.7730331201407548,0.8055234078082933,0.7709163816487794,0.8543689320388349,0.8655737704918033,0.8786649369029367,0.9381733663609985,0.5384302510133198
17,0.2721392886417295,0.865625,0.7594254032258064,0.7991306578756175,0.7454652671305579,0.826865671641791,0.9081967213114754,0.8764123127727327,0.9368865125449606,0.5116398934576962
18,0.2537841634891395,0.8617886178861789,0.7752166532654338,0.8075836490470638,0.7725557259110745,0.8548387096774194,0.8688524590163934,0.8658568227385305,0.9320640244987841,0.5376328234770545
19,0.2456998562823659,0.8622366288492707,0.7742917461589527,0.8071720401377652,0.7705979478712113,0.8525641025641025,0.8721311475409836,0.8779573062861187,0.9379437417352395,0.5127279194122231
20,0.23130400365575643,0.8585526315789473,0.7757048872180451,0.806679494343968,0.776789715768369,0.8613861386138614,0.8557377049180328,0.8688052836419389,0.9336120812567058,0.5850440575447571
