epoch,train_loss,val_loss,val_f1,val_auroc
1,0.5617091797454201,0.5056261695306568,0.8682385575589459,0.6845661919831224
2,0.5259498105100964,0.4870351843210389,0.8681318681318682,0.7546809071729957
3,0.5030811839615521,0.4749092797848206,0.8742690058479532,0.7812829641350211
4,0.46793765234558476,0.4563175069475637,0.8769230769230769,0.8135548523206751
5,0.43756416318533214,0.43080814660174177,0.8801261829652997,0.8394646624472574
6,0.4299934345257023,0.45226480753061554,0.8682926829268293,0.8327070147679325
7,0.4211672827115525,0.4309943809571848,0.8798882681564246,0.8362341772151899
8,0.40850891557562613,0.40401351974951555,0.8928571428571429,0.8395305907172996
9,0.4074275107325419,0.40000132534164684,0.8932926829268293,0.8431236814345991
10,0.4033441341522595,0.41172154996096544,0.8829337094499294,0.8446400316455696
11,0.40850229541082744,0.40169783055022795,0.893491124260355,0.8374538502109704
12,0.40707745318017574,0.3930099660630148,0.884375,0.848826476793249
13,0.3986458771902582,0.3914560506920538,0.8808777429467085,0.8489912974683544
14,0.39122515256800083,0.40666083785370716,0.8821656050955414,0.8438818565400844
15,0.39403457170271355,0.435239838675858,0.8494983277591973,0.849551687763713
16,0.38656193904740654,0.4169107103241083,0.8691437802907916,0.8361023206751055
