epoch,train_loss,f1,f1_macro,f1_weighted,balanced_accuracy,precision,recall,auroc,auprc,loss
1,0.7708020973071222,0.8345679012345679,0.45837984102824286,0.6157807030392576,0.5201078075592623,0.7176220806794055,0.9970501474926253,0.7438297149890707,0.873244055022616,0.9007118925314385
2,0.6853822246280143,0.8294573643410853,0.55209131953318,0.6681440579465295,0.5633793849875852,0.7379310344827587,0.9469026548672567,0.7572632159758919,0.8772986256812978,0.7849994893015008
3,0.6702727206688345,0.8333333333333334,0.5762411347517731,0.6838110923172794,0.5798900702446892,0.745920745920746,0.943952802359882,0.7766176439379471,0.8886022996528853,0.7492608217867638
4,0.6476353864048883,0.8415446071904128,0.630528401156182,0.7188197007520946,0.6207529551579976,0.7669902912621359,0.9321533923303835,0.7827720124785128,0.8933754766487189,0.682798124111241
5,0.6335167728074055,0.8341968911917098,0.5692723586393331,0.6801194433892814,0.5756456781477473,0.74364896073903,0.9498525073746312,0.7915366821586978,0.8974606110474728,0.8377968199290431
6,0.6427294829907318,0.8418156808803301,0.6698161373833965,0.741782473574582,0.6563634048513401,0.788659793814433,0.9026548672566371,0.7923431166571169,0.8986382773251184,0.6699210512855354
7,0.5940257545917185,0.8439306358381503,0.7174198633736206,0.7703532409738423,0.7112540056450415,0.8271954674220963,0.8613569321533924,0.7923431166571169,0.8995842294035596,0.7058249055708893
8,0.626219175730145,0.8407310704960835,0.5993129036690944,0.7003246889523533,0.5972284119606969,0.7540983606557377,0.9498525073746312,0.7993357526368285,0.903089755534286,0.9079843202501727
9,0.5840465985433496,0.8382352941176471,0.719842284739983,0.7693791087473738,0.7189151333800217,0.8357771260997068,0.8407079646017699,0.7995373612614334,0.9036561731737806,0.7430853170640735
10,0.5871730951765465,0.8172043010752689,0.7135201833245197,0.7569026593708583,0.7268627575815454,0.8525641025641025,0.7846607669616519,0.8012563400606948,0.9055235247774943,0.7845944079119033
11,0.5771224010567164,0.8485714285714285,0.7172544642857143,0.7721988008069336,0.7078372700070032,0.8227146814404432,0.8761061946902655,0.8004711275227605,0.9039338003083857,0.7899860706539347
12,0.5701835951859066,0.8463768115942029,0.7239402854963495,0.7751689575038196,0.7184482502493581,0.8319088319088319,0.8613569321533924,0.802847987097048,0.9059291696378367,0.70988019449996
13,0.558754724677587,0.8067484662576687,0.6961373910235712,0.7424181756403483,0.7080494896118503,0.8402555910543131,0.775811209439528,0.7922794507756626,0.9013706246160116,0.7794620839394982
14,0.5587095820299054,0.8487394957983193,0.7012292520313911,0.7629490192978882,0.6879098491118609,0.808,0.8938053097345132,0.8055219541181216,0.9065572542380316,0.8153499015718757
15,0.5525150433374926,0.8389955686853766,0.7241572825505735,0.7722067746571859,0.7246344517306509,0.8402366863905325,0.8377581120943953,0.8046094098172789,0.9065886161468126,0.7699095671158978
16,0.544481751768634,0.8274809160305343,0.7260328168192538,0.7684797202549359,0.7378345111521403,0.8575949367088608,0.799410029498525,0.8009804545743935,0.9050633697186621,0.7794759571901905
17,0.5544350844217701,0.8431654676258993,0.7127704732765512,0.7673290483181193,0.7055346872944123,0.8230337078651685,0.8643067846607669,0.8032299823857728,0.907224012218456,0.8226433434505959
18,0.5445565528535724,0.8151515151515152,0.7014946764946766,0.7490498391126007,0.7097048025296577,0.838006230529595,0.7935103244837758,0.8024235478873538,0.9066184909047252,0.8248608808033251
19,0.5292556221277497,0.8498659517426274,0.658266309204647,0.7384335236556848,0.6438106152246345,0.7788697788697788,0.9351032448377581,0.7968740052206023,0.9037051063813533,0.9660436611933582
20,0.5413210717106053,0.8548168249660787,0.6831161750401169,0.7549574511597662,0.6660406188323678,0.7914572864321608,0.9292035398230089,0.7952293032830373,0.9031347128826288,0.9503352852127774
