epoch,train_loss,f1,precision,recall,auroc,auprc,loss
1,0.9614567216328357,0.8931297709923665,0.9322709163346613,0.8571428571428571,0.9084638765489831,0.9653755107365896,0.9548095079709333
2,0.6699482052925241,0.8993288590604027,0.8297213622291022,0.9816849816849816,0.8960720130932897,0.9486579001756519,1.5921894173447622
3,0.46976309781684666,0.9111111111111111,0.9213483146067416,0.9010989010989011,0.8899540176135919,0.9476378943004163,0.9675950259547489
4,0.23675868629877211,0.8933823529411765,0.8966789667896679,0.8901098901098901,0.8960525290312524,0.9529553934672689,1.4435048602983762
5,0.08136570221145104,0.8913443830570903,0.8962962962962963,0.8864468864468864,0.8879861273478294,0.947273332858813,1.9074692497238475
6,0.025642692065924077,0.8921933085501859,0.9056603773584906,0.8791208791208791,0.8464071389603305,0.9170402104119718,2.9471146796827696
7,0.016754570508704276,0.8954128440366973,0.8970588235294118,0.8937728937728938,0.8518042241446496,0.9170878787286305,3.5301401046881735
8,0.07419476574486777,0.8778625954198473,0.9163346613545816,0.8424908424908425,0.8465045592705167,0.9208544475802805,3.2925599800552328
9,0.10224161318283054,0.8987108655616943,0.9037037037037037,0.8937728937728938,0.8451601589899462,0.914906687953187,3.7280609437432166
10,0.01784541362108726,0.8957952468007313,0.8941605839416058,0.8974358974358975,0.8329631361546256,0.9076310131414902,4.89117116262916
11,3.911393400174507e-07,0.8950276243093923,0.9,0.8901098901098901,0.8478879276751616,0.9161174774068217,4.848517855954093
12,1.7482940607363584e-08,0.8966789667896679,0.9033457249070632,0.8901098901098901,0.8516093835242772,0.9187330603186856,4.815846964170032
13,6.993113097784145e-09,0.9,0.9101123595505618,0.8901098901098901,0.8509469254150105,0.9184247260254572,4.773170682682886
14,1.10771277408948e-12,0.9,0.9101123595505618,0.8901098901098901,0.8509469254150105,0.9184247260254572,4.77207907899748
15,1.3621753518071755e-12,0.9,0.9101123595505618,0.8901098901098901,0.8509469254150105,0.9184247260254572,4.772289291523764
16,1.7499637352579418e-09,0.9033457249070632,0.9169811320754717,0.8901098901098901,0.8553892915595044,0.9215573693434465,4.783413858151364
17,8.753920679176213e-10,0.9033457249070632,0.9169811320754717,0.8901098901098901,0.8553113553113554,0.9215400635355678,4.777126042910423
18,8.850344930128971e-10,0.9013035381750466,0.9166666666666666,0.8864468864468864,0.859753721455849,0.9247059801507344,4.829039707068416
19,7.304637000571275e-11,0.9013035381750466,0.9166666666666666,0.8864468864468864,0.859753721455849,0.9247059801507344,4.828394965608205
20,1.3875813037953426e-10,0.9013035381750466,0.9166666666666666,0.8864468864468864,0.8552723871872808,0.9215328523598554,4.8571835578598135
