epoch,train_loss,val_loss,val_f1,val_auroc,val_threshold
1,0.4009697501565896,0.3642853872116768,0.7954545454545454,0.8059876132260082,0.95
2,0.29559976523559467,0.3426653275435621,0.8125854993160054,0.7991890092598197,0.95
3,0.2741745795835467,0.31557201447360445,0.8144192256341789,0.7954770118420789,0.95
4,0.2663566038450774,0.30438783245556283,0.7994467496542186,0.7913413625451392,0.95
5,0.25014221713896473,0.30005072012092127,0.8322324966974901,0.8106881316952128,0.95
6,0.24697362973044315,0.2962193674210346,0.8275862068965517,0.7987350965321068,0.95
7,0.2376674761740016,0.3019093937720313,0.8230563002680965,0.8004397909984062,0.95
8,0.24356884852636093,0.3154605393382636,0.7994269340974212,0.8111319574734208,0.95
9,0.2280621445171681,0.29350494277296646,0.820855614973262,0.8034658758498254,0.95
10,0.22451746812565068,0.28744098329634377,0.8284960422163589,0.8078133510863644,0.95
