epoch,train_loss,loss_bce,loss_div,val_loss,val_f1,val_auroc
1,0.3929227655413143,0.3929227655413143,0.0,0.5704286344470392,0.8460508701472557,0.6926527242707761
2,0.3471872117432249,0.3471872117432249,0.0,0.5147482140590448,0.8559782608695652,0.7696477710511832
3,0.3238538222950558,0.3238538222950558,0.0,0.4758755233994493,0.8646408839779005,0.809768849752339
4,0.2906650688616788,0.2906650688616788,0.0,0.43433124776022064,0.8764705882352941,0.8382223445239405
5,0.27708508010545246,0.27708508010545246,0.0,0.4166198235022427,0.8782608695652174,0.8534947716015411
6,0.27234366858545134,0.27234366858545134,0.0,0.436823271024808,0.8748241912798875,0.856989543203082
7,0.2609053401282657,0.2609053401282657,0.0,0.41193413649514976,0.8831168831168831,0.8600715465052284
8,0.26177576649005824,0.26177576649005824,0.0,0.4018165969339539,0.8827785817655571,0.8678866263070997
9,0.2546858450063687,0.2546858450063687,0.0,0.38889509227705943,0.8847926267281107,0.86862960924601
10,0.24478287992386327,0.24478287992386327,0.0,0.3839987801612634,0.8865671641791045,0.8770500825536599
11,0.2487361033654391,0.2487361033654391,0.0,0.38679361081273744,0.8892128279883382,0.8804898183819483
12,0.24610339620914867,0.24610339620914867,0.0,0.39213600907725416,0.8809891808346213,0.8659053384700056
13,0.24441934546820845,0.24441934546820845,0.0,0.3742179469229208,0.8941877794336811,0.8800495321959273
14,0.22937999046608756,0.22937999046608756,0.0,0.37021410188436715,0.8825396825396825,0.8863511282333517
15,0.24212090123098257,0.24212090123098257,0.0,0.37867724804938047,0.8850393700787401,0.8871491469455146
16,0.23160582219569192,0.23160582219569192,0.0,0.3713953353058365,0.8932330827067669,0.8847826086956523
17,0.23672428133083737,0.23672428133083737,0.0,0.411818028110557,0.8838526912181303,0.8833516785910841
18,0.22493518376877636,0.22493518376877636,0.0,0.3748749268647465,0.8915304606240714,0.8827462850853054
