audio_path,clip_duration_sec,face_count_max,face_count_mean,face_area_max_norm,face_area_mean_norm,face_confidence_mean,face_track_coverage_ratio,n_distinct_tracks,has_any_face,eligibility_score
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-A1H3H9Y3T1/ses-01/beh/sub-A1H3H9Y3T1_ses-01_task-generalsocialcommunicationinteraction_run-01_audio.wav,90.7668125,4,1.6650246305418719,0.04624348906842594,0.013180850017870546,0.9818047389564429,0.23833968316705328,37,1,0.6559399794980005
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-A1H3H9Y3T1/ses-01/beh/sub-A1H3H9Y3T1_ses-01_task-generalsocialcommunicationinteraction_run-02_audio.wav,98.9866875,1,1.0,0.10933904046552925,0.07223367873163054,0.9967290599018607,0.4276669358526957,6,1,0.855771904928825
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-A1H3H9Y3T1/ses-01/beh/sub-A1H3H9Y3T1_ses-01_task-generalsocialcommunicationinteraction_run-03_audio.wav,30.7896875,1,1.0,1.6505779251299948,0.25567542005066696,0.9905041017229594,0.12450055991420286,6,1,0.7778015755815865
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-A1H3H9Y3T1/ses-01/beh/sub-A1H3H9Y3T1_ses-01_task-generalsocialcommunicationinteraction_run-04_audio.wav,27.8871875,1,1.0,0.16184697834956124,0.06586645856128576,0.9947589719824915,0.4350863038208257,2,1,0.8236038828157451
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-A1H3H9Y3T1/ses-01/beh/sub-A1H3H9Y3T1_ses-01_task-dailyroutine_run-01_audio.wav,87.0980625,1,1.0,0.030896435698661358,0.020623837669311907,0.9985613885316632,0.8920979154961112,2,1,0.8216829822040242
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-A1H3H9Y3T1/ses-01/beh/sub-A1H3H9Y3T1_ses-01_task-socialroutine_run-01_audio.wav,63.3440625,1,1.0,0.017597375465834376,0.010405548109243821,0.9835821414719153,0.08314380951911111,18,1,0.6066618943319233
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-A1H3H9Y3T1/ses-01/beh/sub-A1H3H9Y3T1_ses-01_task-generalsocialcommunicationinteraction_run-05_audio.wav,62.1830625,2,1.6372328458942633,0.07855242529043935,0.04788750335785523,0.9917497074878409,0.5607100272146723,7,1,0.8788399178558333
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-A1H3H9Y3T1/ses-01/beh/sub-A1H3H9Y3T1_ses-01_task-motorplay_run-01_audio.wav,66.4555,1,1.0,0.06492499490571693,0.02575575711880308,0.9958831548489259,0.4123059791890814,6,1,0.7546586274696068
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-A1H3H9Y3T1/ses-01/beh/sub-A1H3H9Y3T1_ses-01_task-generalsocialcommunicationinteraction_run-07_audio.wav,32.2525,1,1.0,0.015337755727999062,0.011065072884605988,0.9978518545627594,0.9601322894866031,1,1,0.7668748463403737
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-A1H3H9Y3T1/ses-02/beh/sub-A1H3H9Y3T1_ses-02_task-generalsocialcommunicationinteraction_run-01_audio.wav,77.0133125,1,1.0,0.13642081038907117,0.04569873961383332,0.992447918982961,0.07531165472203262,7,1,0.7489796437798777
