epoch,train_loss,val_loss,val_f1,val_auroc,val_threshold
1,0.38536034226055865,0.3555166142230684,0.7914893617021277,0.8051961823966065,0.95
2,0.29162198760845126,0.31586245526418544,0.8088033012379643,0.8027783669141039,0.95
3,0.2657070988156263,0.3376692377708175,0.7921348314606742,0.8006150583244962,0.9
4,0.25560873862609124,0.3079918709894021,0.7949080622347949,0.8056627783669141,0.95
5,0.255669303478004,0.30734943146958493,0.8093922651933702,0.8134570519618239,0.95
6,0.23463825944774938,0.29390458209496556,0.8221024258760108,0.8045811240721104,0.95
7,0.228634540045869,0.2974033661073808,0.7793696275071633,0.8047295864262991,0.95
8,0.23377029838275562,0.2837669625313896,0.8120713305898491,0.8156521739130436,0.95
9,0.22491765597346916,0.2844913216928641,0.8143053645116919,0.8100106044538705,0.95
10,0.21589632237836429,0.28430840463349316,0.8175582990397805,0.8164369034994697,0.95
11,0.21504956183647647,0.29927301356060937,0.8022598870056498,0.8158006362672322,0.95
