epoch,train_loss,val_loss,val_f1,val_auroc,val_threshold
1,0.3747130043767578,0.35996693724559414,0.8264248704663213,0.814541437171769,0.95
2,0.28936308133068367,0.3254940793332126,0.8314321926489227,0.8236038170872293,0.95
3,0.27491530794557645,0.3081427622172568,0.8115942028985508,0.826573908031254,0.95
4,0.26273625647992044,0.2953175056932701,0.8258064516129032,0.825685282438837,0.95
5,0.2511530092625476,0.2998712911374039,0.8089005235602095,0.8295600102472139,0.95
6,0.2522264806025509,0.28073630295693874,0.8298969072164949,0.8347956961701039,0.95
7,0.2414174178494743,0.30429162447237307,0.8356687898089172,0.8305366978352762,0.9
8,0.2402664618520298,0.2848911192268133,0.8312342569269522,0.8385583450749328,0.95
9,0.24432537700999435,0.27784765222006375,0.8179487179487179,0.8287434353785064,0.95
10,0.23521416532385409,0.2792987113611566,0.8037383177570093,0.834187267836557,0.95
11,0.20586915392039426,0.2766144240481986,0.8360450563204005,0.8253170231843217,0.95
12,0.2135136213283337,0.28349635957015884,0.8233766233766234,0.8367170488023569,0.95
13,0.22369300905818962,0.29548480082303286,0.8271446862996159,0.8361726655565518,0.95
14,0.20081175239154356,0.2908595549977488,0.8358585858585859,0.8361726655565518,0.95
15,0.19595915897383323,0.28394980024960303,0.8331210191082803,0.8350358652491354,0.95
16,0.1937244596766002,0.2851307959192329,0.8387909319899244,0.8359004739336493,0.95
17,0.20419235688759318,0.28420373559412027,0.8191214470284238,0.8246605610349687,0.95
18,0.20270173475887646,0.2764809575552742,0.845771144278607,0.8372454207762264,0.95
19,0.19078503956842185,0.39237578668528134,0.7978436657681941,0.8384782887152555,0.9
20,0.20108591566853856,0.2787344365691145,0.8442211055276382,0.8390066606891251,0.95
21,0.1923329771417587,0.2846917099215918,0.8438287153652393,0.8395510439349303,0.95
22,0.18501051207680014,0.27501060834361446,0.8383838383838383,0.8388305366978352,0.95
23,0.1960271072773198,0.27852283521658844,0.8365019011406845,0.8346836172665557,0.95
