epoch,train_loss,f1,precision,recall,auroc,auprc,loss
1,0.8158034275915446,0.8681318681318682,0.7669902912621359,1.0,0.6545029008438819,0.8310119129028828,0.5342589801954991
2,0.5892128315079042,0.8681318681318682,0.7669902912621359,1.0,0.6658755274261604,0.8365451344497528,0.5393516114614543
3,0.579750721169784,0.8681318681318682,0.7669902912621359,1.0,0.6714464662447257,0.8412097371927959,0.5235076636365317
4,0.5800193795304139,0.8681318681318682,0.7669902912621359,1.0,0.6738198839662448,0.8435452941361878,0.5218987820796597
5,0.5746743941972497,0.8681318681318682,0.7669902912621359,1.0,0.6769185126582278,0.8459994313779786,0.5171840540992404
6,0.5664555346979991,0.8681318681318682,0.7669902912621359,1.0,0.6769185126582279,0.8457716326969844,0.5261039432970066
7,0.5821392797060447,0.8681318681318682,0.7669902912621359,1.0,0.6785007911392404,0.8474428096265586,0.5264540786303363
8,0.5768223174418455,0.8681318681318682,0.7669902912621359,1.0,0.6788633966244726,0.8478697909494894,0.5106612796922332
9,0.5828297808918521,0.8681318681318682,0.7669902912621359,1.0,0.6839069092827004,0.8539755123686781,0.5048242231595863
10,0.5689146819773623,0.8681318681318682,0.7669902912621359,1.0,0.6891482067510548,0.8598931553185557,0.5031535312967393
11,0.5537184604866477,0.8681318681318682,0.7669902912621359,1.0,0.6913897679324894,0.8625428328097157,0.516632169774435
12,0.5722888653541277,0.8681318681318682,0.7669902912621359,1.0,0.6913238396624474,0.8631890713284915,0.5022629317149375
13,0.5683803583506096,0.8681318681318682,0.7669902912621359,1.0,0.6946532172995782,0.8650486741985637,0.5011861506596352
14,0.564494059149143,0.8681318681318682,0.7669902912621359,1.0,0.7001582278481013,0.8695004718827604,0.49830605567080305
15,0.5645370495773806,0.8681318681318682,0.7669902912621359,1.0,0.7011801160337553,0.8691744414446596,0.5044001242489491
16,0.5821422082457598,0.8681318681318682,0.7669902912621359,1.0,0.7007186181434599,0.8705928138567384,0.5291895993704935
17,0.5678025254227824,0.8681318681318682,0.7669902912621359,1.0,0.7123549578059072,0.8783795115980156,0.5084389352682724
18,0.5672425077511714,0.8681318681318682,0.7669902912621359,1.0,0.711300105485232,0.8770639770956399,0.5011740653838926
19,0.5600970479969755,0.8681318681318682,0.7669902912621359,1.0,0.7244692774261604,0.8858342727521521,0.4945575050937319
20,0.5677822023691005,0.8681318681318682,0.7669902912621359,1.0,0.7127175632911392,0.8786683379460181,0.5372136032697067
