epoch,train_loss,f1,f1_macro,f1_weighted,balanced_accuracy,precision,recall,auroc,auprc,loss
1,0.4936359030322832,0.873758865248227,0.7219035872134855,0.7958331304672412,0.7064140382724453,0.8415300546448088,0.9085545722713865,0.8615586314701359,0.949411639061386,0.3946373294058599
2,0.4067185239020155,0.8722002635046113,0.6191066677000181,0.742323286710149,0.6078587096286211,0.7880952380952381,0.976401179941003,0.878148400272294,0.9543394074991496,0.41139308820691023
3,0.39052825813281183,0.8948863636363636,0.7695585664335665,0.8305734150717703,0.7509265562362908,0.863013698630137,0.9292035398230089,0.8750220608627688,0.9522148431964692,0.3741785440136466
4,0.3672455771990418,0.8795180722891566,0.7784687135639331,0.8276637961012129,0.7896528250510552,0.8984615384615384,0.8613569321533924,0.8811738900234475,0.9573799379514214,0.3801943228106227
5,0.36956372655726766,0.884450784593438,0.7502822643346336,0.8156011491974726,0.7350049164208456,0.856353591160221,0.9144542772861357,0.8790308347830471,0.9552675334664906,0.3826870135962963
6,0.3438324917831783,0.8875912408759125,0.7741920962088813,0.8293995745336202,0.7688904016337645,0.8786127167630058,0.8967551622418879,0.8774676650782844,0.9544873750918988,0.37966396577917694
7,0.33254699916800573,0.8866279069767442,0.7692068106312293,0.8263723443783878,0.7618183193404433,0.8739255014326648,0.8997050147492626,0.8685676827269748,0.9496453571510304,0.4228838496563727
8,0.336497088302133,0.8814055636896047,0.7638468866482957,0.8210794004710383,0.7601921185991982,0.875,0.887905604719764,0.8765852305675315,0.9523817269825205,0.394808211445547
9,0.3221157327033052,0.8781204111600588,0.7594065259263497,0.8172014437374976,0.7572422660918237,0.8742690058479532,0.8820058997050148,0.8725764566472531,0.9521530425419054,0.4301667609333731
10,0.322701599942748,0.8826979472140762,0.7674359301287772,0.8235503331834623,0.7644656228727025,0.8775510204081632,0.887905604719764,0.874467387741724,0.9539307789918827,0.4344177003132931
11,0.3090948070947229,0.8942172073342737,0.762379539627728,0.8265636673269673,0.7410558959231526,0.8567567567567568,0.9351032448377581,0.8697022413836571,0.9492063883056646,0.43005536245018766
12,0.29915912939652683,0.8793565683646113,0.6685939468329081,0.7712020652101846,0.646168973602602,0.8058968058968059,0.967551622418879,0.8688450192874971,0.9499567891488383,0.6003699116500731
13,0.2860396532779332,0.8869309838472834,0.7767988252569751,0.8304157972022568,0.7744875576733984,0.8830409356725146,0.8908554572271387,0.8668784509492473,0.9492023960135215,0.44790186328617365
14,0.26464220952899453,0.8766756032171582,0.6612293678736394,0.7661176666592999,0.6404205430754103,0.8034398034398035,0.9646017699115044,0.8718579028313541,0.9500385730455222,0.5750537576713485
15,0.2634458854276701,0.8830811554332875,0.7118108479869141,0.7951924450331748,0.687126541108842,0.8273195876288659,0.9469026548672567,0.8671557875097698,0.9490623922790355,0.556140191730504
16,0.2479227324573148,0.8882758620689655,0.7275603909275309,0.8058034492463871,0.7014219801830421,0.8341968911917098,0.9498525073746312,0.8571212465017775,0.94230757081837,0.5279861980264908
17,0.24745309532127382,0.8853410740203193,0.7655404921671103,0.8238644596482779,0.757544815066939,0.8714285714285714,0.8997050147492626,0.8646849708796611,0.9490675136004193,0.5074354631238078
18,0.22963913223086502,0.8885672937771346,0.7700755020921872,0.8277622954124906,0.7604946675743136,0.8721590909090909,0.9056047197640118,0.8655169805612283,0.9471224460914154,0.5072911354108599
19,0.24241962248131038,0.8853410740203193,0.7655404921671103,0.8238644596482779,0.757544815066939,0.8714285714285714,0.8997050147492626,0.8635756246375715,0.9478131877038583,0.532933249407889
20,0.22906268028388976,0.8895265423242468,0.7656935037202629,0.8259806409353603,0.7520989335148627,0.8659217877094972,0.9144542772861357,0.8562135995764315,0.9437931264789472,0.567159398070847
