epoch,train_loss,f1,f1_macro,f1_weighted,balanced_accuracy,precision,recall,auroc,auprc,loss
1,0.4717220591207181,0.8774002954209749,0.6809361725552079,0.7779960136845963,0.6584031587196335,0.8159340659340659,0.9488817891373802,0.8656338537585146,0.9425248513567555,0.39719937652847365
2,0.41731727676699837,0.8892355694227769,0.7644147390261093,0.8260803998664678,0.7524413768159623,0.8689024390243902,0.9105431309904153,0.8763638555669419,0.9487262911389757,0.37431434173857114
3,0.38912589808792386,0.8625429553264605,0.7750214776632303,0.8182600119741817,0.8160528060763157,0.9330855018587361,0.8019169329073482,0.8838386882874194,0.9523221460312253,0.40948775005226773
4,0.3753103732634408,0.8981481481481481,0.7753898635477583,0.8360365578491442,0.757309060220628,0.8686567164179104,0.9297124600638977,0.8804629573813973,0.9519315155612276,0.3788931390586218
5,0.3724199938816943,0.8733333333333333,0.7770028011204482,0.8245933027148806,0.8006058231358129,0.9128919860627178,0.8370607028753994,0.8785339682922418,0.9513225445052222,0.3998727753829558
6,0.362375634506699,0.889937106918239,0.7717012267264463,0.830113702143394,0.763397432033275,0.8761609907120743,0.9041533546325878,0.8778708782928446,0.951018353746264,0.3862617959163923
7,0.36901362377258545,0.8809135399673735,0.7782345477614645,0.8289614007128324,0.7898004701910905,0.9,0.8626198083067093,0.8777804569292905,0.9514851669725971,0.38491591601354697
8,0.34593179913401406,0.8924050632911392,0.7811539879562492,0.8361157363913859,0.7759509313400446,0.8840125391849529,0.9009584664536742,0.8809753451082042,0.9537125501665709,0.37386255609960717
9,0.3470105200536413,0.8842443729903537,0.7754555198285102,0.8292008482402087,0.7789197661100729,0.889967637540453,0.8785942492012779,0.8748568328410392,0.9516472729888225,0.3908294041003134
10,0.3328332173117555,0.8796147672552167,0.7653887789764455,0.8218202338062919,0.7678883597564652,0.8838709677419355,0.8753993610223643,0.875881608294653,0.9515103178377206,0.3983911785846109
11,0.3369909276636992,0.8537414965986394,0.7548707482993198,0.8037162015164061,0.7877509192838628,0.9127272727272727,0.8019169329073482,0.880342395563325,0.9521780141227071,0.4199402693632394
12,0.3210166346296182,0.8874801901743264,0.7722425105461004,0.8291737747061071,0.7680390620290554,0.8805031446540881,0.8945686900958466,0.8820001205618181,0.9522934207317338,0.3928478596940957
13,0.3089532882897744,0.8976377952755905,0.7887203754703076,0.8425292200996479,0.7807432636084152,0.8850931677018633,0.9105431309904153,0.8822713846524806,0.9518231578353179,0.40805545445700536
14,0.3109670293930817,0.8691275167785235,0.7734067335958733,0.8206959987958938,0.8005304719995178,0.9151943462897526,0.8274760383386581,0.8793477605642294,0.9516566021784516,0.44411268474663074
15,0.30083253659254416,0.8867924528301887,0.7651784046329162,0.8252598079189195,0.7570830068117427,0.8730650154798761,0.9009584664536742,0.8737416360238712,0.9494614838098159,0.4327488622865984
16,0.2883500562215738,0.8803827751196173,0.7624662690763964,0.8207209629927369,0.7616492856712279,0.8789808917197452,0.8817891373801917,0.8760925914762794,0.9491561511952789,0.4241750817523651
17,0.27608479363581234,0.8698517298187809,0.7639301939137195,0.8162589717952176,0.7802158056543492,0.8979591836734694,0.8434504792332268,0.8685876183012841,0.9467245355498487,0.4741883749466807
18,0.2736343314224826,0.8776508972267537,0.7721587819467102,0.8242754116912663,0.7834860449695581,0.8966666666666666,0.8594249201277955,0.875851467840135,0.9493542638487513,0.4279321988328829
19,0.2605599910608186,0.8982785602503912,0.7858226972106228,0.8413796510274058,0.774504189523178,0.8803680981595092,0.9169329073482428,0.872445596479595,0.948975404375074,0.44839666485075164
20,0.2616125478879268,0.8681135225375626,0.7687847947415847,0.8178565051324377,0.7926939538248237,0.9090909090909091,0.8306709265175719,0.8721441919344144,0.9495583925222639,0.47655807271030753
