epoch,train_loss,val_loss,val_f1,val_auroc,val_threshold
1,0.40766278822575847,0.3343857690425856,0.8278775079197466,0.810339091490723,0.9
2,0.3038170056077101,0.3201173519094785,0.8274428274428275,0.8122200895713371,0.95
3,0.2755732674512171,0.2983803203595536,0.8340425531914893,0.8233269353806782,0.9
4,0.2657435540390271,0.32207927843999296,0.8290155440414507,0.8036212412028151,0.95
5,0.2582234725436216,0.28394912327418015,0.806941431670282,0.816212412028151,0.95
6,0.24844059688589906,0.28105265243599814,0.837696335078534,0.8176839411388357,0.9
7,0.23784414776951396,0.275129015690514,0.8,0.8117978246960973,0.95
8,0.22150652479099972,0.2697558418093693,0.8030634573304157,0.8234037108125399,0.95
9,0.22979898562514653,0.27185601497157696,0.8153681963713981,0.8135572616762634,0.95
10,0.2241502663380997,0.27133042573751437,0.8163265306122449,0.8213435700575815,0.95
11,0.21903895977283677,0.27740004771788207,0.8091106290672451,0.8265642994241843,0.95
