clip_id,child_id,age_band,error_mode,label,proba_audio_only,proba_gated_av,proba_delta,visual_eligible,visual_eligibility_score,off_camera_likely_score,multi_person_clip,child_visible_score,manual_face_visibility_norm,manual_quality_norm,child_of_interest_clear_binary,n_face_tracks,existing_audio_score
1098,N3L7A1I2B9,14_18_months,av_helped_fp,0,0.0153846153846153,0.0153846153846153,0.0,0,0.64,,0,,0.4,1.0,1.0,,0.0153846153846153
1102,N3L7A1I2B9,14_18_months,av_helped_fp,0,0.0166666666666666,0.0166666666666666,0.0,0,0.5800000000000001,,0,,0.3,1.0,1.0,,0.0166666666666666
2357,W3I4D2X4Z4,14_18_months,av_helped_fp,0,0.0139830508474576,0.0139830508474576,0.0,0,0.5,,1,,0.2,0.95,1.0,,0.0139830508474576
163,C0O6X3N5Y7,34_38_months,av_helped_fn,1,0.0,0.0391356609761714,0.0391356609761714,1,0.8200000000000001,,1,,0.7,1.0,1.0,,0.0
767,B8I6G9P2G8,34_38_months,av_helped_fn,1,0.0,0.0391356609761714,0.0391356609761714,1,0.8200000000000001,,1,,0.7,1.0,1.0,,0.0
154,C0O6X3N5Y7,34_38_months,av_helped_fn,1,0.0,0.0377855636179447,0.0377855636179447,1,0.76,,1,,0.6,1.0,1.0,,0.0
1919,E2P5Q8S5A7,34_38_months,av_helped_fn,1,0.0,0.0377855636179447,0.0377855636179447,1,0.76,,1,,0.6,1.0,1.0,,0.0
1563,L4M1H7J7G3,34_38_months,av_helped_fn,1,0.0079831932773109,0.04536959723139,0.037386403954079106,1,0.76,,1,,0.6,1.0,1.0,,0.0079831932773109
1389,M5O1K4W9O1,34_38_months,av_helped_fn,1,0.0,0.0373097285628318,0.0373097285628318,1,1.0,,1,,1.0,1.0,1.0,,0.0
160,C0O6X3N5Y7,34_38_months,av_helped_fn,1,0.0,0.0368872322142124,0.0368872322142124,1,0.88,,1,,0.8,1.0,1.0,,0.0
384,S2C4T1Y7V7,34_38_months,av_helped_fn,1,0.0,0.0368872322142124,0.0368872322142124,1,0.88,,1,,0.8,1.0,1.0,,0.0
753,B8I6G9P2G8,34_38_months,av_helped_fn,1,0.0,0.0368872322142124,0.0368872322142124,1,0.88,,1,,0.8,1.0,1.0,,0.0
1392,M5O1K4W9O1,34_38_months,av_helped_fn,1,0.0,0.0368872322142124,0.0368872322142124,1,0.88,,1,,0.8,1.0,1.0,,0.0
624,V9X2Q7S1E1,34_38_months,av_helped_fn,1,0.0,0.0362025760114192,0.0362025760114192,1,0.8200000000000001,,0,,0.7,1.0,1.0,,0.0
731,B8I6G9P2G8,34_38_months,av_helped_fn,1,0.0,0.0362025760114192,0.0362025760114192,1,0.8200000000000001,,0,,0.7,1.0,1.0,,0.0
737,B8I6G9P2G8,34_38_months,av_helped_fn,1,0.0,0.0362025760114192,0.0362025760114192,1,0.8200000000000001,,0,,0.7,1.0,1.0,,0.0
1054,N3L7A1I2B9,34_38_months,av_helped_fn,1,0.0,0.0362025760114192,0.0362025760114192,1,0.8200000000000001,,0,,0.7,1.0,1.0,,0.0
1302,D8O8B2C4X2,34_38_months,av_helped_fn,1,0.0,0.0362025760114192,0.0362025760114192,1,0.8200000000000001,,0,,0.7,1.0,1.0,,0.0
1554,L4M1H7J7G3,34_38_months,av_helped_fn,1,0.0,0.0362025760114192,0.0362025760114192,1,0.8200000000000001,,0,,0.7,1.0,1.0,,0.0
1566,L4M1H7J7G3,34_38_months,av_helped_fn,1,0.0,0.0362025760114192,0.0362025760114192,1,0.8200000000000001,,0,,0.7,1.0,1.0,,0.0
1569,L4M1H7J7G3,34_38_months,av_helped_fn,1,0.0,0.0362025760114192,0.0362025760114192,1,0.8200000000000001,,0,,0.7,1.0,1.0,,0.0
3220,D4Y7P4G2V4,34_38_months,av_helped_fn,1,0.0,0.0352027304470539,0.0352027304470539,1,0.8200000000000001,,1,,0.7,1.0,0.0,,0.0
1929,E2P5Q8S5A7,34_38_months,av_helped_fn,1,0.0,0.0350214056670665,0.0350214056670665,1,0.7,,0,,0.8,0.55,1.0,,0.0
390,S2C4T1Y7V7,34_38_months,av_hurt_fp,0,0.0,0.0391356609761714,0.0391356609761714,1,0.8200000000000001,,1,,0.7,1.0,1.0,,0.0
735,B8I6G9P2G8,34_38_months,av_hurt_fp,0,0.0,0.0377855636179447,0.0377855636179447,1,0.76,,1,,0.6,1.0,1.0,,0.0
748,B8I6G9P2G8,34_38_months,av_hurt_fp,0,0.0,0.0377855636179447,0.0377855636179447,1,0.76,,1,,0.6,1.0,1.0,,0.0
1390,M5O1K4W9O1,34_38_months,av_hurt_fp,0,0.0,0.0377855636179447,0.0377855636179447,1,0.76,,1,,0.6,1.0,1.0,,0.0
1060,N3L7A1I2B9,34_38_months,av_hurt_fp,0,0.0,0.0373097285628318,0.0373097285628318,1,1.0,,1,,1.0,1.0,1.0,,0.0
1926,E2P5Q8S5A7,34_38_months,av_hurt_fp,0,0.0,0.0373097285628318,0.0373097285628318,1,1.0,,1,,1.0,1.0,1.0,,0.0
3216,D4Y7P4G2V4,34_38_months,av_hurt_fp,0,0.0,0.0368872322142124,0.0368872322142124,1,0.88,,1,,0.8,1.0,1.0,,0.0
152,C0O6X3N5Y7,34_38_months,av_hurt_fp,0,0.0,0.0362025760114192,0.0362025760114192,1,0.8200000000000001,,0,,0.7,1.0,1.0,,0.0
385,S2C4T1Y7V7,34_38_months,av_hurt_fp,0,0.0,0.0362025760114192,0.0362025760114192,1,0.8200000000000001,,0,,0.7,1.0,1.0,,0.0
