audio_path,speaker_id,source,duration_sec
/orcd/scratch/orcd/008/manaal/child-adult-diarization/providence/audio/lily_010814.wav,providence_lily,providence,
/orcd/scratch/orcd/008/manaal/child-adult-diarization/providence/audio/lily_020409.wav,providence_lily,providence,
/orcd/scratch/orcd/008/manaal/child-adult-diarization/providence/audio/lily_020604.wav,providence_lily,providence,
/orcd/scratch/orcd/008/manaal/child-adult-diarization/providence/audio/lily_010508.wav,providence_lily,providence,
/orcd/scratch/orcd/008/manaal/child-adult-diarization/providence/audio/lily_020428.wav,providence_lily,providence,
/orcd/scratch/orcd/008/manaal/child-adult-diarization/providence/audio/lily_010202.wav,providence_lily,providence,
/orcd/scratch/orcd/008/manaal/child-adult-diarization/providence/audio/lily_010719.wav,providence_lily,providence,
/orcd/scratch/orcd/008/manaal/child-adult-diarization/providence/audio/lily_020623.wav,providence_lily,providence,
/orcd/scratch/orcd/008/manaal/child-adult-diarization/providence/audio/lily_010117.wav,providence_lily,providence,
/orcd/scratch/orcd/008/manaal/child-adult-diarization/providence/audio/lily_020115.wav,providence_lily,providence,
/orcd/scratch/orcd/008/manaal/child-adult-diarization/providence/audio/lily_010521.wav,providence_lily,providence,
/orcd/scratch/orcd/008/manaal/child-adult-diarization/providence/audio/lily_010313.wav,providence_lily,providence,
/orcd/scratch/orcd/008/manaal/child-adult-diarization/providence/audio/lily_011126.wav,providence_lily,providence,
/orcd/scratch/orcd/008/manaal/child-adult-diarization/providence/audio/lily_010213.wav,providence_lily,providence,
/orcd/scratch/orcd/008/manaal/child-adult-diarization/providence/audio/lily_020201.wav,providence_lily,providence,
/orcd/scratch/orcd/008/manaal/child-adult-diarization/providence/audio/lily_020227.wav,providence_lily,providence,
/orcd/scratch/orcd/008/manaal/child-adult-diarization/providence/audio/lily_011022.wav,providence_lily,providence,
/orcd/scratch/orcd/008/manaal/child-adult-diarization/providence/audio/lily_020506.wav,providence_lily,providence,
/orcd/scratch/orcd/008/manaal/child-adult-diarization/providence/audio/lily_020123.wav,providence_lily,providence,
/orcd/scratch/orcd/008/manaal/child-adult-diarization/providence/audio/lily_020618.wav,providence_lily,providence,
/orcd/scratch/orcd/008/manaal/child-adult-diarization/providence/audio/lily_010618.wav,providence_lily,providence,
/orcd/scratch/orcd/008/manaal/child-adult-diarization/providence/audio/lily_010323.wav,providence_lily,providence,
/orcd/scratch/orcd/008/manaal/child-adult-diarization/providence/audio/lily_010701.wav,providence_lily,providence,
/orcd/scratch/orcd/008/manaal/child-adult-diarization/providence/audio/lily_020101.wav,providence_lily,providence,
/orcd/scratch/orcd/008/manaal/child-adult-diarization/providence/audio/lily_020215b.wav,providence_lily,providence,
/orcd/scratch/orcd/008/manaal/child-adult-diarization/providence/audio/lily_011107.wav,providence_lily,providence,
/orcd/scratch/orcd/008/manaal/child-adult-diarization/providence/audio/lily_010423.wav,providence_lily,providence,
/orcd/scratch/orcd/008/manaal/child-adult-diarization/providence/audio/lily_020526.wav,providence_lily,providence,
/orcd/scratch/orcd/008/manaal/child-adult-diarization/providence/audio/lily_020004.wav,providence_lily,providence,
/orcd/scratch/orcd/008/manaal/child-adult-diarization/providence/audio/lily_020108.wav,providence_lily,providence,
/orcd/scratch/orcd/008/manaal/child-adult-diarization/providence/audio/lily_020317.wav,providence_lily,providence,
/orcd/scratch/orcd/008/manaal/child-adult-diarization/providence/audio/lily_020023.wav,providence_lily,providence,
/orcd/scratch/orcd/008/manaal/child-adult-diarization/providence/audio/lily_020518.wav,providence_lily,providence,
/orcd/scratch/orcd/008/manaal/child-adult-diarization/providence/audio/lily_010102.wav,providence_lily,providence,
/orcd/scratch/orcd/008/manaal/child-adult-diarization/providence/audio/lily_010912.wav,providence_lily,providence,
/orcd/scratch/orcd/008/manaal/child-adult-diarization/providence/audio/lily_020402.wav,providence_lily,providence,
/orcd/scratch/orcd/008/manaal/child-adult-diarization/providence/audio/lily_020215a.wav,providence_lily,providence,
/orcd/scratch/orcd/008/manaal/child-adult-diarization/providence/audio/lily_011009.wav,providence_lily,providence,
/orcd/scratch/orcd/008/manaal/child-adult-diarization/providence/audio/lily_020612.wav,providence_lily,providence,
/orcd/scratch/orcd/008/manaal/child-adult-diarization/providence/audio/lily_010326.wav,providence_lily,providence,
/orcd/scratch/orcd/008/manaal/child-adult-diarization/providence/audio/lily_010925.wav,providence_lily,providence,
/orcd/scratch/orcd/008/manaal/child-adult-diarization/providence/audio/lily_010803.wav,providence_lily,providence,
/orcd/scratch/orcd/008/manaal/child-adult-diarization/providence/audio/lily_020701.wav,providence_lily,providence,
/orcd/scratch/orcd/008/manaal/child-adult-diarization/providence/audio/lily_010827.wav,providence_lily,providence,
/orcd/scratch/orcd/008/manaal/child-adult-diarization/providence/audio/lily_010228.wav,providence_lily,providence,
/orcd/scratch/orcd/008/manaal/child-adult-diarization/providence/audio/lily_020416.wav,providence_lily,providence,
/orcd/scratch/orcd/008/manaal/child-adult-diarization/providence/audio/lily_010611.wav,providence_lily,providence,
/orcd/scratch/orcd/008/manaal/child-adult-diarization/providence/audio/lily_020011.wav,providence_lily,providence,
/orcd/scratch/orcd/008/manaal/child-adult-diarization/providence/audio/lily_020700.wav,providence_lily,providence,
/orcd/scratch/orcd/008/manaal/child-adult-diarization/providence/audio/lily_020305.wav,providence_lily,providence,
/orcd/scratch/orcd/008/manaal/child-adult-diarization/data/tinyvox/audio/phon_Biling_ChildL2_050725_03311525_03314280.wav,tinyvox_Biling_ChildL2,tinyvox_Biling,
/orcd/scratch/orcd/008/manaal/child-adult-diarization/data/tinyvox/audio/phon_Biling_ChildL2_040502_03804208_03806737.wav,tinyvox_Biling_ChildL2,tinyvox_Biling,
/orcd/scratch/orcd/008/manaal/child-adult-diarization/data/tinyvox/audio/phon_Biling_ChildL2_060209_03687300_03690422.wav,tinyvox_Biling_ChildL2,tinyvox_Biling,
/orcd/scratch/orcd/008/manaal/child-adult-diarization/data/tinyvox/audio/phon_Biling_ChildL2_060028_02051689_02053915.wav,tinyvox_Biling_ChildL2,tinyvox_Biling,
/orcd/scratch/orcd/008/manaal/child-adult-diarization/data/tinyvox/audio/phon_Biling_ChildL2_050014_00940419_00942965.wav,tinyvox_Biling_ChildL2,tinyvox_Biling,
/orcd/scratch/orcd/008/manaal/child-adult-diarization/data/tinyvox/audio/phon_Biling_ChildL2_040222_03532786_03536250.wav,tinyvox_Biling_ChildL2,tinyvox_Biling,
/orcd/scratch/orcd/008/manaal/child-adult-diarization/data/tinyvox/audio/phon_Biling_ChildL2_040106_01918755_01920280.wav,tinyvox_Biling_ChildL2,tinyvox_Biling,
/orcd/scratch/orcd/008/manaal/child-adult-diarization/data/tinyvox/audio/phon_Biling_ChildL2_040912_00879516_00881753.wav,tinyvox_Biling_ChildL2,tinyvox_Biling,
/orcd/scratch/orcd/008/manaal/child-adult-diarization/data/tinyvox/audio/phon_Biling_ChildL2_040207_02597690_02598482.wav,tinyvox_Biling_ChildL2,tinyvox_Biling,
/orcd/scratch/orcd/008/manaal/child-adult-diarization/data/tinyvox/audio/phon_Biling_ChildL2_050509_02021943_02023975.wav,tinyvox_Biling_ChildL2,tinyvox_Biling,
/orcd/scratch/orcd/008/manaal/child-adult-diarization/data/tinyvox/audio/phon_Biling_ChildL2_040813_02789845_02793530.wav,tinyvox_Biling_ChildL2,tinyvox_Biling,
/orcd/scratch/orcd/008/manaal/child-adult-diarization/data/tinyvox/audio/phon_Biling_ChildL2_060125_01220314_01223079.wav,tinyvox_Biling_ChildL2,tinyvox_Biling,
/orcd/scratch/orcd/008/manaal/child-adult-diarization/data/tinyvox/audio/phon_Biling_ChildL2_040204_02628571_02629992.wav,tinyvox_Biling_ChildL2,tinyvox_Biling,
/orcd/scratch/orcd/008/manaal/child-adult-diarization/data/tinyvox/audio/phon_Biling_ChildL2_050919_03058585_03060729.wav,tinyvox_Biling_ChildL2,tinyvox_Biling,
/orcd/scratch/orcd/008/manaal/child-adult-diarization/data/tinyvox/audio/phon_Biling_ChildL2_040109_00385634_00387262.wav,tinyvox_Biling_ChildL2,tinyvox_Biling,
/orcd/scratch/orcd/008/manaal/child-adult-diarization/data/tinyvox/audio/phon_Biling_ChildL2_040305_00156761_00158065.wav,tinyvox_Biling_ChildL2,tinyvox_Biling,
/orcd/scratch/orcd/008/manaal/child-adult-diarization/data/tinyvox/audio/phon_Biling_ChildL2_040118_03456680_03458466.wav,tinyvox_Biling_ChildL2,tinyvox_Biling,
/orcd/scratch/orcd/008/manaal/child-adult-diarization/data/tinyvox/audio/phon_Biling_ChildL2_040023_00412631_00413484.wav,tinyvox_Biling_ChildL2,tinyvox_Biling,
/orcd/scratch/orcd/008/manaal/child-adult-diarization/data/tinyvox/audio/phon_Biling_ChildL2_060125_03615987_03618666.wav,tinyvox_Biling_ChildL2,tinyvox_Biling,
/orcd/scratch/orcd/008/manaal/child-adult-diarization/data/tinyvox/audio/phon_Biling_ChildL2_040000_03442481_03445481.wav,tinyvox_Biling_ChildL2,tinyvox_Biling,
/orcd/scratch/orcd/008/manaal/child-adult-diarization/data/tinyvox/audio/phon_Biling_ChildL2_040709_02013561_02015718.wav,tinyvox_Biling_ChildL2,tinyvox_Biling,
/orcd/scratch/orcd/008/manaal/child-adult-diarization/data/tinyvox/audio/phon_Biling_ChildL2_040126_00242178_00242896.wav,tinyvox_Biling_ChildL2,tinyvox_Biling,
/orcd/scratch/orcd/008/manaal/child-adult-diarization/data/tinyvox/audio/phon_Biling_ChildL2_031125_00473110_00473690.wav,tinyvox_Biling_ChildL2,tinyvox_Biling,
/orcd/scratch/orcd/008/manaal/child-adult-diarization/data/tinyvox/audio/phon_Biling_ChildL2_040308_00022806_00024695.wav,tinyvox_Biling_ChildL2,tinyvox_Biling,
