epoch,train_loss,f1,f1_macro,f1_weighted,balanced_accuracy,precision,recall,auroc,auprc,loss
1,0.8846642958224187,0.8878048780487805,0.7891939188450181,0.8379110275685951,0.7993097835915366,0.9039735099337748,0.8722044728434505,0.8645337271686057,0.9452594813467544,1.130683986606484
2,0.739365624513177,0.8996865203761756,0.7898432601880878,0.8441095009015344,0.7792211706552534,0.8830769230769231,0.9169329073482428,0.878654530110314,0.9489287754958461,0.7794682244067083
3,0.6200010939535493,0.8874388254486134,0.7903860793909734,0.8383333787559649,0.8024293206341551,0.9066666666666666,0.8690095846645367,0.871948278980047,0.9471334869314758,0.9186698133004855
4,0.5396124935059418,0.8935483870967742,0.7953980467593963,0.843887594372373,0.8009825788172885,0.9022801302931596,0.8849840255591054,0.8596660437639401,0.9316059180502007,0.8907811486933497
5,0.35451886039925523,0.87,0.7711344537815126,0.8199773369968514,0.7942913979142805,0.9094076655052264,0.8338658146964856,0.826812948339261,0.9041594939633053,1.612342480222371
6,0.2760365704858227,0.9012738853503185,0.8030178950561117,0.8515596372778319,0.8011332810898788,0.8984126984126984,0.9041533546325878,0.8570739646753873,0.9305465214825785,1.8173765249216007
7,0.297946745534089,0.8921095008051529,0.7916768702182446,0.8412939454723974,0.7962655976852131,0.8993506493506493,0.8849840255591054,0.8563053830851768,0.9327699768965245,1.345211704355389
8,0.20302230894700835,0.8723051409618574,0.7723227832468862,0.8217174086573851,0.7927693049611189,0.906896551724138,0.8402555910543131,0.8461329796853336,0.9277994828088131,1.417165860440033
9,0.1884556488484621,0.8916030534351145,0.7518124556793059,0.8208736817782376,0.7306046175176322,0.8538011695906432,0.9329073482428115,0.7841943456507324,0.8784581706106149,2.3248663001902896
10,0.2168020573119088,0.8811881188118812,0.7854216456128371,0.8327334832075917,0.8038760624510217,0.9112627986348123,0.853035143769968,0.8520405087708722,0.9347881665311404,1.4267987723478774
11,0.10460681161257228,0.8852988691437803,0.7805489779508856,0.83229892419654,0.7867562842847671,0.8954248366013072,0.8753993610223643,0.8081861474471034,0.8992270000949298,2.678334342120946
12,0.1630062022606384,0.8624161073825504,0.7617865660879695,0.8115009218110678,0.7879016215564532,0.9081272084805654,0.8210862619808307,0.7913376333715112,0.8941230116858421,3.618465265516571
13,0.08977569148446667,0.8816855753646677,0.7756844166416099,0.8280525308556265,0.7835613961058532,0.8947368421052632,0.8690095846645367,0.8199107842546265,0.9082523854471909,4.202588333663888
14,0.1470900363069258,0.8912071535022354,0.7270407024996207,0.8081444145701249,0.6993338959551509,0.835195530726257,0.9552715654952076,0.7606847911266502,0.8656775510639283,4.720863334270679
15,0.14511920039499288,0.8745874587458746,0.7735006259246615,0.8234408989413466,0.791247212007957,0.9044368600682594,0.8466453674121406,0.8055639279040329,0.8990695977338897,5.1071514248552
16,0.1245490603346163,0.8984126984126984,0.7953601953601954,0.8462715751498567,0.7916993188257279,0.8927444794952681,0.9041533546325878,0.8153897160769185,0.8984403464752435,4.615485157397179
17,0.08173930970597643,0.8989113530326595,0.782789009849663,0.8401573273648903,0.7682651154379407,0.8757575757575757,0.9233226837060703,0.8106425944903248,0.8933646305581519,4.625596742138001
18,0.0912559095165911,0.8942307692307693,0.7929097771387491,0.8429657326591504,0.7947435047320514,0.8971061093247589,0.8913738019169329,0.8176502501657724,0.9007004461719665,4.234652705174438
19,0.15531404840840782,0.8737864077669902,0.7596204766107679,0.8160222612153932,0.7662155645307132,0.8852459016393442,0.8626198083067093,0.8054584363132196,0.8986241331425384,4.147589475040813
20,0.13267763297012303,0.8852988691437803,0.7805489779508856,0.83229892419654,0.7867562842847671,0.8954248366013072,0.8753993610223643,0.8188558683464946,0.9011830129187592,3.364012702672577
