child_id,timepoint_norm,n_segments,status
A1H3H9Y3T1,14_month,66,ok
A1H3H9Y3T1,36_month,117,ok
A3G3T7I1A5,14_month,69,ok
A3G3T7I1A5,36_month,129,ok
A4E8K1L5Y2,36_month,200,ok
A5X1S7S1E7,14_month,56,ok
A5X1S7S1E7,36_month,59,ok
A6Y4Y7X2G1,14_month,125,ok
A6Y4Y7X2G1,36_month,91,ok
B1L0B3F6F1,14_month,103,ok
B1L0B3F6F1,36_month,81,ok
B1S3L8Q7Y6,14_month,117,ok
B1S3L8Q7Y6,36_month,200,ok
B8I6G9P2G8,14_month,67,ok
B8I6G9P2G8,36_month,200,ok
C0O6X3N5Y7,14_month,171,ok
C0O6X3N5Y7,36_month,91,ok
C1G1X2G4C6,14_month,2,ok
C1G1X2G4C6,36_month,10,ok
C1I8N8L4Q4,14_month,33,ok
C1I8N8L4Q4,36_month,64,ok
C4C7T6W2I0,14_month,74,ok
C4C7T6W2I0,36_month,82,ok
D4Y7P4G2V4,14_month,43,ok
D4Y7P4G2V4,36_month,200,ok
D7O9E3F9P9,36_month,15,ok
D8G5K7I0D6,14_month,107,ok
D8G5K7I0D6,36_month,77,ok
D9N0U7M9X3,14_month,57,ok
D9N0U7M9X3,36_month,146,ok
E7G3N4A1K5,14_month,39,ok
E7G3N4A1K5,36_month,120,ok
E7Z4G3O5K2,14_month,45,ok
E7Z4G3O5K2,36_month,124,ok
F3M5F9D2S1,36_month,54,ok
F3N4H0K1Z1,14_month,200,ok
F3N4H0K1Z1,36_month,176,ok
F6J0V8B6S4,14_month,10,ok
F6J0V8B6S4,36_month,95,ok
G2N1M4K2S0,14_month,22,ok
G3D3S2N7W8,14_month,29,ok
G4J8F6F4X0,14_month,77,ok
G4J8F6F4X0,36_month,194,ok
H3B5L5F8T1,14_month,133,ok
H3B5L5F8T1,36_month,92,ok
H9T5Y8D3A1,14_month,12,ok
H9T5Y8D3A1,36_month,23,ok
I1H5K9K8V1,14_month,39,ok
I1H5K9K8V1,36_month,34,ok
I8T4E2J3M6,14_month,14,ok
I8T4E2J3M6,36_month,13,ok
J4J6X7C4D9,14_month,84,ok
J4J6X7C4D9,36_month,71,ok
K2F6S2Q7M8,36_month,59,ok
L0B0Q5O3Q3,14_month,200,ok
L0B0Q5O3Q3,36_month,200,ok
L0C6T6H2C6,14_month,63,ok
L0C6T6H2C6,36_month,128,ok
L4K0P3T4Q8,14_month,133,ok
L4K0P3T4Q8,36_month,164,ok
L4M1H7J7G3,14_month,131,ok
L4M1H7J7G3,36_month,200,ok
L5Q0Z1W8S2,14_month,14,ok
L6F2P7K8P1,14_month,88,ok
L6F2P7K8P1,36_month,108,ok
L7Z6Q2U6Y6,36_month,84,ok
M5F7G8S4F0,14_month,67,ok
M5F7G8S4F0,36_month,32,ok
M5Y0K3C9L0,14_month,14,ok
M5Y0K3C9L0,36_month,64,ok
N2H7T0A7U5,14_month,67,ok
N2H7T0A7U5,36_month,73,ok
N3L7A1I2B9,14_month,200,ok
N3L7A1I2B9,36_month,200,ok
N4U1A5H1W0,14_month,19,ok
N4U1A5H1W0,36_month,54,ok
N6O9P4J0Q2,14_month,50,ok
N6O9P4J0Q2,36_month,15,ok
O5Q7I1O6N2,14_month,100,ok
O5Q7I1O6N2,36_month,111,ok
O6F1J9U1J2,14_month,45,ok
O6F1J9U1J2,36_month,58,ok
P3A4R4S2O3,14_month,51,ok
Q0Q8H5A0D0,14_month,53,ok
Q0Q8H5A0D0,36_month,103,ok
Q9W9P7Z3J7,14_month,93,ok
Q9W9P7Z3J7,36_month,87,ok
R6G4I3H3J0,14_month,18,ok
R6G4I3H3J0,36_month,59,ok
R6R8Q6A7K0,14_month,56,ok
R6R8Q6A7K0,36_month,200,ok
S0M6Z7D5X7,14_month,173,ok
S0M6Z7D5X7,36_month,192,ok
S2C4T1Y7V7,14_month,124,ok
S2C4T1Y7V7,36_month,73,ok
S4C2W1M7Q0,14_month,56,ok
S4C2W1M7Q0,36_month,200,ok
S4O9O2E5Z0,14_month,51,ok
S4O9O2E5Z0,36_month,74,ok
S7Y0I2P0S8,14_month,114,ok
S7Y0I2P0S8,36_month,182,ok
S9B3J7I4R1,14_month,29,ok
S9B3J7I4R1,36_month,167,ok
S9D2T7Y9B1,14_month,52,ok
S9D2T7Y9B1,36_month,56,ok
T1G8F8W8Y8,14_month,53,ok
T1G8F8W8Y8,36_month,135,ok
T2H0J0N2Z5,14_month,32,ok
T2H0J0N2Z5,36_month,45,ok
T4J4L5S2E8,14_month,100,ok
V7D7K3H8B4,14_month,52,ok
V7D7K3H8B4,36_month,77,ok
V7G3E2O2E6,14_month,42,ok
V9X2Q7S1E1,14_month,40,ok
V9X2Q7S1E1,36_month,77,ok
W3P0N4W0X9,14_month,71,ok
W3P0N4W0X9,36_month,191,ok
W7P7J6H1H6,14_month,30,ok
W9S0D6Q7Z5,14_month,106,ok
Y4W4H9A8X5,14_month,14,ok
Y4W4H9A8X5,36_month,10,ok
Y6Z4H0C5U2,14_month,106,ok
Y6Z4H0C5U2,36_month,196,ok
Z3C2V9T0V1,36_month,37,ok
Z3H6O7C3O9,36_month,17,ok
