epoch,train_loss,val_loss,val_f1,val_auroc,val_threshold
1,0.3950881448743159,0.5428144771743704,0.852054794520548,0.7443313153549808,0.5
2,0.36157567781621663,0.5623650716410743,0.8516483516483516,0.7478536048431481,0.35
3,0.35549305891204996,0.5954851001777031,0.8513513513513513,0.7402036323610347,0.1
4,0.34486209512399024,0.5092298617517507,0.8524137931034482,0.751623555310952,0.35
5,0.338229794343237,0.49941818719660797,0.8579626972740315,0.7645844799119428,0.5
6,0.33536615347340987,0.5072305975136934,0.8563218390804598,0.7683819482663731,0.6
7,0.32781572051639035,0.474268583373891,0.8604992657856094,0.7721518987341771,0.55
8,0.32710086359761664,0.5215507955462845,0.8681948424068768,0.7744083654375344,0.5
9,0.32152234365353866,0.48872486860663805,0.8535564853556485,0.7619152449091909,0.45
10,0.31920032465714765,0.4608581317243753,0.8538681948424068,0.7489818381948267,0.65
11,0.3182775938814962,0.46368960981015805,0.8538011695906432,0.77041827187672,0.55
12,0.31509439991869703,0.5612328230506844,0.8526912181303116,0.741662080352229,0.45
13,0.30900844854169324,0.4425465417680917,0.8523206751054853,0.7574573472757293,0.45
