child_id,timepoint_norm,n_segments,status
A1H3H9Y3T1,14_month,30,ok
A1H3H9Y3T1,36_month,45,ok
A2M5H0V6E3,14_month,8,ok
A2M5H0V6E3,36_month,14,ok
A2P7X9N8L7,14_month,30,ok
A2P7X9N8L7,36_month,54,ok
A3G3T7I1A5,14_month,3,ok
A3G3T7I1A5,36_month,79,ok
A4E8K1L5Y2,36_month,118,ok
A5X1S7S1E7,14_month,43,ok
A5X1S7S1E7,36_month,32,ok
A6S0V1J3G6,14_month,4,ok
A6Y4Y7X2G1,14_month,68,ok
A6Z2B3J2A9,14_month,15,ok
A6Z2B3J2A9,36_month,74,ok
B1L0B3F6F1,14_month,56,ok
B1L0B3F6F1,36_month,28,ok
B1S3L8Q7Y6,14_month,53,ok
B1S3L8Q7Y6,36_month,168,ok
B2R3Q8L2Y3,14_month,200,ok
B2R3Q8L2Y3,36_month,48,ok
B4Q3G8H2N3,14_month,80,ok
B4Q3G8H2N3,36_month,156,ok
B8I6G9P2G8,36_month,9,ok
B9P5V1I5O5,14_month,3,ok
B9P5V1I5O5,36_month,17,ok
C0O6X3N5Y7,14_month,92,ok
C0O6X3N5Y7,36_month,16,ok
C1G1X2G4C6,36_month,4,ok
C1I8N8L4Q4,36_month,27,ok
C3A8Q4J6E5,14_month,3,ok
C4C7T6W2I0,14_month,35,ok
C4C7T6W2I0,36_month,53,ok
C5L2D6N1W6,14_month,13,ok
C5L2D6N1W6,36_month,14,ok
C5U1P3X9F0,14_month,55,ok
C5U1P3X9F0,36_month,30,ok
D4Y7P4G2V4,14_month,20,ok
D4Y7P4G2V4,36_month,85,ok
D8G5K7I0D6,14_month,56,ok
D8G5K7I0D6,36_month,32,ok
D8O8B2C4X2,14_month,32,ok
D8O8B2C4X2,36_month,36,ok
D9N0U7M9X3,36_month,81,ok
E2P5Q8S5A7,14_month,18,ok
E2P5Q8S5A7,36_month,13,ok
E3O3H8O7H4,36_month,19,ok
E7G3N4A1K5,36_month,63,ok
E7T7O3G7J5,36_month,35,ok
E7Z4G3O5K2,14_month,12,ok
E7Z4G3O5K2,36_month,61,ok
F3N4H0K1Z1,14_month,135,ok
F3N4H0K1Z1,36_month,93,ok
F6J0V8B6S4,36_month,63,ok
F8N7H3T0O1,14_month,39,ok
F8N7H3T0O1,36_month,10,ok
F8V2U5P1A0,14_month,19,ok
F8V2U5P1A0,36_month,94,ok
G2N1M4K2S0,14_month,8,ok
G3A6S5R9F7,14_month,9,ok
G3A6S5R9F7,36_month,11,ok
G3D3S2N7W8,14_month,12,ok
G4J8F6F4X0,14_month,34,ok
G4J8F6F4X0,36_month,67,ok
G8Q8I6N0I3,14_month,63,ok
H3B5L5F8T1,14_month,6,ok
H3B5L5F8T1,36_month,23,ok
H7C3T0K5E5,14_month,20,ok
H7C3T0K5E5,36_month,36,ok
I8T4E2J3M6,14_month,6,ok
I8T4E2J3M6,36_month,9,ok
J3J0V4T8C3,14_month,83,ok
J3J0V4T8C3,36_month,50,ok
J4J6X7C4D9,14_month,47,ok
J4J6X7C4D9,36_month,42,ok
K6I1Q4G2V4,14_month,26,ok
K6O1J5K7Z0,14_month,15,ok
K6O1J5K7Z0,36_month,126,ok
L0B0Q5O3Q3,14_month,100,ok
L0B0Q5O3Q3,36_month,200,ok
L0C6T6H2C6,14_month,28,ok
L0C6T6H2C6,36_month,55,ok
L3F0P2N3D1,14_month,40,ok
L4K0P3T4Q8,14_month,62,ok
L4M1H7J7G3,14_month,40,ok
L4M1H7J7G3,36_month,86,ok
L4M8P2T7S0,36_month,75,ok
L5Q0Z1W8S2,14_month,4,ok
L5V8G4A3K7,14_month,121,ok
L6F2P7K8P1,14_month,42,ok
L6F2P7K8P1,36_month,39,ok
L7Z6Q2U6Y6,36_month,56,ok
M2N1C8G1C8,14_month,6,ok
M4R4B8C7G8,36_month,33,ok
M5F7G8S4F0,14_month,42,ok
M5H7X4O2M2,14_month,61,ok
M5H7X4O2M2,36_month,14,ok
M5O1K4W9O1,14_month,26,ok
M5O1K4W9O1,36_month,25,ok
M5Y0K3C9L0,14_month,13,ok
M5Y0K3C9L0,36_month,24,ok
N2H7T0A7U5,36_month,23,ok
N2Z6J3E5Q5,14_month,43,ok
N2Z6J3E5Q5,36_month,50,ok
N3C7S2N8O0,14_month,24,ok
N3C7S2N8O0,36_month,41,ok
N3L7A1I2B9,14_month,200,ok
N3L7A1I2B9,36_month,200,ok
N5I9D3R2M1,14_month,84,ok
N5I9D3R2M1,36_month,61,ok
N6O9P4J0Q2,14_month,20,ok
O2U2C6W2S9,14_month,37,ok
O2U2C6W2S9,36_month,37,ok
O5Q7I1O6N2,14_month,34,ok
O5Q7I1O6N2,36_month,57,ok
O6F1J9U1J2,14_month,13,ok
O6F1J9U1J2,36_month,6,ok
O7X6W5O8E0,14_month,122,ok
O7X6W5O8E0,36_month,200,ok
P3A4R4S2O3,14_month,29,ok
Q9W9P7Z3J7,14_month,14,ok
Q9W9P7Z3J7,36_month,50,ok
R2C7W8X7N9,14_month,7,ok
R4O0P4P3J4,36_month,21,ok
R6R8Q6A7K0,14_month,7,ok
R6R8Q6A7K0,36_month,89,ok
S0M6Z7D5X7,14_month,22,ok
S0M6Z7D5X7,36_month,147,ok
S2C4T1Y7V7,14_month,48,ok
S2C4T1Y7V7,36_month,42,ok
S4C2W1M7Q0,36_month,200,ok
S4O9O2E5Z0,14_month,22,ok
S4O9O2E5Z0,36_month,67,ok
S6T9X3C8Y2,14_month,49,ok
S7F0B6H3A3,14_month,21,ok
S7F0B6H3A3,36_month,61,ok
S7Y0I2P0S8,14_month,38,ok
S7Y0I2P0S8,36_month,104,ok
S9B3J7I4R1,14_month,17,ok
S9B3J7I4R1,36_month,93,ok
S9D2T7Y9B1,14_month,18,ok
S9D2T7Y9B1,36_month,7,ok
T1G8F8W8Y8,14_month,25,ok
T1G8F8W8Y8,36_month,98,ok
T2H0J0N2Z5,14_month,18,ok
T2H0J0N2Z5,36_month,14,ok
T8P2Z1M9O9,14_month,6,ok
T8P2Z1M9O9,36_month,14,ok
U6O5F2B7T5,14_month,15,ok
U6O5F2B7T5,36_month,16,ok
V7D7K3H8B4,14_month,15,ok
V7D7K3H8B4,36_month,22,ok
V9X2Q7S1E1,14_month,3,ok
W2E0Z9B7Z8,36_month,28,ok
W3I4D2X4Z4,14_month,58,ok
W3I4D2X4Z4,36_month,94,ok
W3O7N1N8U2,14_month,30,ok
W3O7N1N8U2,36_month,14,ok
W3P0N4W0X9,14_month,51,ok
W3P0N4W0X9,36_month,63,ok
W4O4B5W7K0,36_month,86,ok
W7P7J6H1H6,14_month,11,ok
W9K7Y8Y0V6,36_month,124,ok
W9S0D6Q7Z5,14_month,41,ok
X1U1P0D1X3,14_month,15,ok
X1U1P0D1X3,36_month,21,ok
X2N4R2N5V8,36_month,29,ok
Y4W4H9A8X5,36_month,10,ok
Y6Z4H0C5U2,14_month,33,ok
Y6Z4H0C5U2,36_month,132,ok
Z1J6X4Y3Z4,14_month,31,ok
Z2E7T3I3H2,14_month,24,ok
Z2E7T3I3H2,36_month,67,ok
