epoch,train_loss,f1,precision,recall,auroc,auprc,loss
1,0.4784820547430105,0.8832335329341316,0.8380681818181818,0.9335443037974683,0.8297732067510549,0.9327774138082616,0.4124706546658451
2,0.4110881479126081,0.8909090909090909,0.8546511627906976,0.930379746835443,0.8488594409282701,0.939473803716628,0.39930121882737263
3,0.39547899097630246,0.8839941262848752,0.8246575342465754,0.9525316455696202,0.8528151371308018,0.9407180210307344,0.4374371664689004
4,0.3963490143935643,0.8824476650563606,0.898360655737705,0.8670886075949367,0.8587981276371308,0.9428392615728176,0.40492476522922516
5,0.3678139845192067,0.8772504091653027,0.9084745762711864,0.8481012658227848,0.8592101793248945,0.9433616238470579,0.4099335537373441
6,0.35331196675217824,0.8970814132104454,0.8716417910447761,0.9240506329113924,0.8607924578059072,0.9418014957402885,0.4012439273731801
7,0.3433334109803866,0.886535552193646,0.8492753623188406,0.9272151898734177,0.8514306434599156,0.9390116333327734,0.4282133265317065
8,0.3346748328720168,0.883572567783094,0.8906752411575563,0.8765822784810127,0.8611880274261604,0.9423022121954684,0.4310198664231208
9,0.34290663867559945,0.8858447488584474,0.8533724340175953,0.9208860759493671,0.8491231540084387,0.9380027219006398,0.43435258208547983
10,0.3344454888617043,0.8782894736842105,0.9143835616438356,0.8449367088607594,0.8682093881856539,0.944423919519296,0.4180456469359907
