epoch,train_loss,loss_bce,loss_div,val_loss,val_f1,val_auroc
1,0.5673258783399756,0.5673258783399756,0.0,0.6136872865664909,0.8298653610771114,0.5459349334691539
2,0.5537400841712952,0.5537400841712952,0.0,0.5933915041542951,0.8339483394833949,0.5706797393943253
3,0.5442158841542181,0.5442158841542181,0.0,0.6038855496310789,0.8319018404907975,0.5794231871140255
4,0.5404371278842693,0.5404371278842693,0.0,0.5893798510088083,0.8355995055624228,0.6038708855924111
5,0.5325787142297338,0.5325787142297338,0.0,0.576568349759449,0.8331273176761433,0.6394176694042997
6,0.5231651448961442,0.5231651448961442,0.0,0.5618905096965604,0.8282828282828283,0.6734789159822583
7,0.5150466627881006,0.5150466627881006,0.0,0.5542359786677061,0.8333333333333334,0.7180238110396638
8,0.507628261816078,0.507628261816078,0.0,0.5382940515439381,0.834403080872914,0.737526792725112
9,0.4886702895920894,0.4886702895920894,0.0,0.527313429690804,0.8376288659793815,0.7544831391523948
10,0.47999148592731067,0.47999148592731067,0.0,0.5321181350110964,0.8335483870967741,0.750387300778846
11,0.4692284222030398,0.4692284222030398,0.0,0.5222450034248655,0.835742444152431,0.7612953884679867
12,0.46907481335595175,0.46907481335595175,0.0,0.5277608879861347,0.8317631224764468,0.7486683219795844
13,0.46114189279866097,0.46114189279866097,0.0,0.5281169578456417,0.8342105263157895,0.7515545086055049
14,0.45523006208051886,0.45523006208051886,0.0,0.521367184541122,0.8429530201342282,0.752870270155557
15,0.4453109094334133,0.4453109094334133,0.0,0.5290135026453492,0.8311345646437994,0.7515757305659898
16,0.440985006124235,0.440985006124235,0.0,0.5319205303890747,0.8317880794701987,0.7482863266908597
17,0.43549288907632006,0.43549288907632006,0.0,0.5234158473502393,0.8368983957219251,0.7568387767661977
18,0.4328719967512915,0.4328719967512915,0.0,0.5237811092271715,0.8433734939759037,0.7564567814774729
19,0.4300838439597696,0.4300838439597696,0.0,0.5322039848949495,0.8348993288590604,0.7492413149126718
20,0.42237762944196083,0.42237762944196083,0.0,0.5311662018022434,0.8408488063660478,0.75374037053543
