epoch,train_loss,f1,f1_macro,f1_weighted,balanced_accuracy,precision,recall,auroc,auprc,loss
1,0.90940569436611,0.8989751098096632,0.7988325330707704,0.8475861559568104,0.7946827017623478,0.8924418604651163,0.9056047197640118,0.8734588911580061,0.9374612559691136,0.8685658888613853
2,0.6901792169034139,0.8975069252077562,0.754016620498615,0.8238737425280654,0.7257393540579382,0.8459530026109661,0.9557522123893806,0.8366235534377127,0.910914525520234,1.436600814777227
3,0.42856788422202613,0.875,0.77734375,0.8248869243421053,0.7950987066031314,0.9053627760252366,0.8466076696165191,0.8571464589163704,0.9324041548567514,1.2746497001420354
4,0.14442892156784412,0.8562596599690881,0.7526581318713366,0.803095717918926,0.7760759397927539,0.8993506493506493,0.8171091445427728,0.8498096462698231,0.9308964260043822,2.0935169822837048
5,0.07414640198412474,0.8710166919575114,0.7675241562554356,0.8179086802156567,0.7822781937826185,0.896875,0.8466076696165191,0.829828807704914,0.9088700422872562,2.8754487686851316
6,0.08563676682989899,0.8870056497175142,0.747424393486208,0.8153784261251333,0.728084108615082,0.8509485094850948,0.9262536873156342,0.803116254443688,0.8888841225224463,3.4284750410762648
7,0.06459510620432674,0.8641975308641975,0.7654320987654321,0.8135152696556205,0.7890477271008245,0.9061488673139159,0.8259587020648967,0.8368126465471598,0.9113850354917956,4.277428299059702
8,0.06986173619490749,0.8714069591527988,0.7663807704130527,0.8175119412468764,0.7794796157628017,0.8944099378881988,0.8495575221238938,0.8092932960189597,0.8971488259730515,4.695809656636062
9,0.04596593916072777,0.8845070422535212,0.7392832240970576,0.8099842934627044,0.7195371000680735,0.8463611859838275,0.9262536873156342,0.7881526863827748,0.8797615023532682,5.551543973861061
10,0.08632361540147256,0.8913963328631875,0.7560429940178006,0.8219386984556862,0.735307465395961,0.8540540540540541,0.9321533923303835,0.7986032322315507,0.8859984505799638,5.152847943369176
11,0.112962100759793,0.8781204111600588,0.7594065259263497,0.8172014437374976,0.7572422660918237,0.8742690058479532,0.8820058997050148,0.8043516627587424,0.8912514150329148,5.815795062057369
12,0.07987624199167154,0.88,0.7418867924528302,0.8091261171797418,0.7277815596399668,0.853185595567867,0.9085545722713865,0.784585129717873,0.8778288034659281,7.027329562610583
13,0.02863097299910846,0.8847262247838616,0.7588768738598207,0.8201456368096828,0.7476741547538008,0.8647887323943662,0.9056047197640118,0.7875475884325442,0.878686695939191,7.917427047791876
14,0.03650924060706939,0.8558421851289834,0.7401740569913691,0.7964861720057339,0.7535360411466606,0.88125,0.831858407079646,0.7965106018203363,0.8911088185310176,6.747296984117749
15,0.05272058705241335,0.8746268656716418,0.7637597138275565,0.8177345114358612,0.769760229937221,0.8851963746223565,0.8643067846607669,0.8091672339459951,0.8942781399289503,7.4451380224570896
16,0.08298450893479324,0.8875912408759125,0.7741920962088813,0.8293995745336202,0.7688904016337645,0.8786127167630058,0.8967551622418879,0.8060913193656556,0.8914177307390205,5.658302210005689
17,0.005126742501653544,0.872992700729927,0.7448663944178269,0.807243675122402,0.7401482489978065,0.8641618497109826,0.8820058997050148,0.7983889267075107,0.8883947988434849,8.869734054065297
18,0.05247363893597282,0.8751835535976505,0.7536090928161413,0.8127966592492445,0.751493835564632,0.8713450292397661,0.8790560471976401,0.7954516804074326,0.8858945921500156,8.20850778942829
19,0.07094800833038728,0.8826979472140762,0.7674359301287772,0.8235503331834623,0.7644656228727025,0.8775510204081632,0.887905604719764,0.8035322592844717,0.8888402193935232,6.415366706217803
20,0.03675862896262621,0.8885672937771346,0.7700755020921872,0.8277622954124906,0.7604946675743136,0.8721590909090909,0.9056047197640118,0.7827320172452914,0.8749441951194619,8.609068379017062
