epoch,train_loss,f1,precision,recall,auroc,auprc,loss
1,0.5740281924048423,0.8460508701472557,0.7331786542923434,1.0,0.7277655476059439,0.8830371513077405,0.5411359958195078
2,0.5406188110328648,0.8460508701472557,0.7331786542923434,1.0,0.7455696202531645,0.8888995809065399,0.5195073096768762
3,0.5382501606173774,0.8460508701472557,0.7331786542923434,1.0,0.7610897083104018,0.8965219456111811,0.555301669440524
4,0.5155848463603688,0.8766328011611031,0.8096514745308311,0.9556962025316456,0.7900110071546506,0.9085654885755031,0.48629707637353176
5,0.49353548823014004,0.8497970230040596,0.7423167848699763,0.9936708860759493,0.817473858007705,0.9213498787304949,0.47725667754348083
6,0.48707537340535906,0.8483221476510067,0.7365967365967366,1.0,0.833599339570721,0.9296824739915619,0.47760402188223644
7,0.4690633195215832,0.8587570621468926,0.7755102040816326,0.9620253164556962,0.8387451843698404,0.9320656177550706,0.4367973507142122
8,0.4574449606109084,0.8713450292397661,0.8097826086956522,0.9430379746835443,0.8456796917996697,0.9352456189047667,0.42290777196187157
9,0.4632178605466649,0.8654781199351702,0.8870431893687708,0.8449367088607594,0.8546780407264721,0.9393737438693072,0.4305561471151365
10,0.4361980536982451,0.8709219858156029,0.7892030848329049,0.9715189873417721,0.8635112823335167,0.9441318972392854,0.4201535104045735
11,0.43943186985182453,0.8913043478260869,0.875,0.9082278481012658,0.8731975784259769,0.9494285234306131,0.38950526140405517
12,0.4072833394135891,0.8895612708018155,0.8521739130434782,0.930379746835443,0.8804072647220693,0.9541036623524064,0.3779224483015366
13,0.41674180432278907,0.8865671641791045,0.8389830508474576,0.939873417721519,0.8847826086956523,0.955237086314088,0.3771059813189673
14,0.41342916736886487,0.8923556942277691,0.88,0.9050632911392406,0.8874793615850303,0.9572308066851932,0.36501387432390464
15,0.40426829932392505,0.9007633587786259,0.8702064896755162,0.9335443037974683,0.8932030820033021,0.9588683179075145,0.36106990495579977
16,0.3937039261415294,0.8798701298701299,0.9033333333333333,0.8575949367088608,0.8943037974683544,0.9591287544956408,0.36012317216036765
17,0.40437159775369136,0.8885298869143781,0.9075907590759076,0.870253164556962,0.8969730324711063,0.9600668986150259,0.3554301738324132
18,0.38012022434710363,0.8865979381443299,0.8292011019283747,0.9525316455696202,0.896230049532196,0.9608156946018189,0.3961929313129726
19,0.39090066986807787,0.9003115264797508,0.8865030674846626,0.9145569620253164,0.9023940561364887,0.9623908255230733,0.3431802963159477
20,0.3843085642912568,0.9032258064516129,0.9210526315789473,0.8860759493670886,0.9045954870665932,0.9632511820420516,0.3468181661691024
