epoch,train_loss,val_loss,val_f1,val_auroc,val_threshold
1,0.38709650465831663,0.33652904053980653,0.8210818307905686,0.8184079601990051,0.95
2,0.2999721105044015,0.30922096809654526,0.8017118402282454,0.8116478675325662,0.95
3,0.27467725866874637,0.2867481198274728,0.8028776978417266,0.8124264175306672,0.95
4,0.2569871958039233,0.2852362711546999,0.8220689655172414,0.8047928297444078,0.95
5,0.24880299454437937,0.2767636717268915,0.825136612021858,0.8125973187497626,0.95
6,0.24823455332557937,0.2743635446284757,0.8194444444444444,0.8102426797311153,0.95
7,0.24987007044075768,0.28331945734945213,0.8331071913161465,0.8118567468003495,0.95
8,0.2381382654938433,0.2577411761563836,0.8095238095238095,0.8155785955717595,0.95
9,0.23716573748323652,0.26802307785008894,0.8174386920980926,0.8121985492385403,0.95
10,0.22846048168730046,0.27056814786611183,0.8222523744911805,0.800729178534807,0.95
11,0.21033085128607382,0.2637811449328155,0.8128491620111732,0.8139835175268695,0.95
12,0.2075536306137624,0.2582674839844306,0.8106591865357644,0.8145152102084995,0.95
