epoch,train_loss,val_loss,val_f1,val_auroc,val_threshold
1,0.3907335984401214,0.3391295470200576,0.8208778173190985,0.8304977853392391,0.95
2,0.30301748634530945,0.3218621666748802,0.8292108362779741,0.8265524625267666,0.95
3,0.2905869484998477,0.3181415226358872,0.8229665071770335,0.8322871139010297,0.9
4,0.26710296906530856,0.2929023051416719,0.8352941176470589,0.8351911061570502,0.9
5,0.24934820831777194,0.2927135368446251,0.8292682926829268,0.8225924730867386,0.95
6,0.24690509537855784,0.27336853616810464,0.8058252427184466,0.8309817840485758,0.95
7,0.2372021679312755,0.2856787233190103,0.8373702422145328,0.8260244639347628,0.95
8,0.23088587931333443,0.2768565674203557,0.8325581395348837,0.8357924378868323,0.95
9,0.23019616200755805,0.2705824520777572,0.8133971291866029,0.832697779472588,0.95
10,0.23158270265811529,0.27283184680265266,0.8266033254156769,0.8359097709072776,0.95
11,0.2310085382312536,0.2816228054754146,0.8425925925925926,0.8273957936112168,0.95
12,0.21501453921963007,0.2727257071377395,0.8414918414918415,0.8350884397641605,0.95
13,0.21370946780229227,0.2653527734922124,0.8368298368298368,0.83563110498372,0.95
14,0.21185571767198733,0.3032400325521246,0.8699453551912568,0.8326097797072541,0.95
15,0.2164494644372891,0.28060519371133347,0.8609566184649611,0.8325951130796985,0.95
16,0.19556967625633265,0.27003366674308654,0.854875283446712,0.8378530990584026,0.95
17,0.19907005606935574,0.265198195425721,0.8189349112426035,0.8280191252823326,0.95
18,0.19499960493965027,0.2659887109774274,0.8410138248847926,0.8372004341321756,0.95
19,0.19578632421982595,0.2816217095627413,0.8488241881298992,0.8270804611187704,0.95
