epoch,train_loss,val_loss,val_f1,val_auroc,val_threshold
1,0.39403897786841674,0.335065492357199,0.8312159709618875,0.8439458624761559,0.85
2,0.30233965407871555,0.245165125395243,0.8336380255941499,0.8492445574832713,0.95
3,0.27928634370546535,0.24648680151082003,0.8120300751879699,0.856026887092379,0.95
4,0.2793834277711033,0.2255457260001164,0.8351254480286738,0.851515426772035,0.95
5,0.253643284606583,0.23058339681189793,0.8387096774193549,0.8443697580767251,0.95
6,0.25263552738530604,0.21828369352106863,0.8113207547169812,0.8462772882792867,0.95
7,0.24796997882189795,0.22138340011812174,0.8402154398563735,0.8483059315105823,0.95
8,0.2433752378120142,0.22217408825571722,0.8521739130434782,0.841614436673025,0.95
9,0.23441254516127963,0.21558306065316385,0.8486956521739131,0.8417355497017591,0.9
10,0.22651460625197553,0.2194244352957377,0.8653198653198653,0.8514851485148515,0.95
11,0.23088854077647175,0.21006361638697293,0.8469750889679716,0.850516244284979,0.95
12,0.23045915346676948,0.23046430873756224,0.8472222222222222,0.8409785932721713,0.9
13,0.2164160488215507,0.21197854655866438,0.8198529411764706,0.8421291670451448,0.95
14,0.21895407340847528,0.210406969086482,0.853195164075993,0.8408877585006207,0.95
15,0.21808505550498877,0.2171297941643458,0.8359788359788359,0.830350925000757,0.95
