epoch,train_loss,f1,precision,recall,auroc,auprc,loss
1,0.7596051269128458,0.8675034867503487,0.7755610972568578,0.9841772151898734,0.7229199630801688,0.8797275473186426,0.8998069735975751
2,0.6967425680906054,0.8579545454545454,0.7783505154639175,0.9556962025316456,0.7544501582278481,0.8960436457203224,0.9022135093887609
3,0.6458511827215331,0.8726752503576538,0.7963446475195822,0.9651898734177216,0.7505933544303798,0.8900412544124717,0.7192810643496999
4,0.6501774903258621,0.8722466960352423,0.8136986301369863,0.939873417721519,0.7579938027426161,0.8942106506470842,0.7942048420323282
5,0.6788191713595673,0.8607594936708861,0.8607594936708861,0.8607594936708861,0.7674050632911394,0.9035403928865093,0.6557506788995472
6,0.6439614123969836,0.8702290076335878,0.8407079646017699,0.9018987341772152,0.7680643459915611,0.904172652887683,0.6937715173098872
7,0.6153291641726615,0.8731988472622478,0.8015873015873016,0.9588607594936709,0.7640592035864978,0.9049514338392557,1.0448755406145722
8,0.6312738455928417,0.8336079077429983,0.8694158075601375,0.8006329113924051,0.7701081223628693,0.9089163532719373,0.739017287046819
9,0.6150900992077658,0.8719424460431655,0.7994722955145118,0.9588607594936709,0.7633339926160339,0.9061678344474886,1.051662727872951
10,0.5920751842095116,0.8721804511278195,0.830945558739255,0.9177215189873418,0.76832805907173,0.911491444381227,0.796539428910716
11,0.6101287438500601,0.8766716196136701,0.8263305322128851,0.9335443037974683,0.7787117616033755,0.9144789285368979,0.7843297744194222
12,0.5870037491200821,0.848966613672496,0.853035143769968,0.8449367088607594,0.7834256329113924,0.9174375444322125,0.7667397434415901
13,0.6116362834330564,0.8698315467075038,0.8427299703264095,0.8987341772151899,0.7856012658227849,0.9205059710782134,0.7908565211069077
14,0.5748447512884602,0.8427876823338736,0.8637873754152824,0.8227848101265823,0.7852716244725739,0.9204748192117123,0.7428779292161477
15,0.5705147351669358,0.8507936507936508,0.8535031847133758,0.8481012658227848,0.7874802215189873,0.9220359288506035,0.6910877274780508
16,0.5821628192465623,0.858034321372855,0.8461538461538461,0.870253164556962,0.7864912974683546,0.9213720646207952,0.7371062638018508
17,0.5474522042289864,0.8497576736672051,0.8679867986798679,0.8322784810126582,0.7903810654008439,0.9226226280221159,0.7397368615073423
18,0.5408450466153675,0.8544303797468354,0.8544303797468354,0.8544303797468354,0.7906777426160339,0.9226469421884717,0.7170025729467604
19,0.5685797928402284,0.880466472303207,0.8162162162162162,0.9556962025316456,0.7871011339662448,0.9211199373048757,0.9745528062042011
20,0.5564984515607121,0.8149405772495756,0.8791208791208791,0.759493670886076,0.787018723628692,0.9206744117629384,0.9308439426051717
