child_id,n_segments,status
A1H3H9Y3T1,71,ok
A2M5H0V6E3,16,ok
A2P7X9N8L7,25,ok
A3G3T7I1A5,3,ok
A4E8K1L5Y2,131,ok
A5X1S7S1E7,8,ok
A6S0V1J3G6,5,ok
A6Y4Y7X2G1,20,ok
A6Z2B3J2A9,98,ok
A8P5O6Z7X6,4,ok
B1L0B3F6F1,52,ok
B1S3L8Q7Y6,99,ok
B2R3Q8L2Y3,61,ok
B4Q3G8H2N3,105,ok
B8I6G9P2G8,2,ok
B9P5V1I5O5,7,ok
C0O6X3N5Y7,62,ok
C1G1X2G4C6,5,ok
C1I8N8L4Q4,14,ok
C3A8Q4J6E5,7,ok
C4C7T6W2I0,24,ok
C5L2D6N1W6,17,ok
C5U1P3X9F0,25,ok
D4Y7P4G2V4,164,ok
D8G5K7I0D6,26,ok
D8O8B2C4X2,45,ok
D9N0U7M9X3,21,ok
E2P5Q8S5A7,44,ok
E3O3H8O7H4,35,ok
E7G3N4A1K5,11,ok
E7T7O3G7J5,16,ok
E7Z4G3O5K2,42,ok
F3N4H0K1Z1,130,ok
F6J0V8B6S4,32,ok
F8N7H3T0O1,40,ok
F8V2U5P1A0,74,ok
G2N1M4K2S0,3,ok
G3A6S5R9F7,42,ok
G3D3S2N7W8,23,ok
G4J8F6F4X0,57,ok
G8Q8I6N0I3,19,ok
H3B5L5F8T1,27,ok
H7C3T0K5E5,19,ok
I8T4E2J3M6,3,ok
J3J0V4T8C3,103,ok
J4J6X7C4D9,54,ok
K6I1Q4G2V4,19,ok
K6O1J5K7Z0,76,ok
L0B0Q5O3Q3,200,ok
L0C6T6H2C6,50,ok
L3F0P2N3D1,17,ok
L4K0P3T4Q8,23,ok
L4M1H7J7G3,86,ok
L4M8P2T7S0,76,ok
L5Q0Z1W8S2,7,ok
L5V8G4A3K7,35,ok
L6F2P7K8P1,34,ok
L7Z6Q2U6Y6,14,ok
M2N1C8G1C8,1,ok
M4R4B8C7G8,9,ok
M5F7G8S4F0,31,ok
M5H7X4O2M2,38,ok
M5O1K4W9O1,20,ok
M5Y0K3C9L0,17,ok
N2H7T0A7U5,17,ok
N2Z6J3E5Q5,41,ok
N3C7S2N8O0,27,ok
N3L7A1I2B9,200,ok
N5I9D3R2M1,45,ok
N6O9P4J0Q2,22,ok
O2U2C6W2S9,24,ok
O5Q7I1O6N2,53,ok
O6F1J9U1J2,36,ok
O7X6W5O8E0,106,ok
P3A4R4S2O3,10,ok
Q9W9P7Z3J7,26,ok
R2C7W8X7N9,3,ok
R4O0P4P3J4,43,ok
R6R8Q6A7K0,47,ok
S0M6Z7D5X7,15,ok
S2C4T1Y7V7,69,ok
S4C2W1M7Q0,49,ok
S4O9O2E5Z0,56,ok
S6T9X3C8Y2,13,ok
S7F0B6H3A3,84,ok
S7Y0I2P0S8,70,ok
S9B3J7I4R1,50,ok
S9D2T7Y9B1,14,ok
T1G8F8W8Y8,66,ok
T2H0J0N2Z5,12,ok
T8P2Z1M9O9,19,ok
U6O5F2B7T5,36,ok
V7D7K3H8B4,55,ok
V9X2Q7S1E1,9,ok
W2E0Z9B7Z8,22,ok
W3I4D2X4Z4,28,ok
W3O7N1N8U2,10,ok
W3P0N4W0X9,25,ok
W4O4B5W7K0,23,ok
W7P7J6H1H6,11,ok
W9K7Y8Y0V6,57,ok
W9S0D6Q7Z5,22,ok
X1U1P0D1X3,16,ok
X2N4R2N5V8,8,ok
Y4W4H9A8X5,3,ok
Y6Z4H0C5U2,96,ok
Z1J6X4Y3Z4,5,ok
Z2E7T3I3H2,11,ok
Z3H6O7C3O9,10,ok
synthetic_default_14_18mo_42_000002,1,ok
synthetic_default_14_18mo_42_000006,2,ok
synthetic_default_14_18mo_42_000007,1,ok
synthetic_default_14_18mo_42_000012,1,ok
synthetic_default_14_18mo_42_000018,0,no_valid_segments
synthetic_default_14_18mo_42_000019,1,ok
synthetic_default_14_18mo_42_000023,0,no_valid_segments
synthetic_default_14_18mo_42_000029,1,ok
synthetic_default_14_18mo_42_000031,2,ok
synthetic_default_14_18mo_42_000033,1,ok
synthetic_default_14_18mo_42_000039,0,no_valid_segments
synthetic_default_14_18mo_42_000043,1,ok
synthetic_default_14_18mo_42_000046,2,ok
synthetic_default_14_18mo_42_000048,0,no_valid_segments
synthetic_default_14_18mo_42_000049,1,ok
synthetic_default_14_18mo_42_000052,1,ok
synthetic_default_14_18mo_42_000060,0,no_valid_segments
synthetic_default_14_18mo_42_000069,1,ok
synthetic_default_14_18mo_42_000071,0,no_valid_segments
synthetic_default_14_18mo_42_000084,0,no_valid_segments
synthetic_default_14_18mo_42_000085,1,ok
synthetic_default_14_18mo_42_000088,1,ok
synthetic_default_14_18mo_42_000090,0,no_valid_segments
synthetic_default_14_18mo_42_000097,1,ok
synthetic_default_14_18mo_42_000107,1,ok
synthetic_default_14_18mo_42_000108,2,ok
synthetic_default_14_18mo_42_000109,2,ok
synthetic_default_14_18mo_42_000110,2,ok
synthetic_default_14_18mo_42_000115,2,ok
synthetic_default_14_18mo_42_000119,1,ok
synthetic_default_14_18mo_42_000120,1,ok
synthetic_default_14_18mo_42_000122,1,ok
synthetic_default_14_18mo_42_000126,0,no_valid_segments
synthetic_default_14_18mo_42_000127,1,ok
synthetic_default_14_18mo_42_000129,1,ok
synthetic_default_14_18mo_42_000131,0,no_valid_segments
synthetic_default_14_18mo_42_000135,0,no_valid_segments
synthetic_default_14_18mo_42_000140,0,no_valid_segments
synthetic_default_14_18mo_42_000143,0,no_valid_segments
synthetic_default_14_18mo_42_000145,1,ok
synthetic_default_14_18mo_42_000146,1,ok
synthetic_default_14_18mo_42_000153,0,no_valid_segments
synthetic_default_14_18mo_42_000160,1,ok
synthetic_default_14_18mo_42_000165,0,no_valid_segments
synthetic_default_14_18mo_42_000167,0,no_valid_segments
synthetic_default_14_18mo_42_000169,1,ok
synthetic_default_14_18mo_42_000172,2,ok
synthetic_default_14_18mo_42_000179,4,ok
synthetic_default_14_18mo_42_000180,0,no_valid_segments
synthetic_default_14_18mo_42_000185,1,ok
synthetic_default_14_18mo_42_000188,2,ok
synthetic_default_14_18mo_42_000193,5,ok
synthetic_default_14_18mo_42_000196,2,ok
synthetic_default_14_18mo_42_000197,0,no_valid_segments
synthetic_default_14_18mo_42_000199,2,ok
synthetic_default_14_18mo_42_000201,1,ok
synthetic_default_14_18mo_42_000202,1,ok
synthetic_default_14_18mo_42_000203,2,ok
synthetic_default_14_18mo_42_000204,2,ok
synthetic_default_14_18mo_42_000211,4,ok
synthetic_default_14_18mo_42_000212,2,ok
synthetic_default_14_18mo_42_000219,1,ok
synthetic_default_14_18mo_42_000221,0,no_valid_segments
synthetic_default_14_18mo_42_000222,0,no_valid_segments
synthetic_default_14_18mo_42_000223,0,no_valid_segments
synthetic_default_14_18mo_42_000224,0,no_valid_segments
synthetic_default_14_18mo_42_000227,3,ok
synthetic_default_14_18mo_42_000228,3,ok
synthetic_default_14_18mo_42_000231,1,ok
synthetic_default_14_18mo_42_000239,4,ok
synthetic_default_14_18mo_42_000243,0,no_valid_segments
synthetic_default_14_18mo_42_000248,2,ok
synthetic_default_14_18mo_42_000253,1,ok
synthetic_default_14_18mo_42_000259,0,no_valid_segments
synthetic_default_14_18mo_42_000261,2,ok
synthetic_default_14_18mo_42_000264,0,no_valid_segments
synthetic_default_14_18mo_42_000277,2,ok
synthetic_default_14_18mo_42_000280,0,no_valid_segments
synthetic_default_14_18mo_42_000281,1,ok
synthetic_default_14_18mo_42_000283,3,ok
synthetic_default_14_18mo_42_000284,2,ok
synthetic_default_14_18mo_42_000287,1,ok
synthetic_default_14_18mo_42_000289,1,ok
synthetic_default_14_18mo_42_000290,1,ok
synthetic_default_14_18mo_42_000292,0,no_valid_segments
synthetic_default_14_18mo_42_000293,1,ok
synthetic_default_14_18mo_42_000297,2,ok
synthetic_default_14_18mo_42_000305,2,ok
synthetic_default_14_18mo_42_000310,0,no_valid_segments
synthetic_default_14_18mo_42_000313,1,ok
synthetic_default_14_18mo_42_000314,0,no_valid_segments
synthetic_default_14_18mo_42_000315,1,ok
synthetic_default_14_18mo_42_000320,0,no_valid_segments
synthetic_default_14_18mo_42_000324,1,ok
synthetic_default_14_18mo_42_000325,0,no_valid_segments
synthetic_default_14_18mo_42_000326,2,ok
synthetic_default_14_18mo_42_000329,3,ok
synthetic_default_14_18mo_42_000332,3,ok
synthetic_default_14_18mo_42_000335,1,ok
synthetic_default_14_18mo_42_000338,3,ok
synthetic_default_14_18mo_42_000342,1,ok
synthetic_default_14_18mo_42_000343,1,ok
synthetic_default_14_18mo_42_000344,0,no_valid_segments
synthetic_default_14_18mo_42_000345,2,ok
synthetic_default_14_18mo_42_000346,0,no_valid_segments
synthetic_default_14_18mo_42_000347,0,no_valid_segments
synthetic_default_14_18mo_42_000349,0,no_valid_segments
synthetic_default_14_18mo_42_000350,2,ok
synthetic_default_14_18mo_42_000351,1,ok
synthetic_default_14_18mo_42_000353,4,ok
synthetic_default_14_18mo_42_000354,1,ok
synthetic_default_14_18mo_42_000358,1,ok
synthetic_default_14_18mo_42_000360,0,no_valid_segments
synthetic_default_14_18mo_42_000361,0,no_valid_segments
synthetic_default_14_18mo_42_000364,3,ok
synthetic_default_14_18mo_42_000367,1,ok
synthetic_default_14_18mo_42_000368,0,no_valid_segments
synthetic_default_14_18mo_42_000369,1,ok
synthetic_default_14_18mo_42_000372,1,ok
synthetic_default_14_18mo_42_000374,1,ok
synthetic_default_14_18mo_42_000376,2,ok
synthetic_default_14_18mo_42_000383,0,no_valid_segments
synthetic_default_14_18mo_42_000389,2,ok
synthetic_default_14_18mo_42_000392,1,ok
synthetic_default_14_18mo_42_000395,1,ok
synthetic_default_14_18mo_42_000401,4,ok
synthetic_default_14_18mo_42_000406,0,no_valid_segments
synthetic_default_14_18mo_42_000408,0,no_valid_segments
synthetic_default_14_18mo_42_000409,3,ok
synthetic_default_14_18mo_42_000411,0,no_valid_segments
synthetic_default_14_18mo_42_000413,1,ok
synthetic_default_14_18mo_42_000415,0,no_valid_segments
synthetic_default_14_18mo_42_000429,0,no_valid_segments
synthetic_default_14_18mo_42_000433,0,no_valid_segments
synthetic_default_14_18mo_42_000436,0,no_valid_segments
synthetic_default_14_18mo_42_000442,3,ok
synthetic_default_14_18mo_42_000446,0,no_valid_segments
synthetic_default_14_18mo_42_000448,0,no_valid_segments
synthetic_default_14_18mo_42_000455,0,no_valid_segments
synthetic_default_14_18mo_42_000460,1,ok
synthetic_default_14_18mo_42_000461,1,ok
synthetic_default_14_18mo_42_000462,0,no_valid_segments
synthetic_default_14_18mo_42_000464,2,ok
synthetic_default_14_18mo_42_000465,0,no_valid_segments
synthetic_default_14_18mo_42_000467,1,ok
synthetic_default_14_18mo_42_000470,2,ok
synthetic_default_14_18mo_42_000471,1,ok
synthetic_default_14_18mo_42_000474,0,no_valid_segments
synthetic_default_14_18mo_42_000477,0,no_valid_segments
synthetic_default_14_18mo_42_000478,1,ok
synthetic_default_14_18mo_42_000480,1,ok
synthetic_default_14_18mo_42_000481,0,no_valid_segments
synthetic_default_14_18mo_42_000482,0,no_valid_segments
synthetic_default_14_18mo_42_000484,1,ok
synthetic_default_14_18mo_42_000487,3,ok
synthetic_default_14_18mo_42_000492,0,no_valid_segments
