child_id,timepoint_norm,n_segments,status
A1H3H9Y3T1,14_month,44,ok
A1H3H9Y3T1,36_month,69,ok
A2M5H0V6E3,14_month,14,ok
A2M5H0V6E3,36_month,7,ok
A2P7X9N8L7,14_month,58,ok
A2P7X9N8L7,36_month,8,ok
A3G3T7I1A5,14_month,28,ok
A3G3T7I1A5,36_month,29,ok
A4E8K1L5Y2,36_month,121,ok
A5S7G5T0S5,36_month,35,ok
A5X1S7S1E7,14_month,40,ok
A5X1S7S1E7,36_month,1,ok
A6S0V1J3G6,14_month,2,ok
A6S0V1J3G6,36_month,34,ok
A6Y4Y7X2G1,14_month,28,ok
A6Y4Y7X2G1,36_month,23,ok
A6Z2B3J2A9,14_month,72,ok
A6Z2B3J2A9,36_month,58,ok
A8P5O6Z7X6,14_month,1,ok
A8P5O6Z7X6,36_month,13,ok
B1L0B3F6F1,14_month,75,ok
B1L0B3F6F1,36_month,13,ok
B1S3L8Q7Y6,14_month,26,ok
B1S3L8Q7Y6,36_month,73,ok
B2R3Q8L2Y3,14_month,98,ok
B2R3Q8L2Y3,36_month,49,ok
B4Q3G8H2N3,14_month,116,ok
B4Q3G8H2N3,36_month,66,ok
B8I6G9P2G8,14_month,38,ok
B8I6G9P2G8,36_month,38,ok
B9P5V1I5O5,14_month,9,ok
B9P5V1I5O5,36_month,4,ok
C0O6X3N5Y7,14_month,62,ok
C0O6X3N5Y7,36_month,24,ok
C1G1X2G4C6,36_month,1,ok
C1I8N8L4Q4,14_month,2,ok
C1I8N8L4Q4,36_month,19,ok
C3A8Q4J6E5,14_month,12,ok
C4C7T6W2I0,14_month,15,ok
C4C7T6W2I0,36_month,24,ok
C5L2D6N1W6,14_month,10,ok
C5L2D6N1W6,36_month,27,ok
C5U1P3X9F0,14_month,23,ok
C5U1P3X9F0,36_month,15,ok
C5Z9H8S3N8,36_month,4,ok
D4Y7P4G2V4,14_month,11,ok
D4Y7P4G2V4,36_month,69,ok
D7O9E3F9P9,36_month,1,ok
D8G5K7I0D6,14_month,35,ok
D8G5K7I0D6,36_month,5,ok
D8O8B2C4X2,14_month,14,ok
D8O8B2C4X2,36_month,22,ok
D9N0U7M9X3,14_month,2,ok
D9N0U7M9X3,36_month,51,ok
E2P5Q8S5A7,14_month,5,ok
E2P5Q8S5A7,36_month,14,ok
E3O3H8O7H4,14_month,26,ok
E3O3H8O7H4,36_month,10,ok
E7G3N4A1K5,14_month,8,ok
E7G3N4A1K5,36_month,4,ok
E7T7O3G7J5,14_month,5,ok
E7T7O3G7J5,36_month,34,ok
E7Z4G3O5K2,14_month,30,ok
