epoch,train_loss,loss_bce,loss_div,val_loss,val_f1,val_auroc
1,0.573454812743459,0.5575317892077736,0.015923023535685393,0.5325266904506593,0.8643356643356643,0.6970281511845198
2,0.5378433207238692,0.5291568924414429,0.008686428282426318,0.5172387051589449,0.8662790697674418,0.7152631261679424
3,0.5274848574187837,0.5195714298980352,0.007913427520748475,0.48517910521788643,0.8647140864714087,0.7616492856712279
4,0.5137248930679266,0.5051608606188308,0.00856403244909572,0.4999000313413954,0.8606896551724138,0.7809090361082646
5,0.5003518685462601,0.4916747198624758,0.008677148683784358,0.5008033204885969,0.8606896551724138,0.7947133642775333
6,0.4947525008154894,0.4864968720511718,0.008255628764317556,0.44315933653093464,0.8826151560178306,0.8126770751702936
7,0.4777730317875571,0.4706966248115254,0.0070764069760316725,0.43557385449922315,0.8868778280542986,0.8211465428898668
8,0.47214192224436724,0.4649042009585229,0.007237721285844295,0.42693666871726016,0.8816568047337278,0.8253963469769124
9,0.4574142393557609,0.4498893636635747,0.007524875692186245,0.43603481159841107,0.8825214899713467,0.8298571342455845
10,0.45472511774650054,0.4464385732680165,0.00828654447848404,0.41836177639058636,0.8830769230769231,0.8336548315148593
11,0.4433036360700947,0.4356086781240245,0.007694957946070228,0.4268633397518344,0.8850072780203785,0.8306407860630538
12,0.4419140208185351,0.4335317985208024,0.00838222229773269,0.4358919922635848,0.8802308802308803,0.8334438483332329
