path,role,age_band,start_sec,end_sec
/orcd/scratch/orcd/008/manaal/child-adult-diarization/data/LibriSpeech/LibriSpeech/train-clean-100/625/132112/625-132112-0041.flac,adult,adult,0.0,15.915
/orcd/scratch/orcd/008/manaal/child-adult-diarization/providence/audio/lily_010102.wav,adult,adult,1999.411,2003.096
/orcd/scratch/orcd/008/manaal/child-adult-diarization/data/LibriSpeech/LibriSpeech/train-clean-100/5393/19219/5393-19219-0005.flac,adult,adult,0.0,15.525
/orcd/scratch/orcd/008/manaal/child-adult-diarization/data/LibriSpeech/LibriSpeech/train-clean-100/6272/70171/6272-70171-0018.flac,adult,adult,0.0,15.92
/orcd/scratch/orcd/008/manaal/child-adult-diarization/providence/audio/alex_010811.mp3,adult,adult,932.361,932.955
/orcd/scratch/orcd/008/manaal/child-adult-diarization/providence/audio/ethan_010602.mp3,adult,adult,1898.83,1900.435
/orcd/scratch/orcd/008/manaal/child-adult-diarization/providence/audio/alex_030424.mp3,adult,adult,1680.295,1681.1380000000001
/orcd/scratch/orcd/008/manaal/child-adult-diarization/providence/audio/lily_010912.wav,adult,adult,1766.148,1771.9859999999999
/orcd/scratch/orcd/008/manaal/child-adult-diarization/providence/audio/alex_020300.mp3,adult,adult,1542.42,1543.441
/orcd/scratch/orcd/008/manaal/child-adult-diarization/providence/audio/lily_010611.wav,adult,adult,1388.692,1389.515
/orcd/scratch/orcd/008/manaal/child-adult-diarization/data/LibriSpeech/LibriSpeech/train-clean-100/4160/11549/4160-11549-0027.flac,adult,adult,0.0,15.81
/orcd/scratch/orcd/008/manaal/child-adult-diarization/providence/audio/alex_020326.mp3,adult,adult,2840.768,2842.116
/orcd/scratch/orcd/008/manaal/child-adult-diarization/playlogue/audio/ew_42pc_22103.mp3,adult,adult,22.44,24.540000000000003
/orcd/scratch/orcd/008/manaal/child-adult-diarization/data/LibriSpeech/LibriSpeech/train-clean-100/8770/295462/8770-295462-0007.flac,adult,adult,0.0,15.425
/orcd/scratch/orcd/008/manaal/child-adult-diarization/providence/audio/lily_010117.wav,adult,adult,531.313,532.265
/orcd/scratch/orcd/008/manaal/child-adult-diarization/providence/audio/lily_020227.wav,adult,adult,985.19,988.418
/orcd/scratch/orcd/008/manaal/child-adult-diarization/providence/audio/lily_020409.wav,adult,adult,1353.703,1358.77
/orcd/scratch/orcd/008/manaal/child-adult-diarization/data/LibriSpeech/LibriSpeech/train-clean-100/5463/39173/5463-39173-0050.flac,adult,adult,0.0,14.03
/orcd/scratch/orcd/008/manaal/child-adult-diarization/playlogue/audio/gleason_father_john.mp3,adult,adult,1105.08,1107.1399999999999
/orcd/scratch/orcd/008/manaal/child-adult-diarization/data/LibriSpeech/LibriSpeech/train-clean-100/6209/34599/6209-34599-0003.flac,adult,adult,0.0,14.255
/orcd/scratch/orcd/008/manaal/child-adult-diarization/providence/audio/lily_010326.wav,adult,adult,3190.941,3193.131
/orcd/scratch/orcd/008/manaal/child-adult-diarization/data/LibriSpeech/LibriSpeech/train-clean-100/3168/173564/3168-173564-0000.flac,adult,adult,0.0,9.72
/orcd/scratch/orcd/008/manaal/child-adult-diarization/providence/audio/lily_010228.wav,adult,adult,2722.741,2724.076
/orcd/scratch/orcd/008/manaal/child-adult-diarization/providence/audio/alex_030006.mp3,adult,adult,2438.408,2439.688
/orcd/scratch/orcd/008/manaal/child-adult-diarization/providence/audio/alex_030327.mp3,adult,adult,2197.425,2200.451
/orcd/scratch/orcd/008/manaal/child-adult-diarization/providence/audio/ethan_020419.mp3,adult,adult,172.126,175.151
/orcd/scratch/orcd/008/manaal/child-adult-diarization/providence/audio/alex_020314.mp3,adult,adult,1656.501,1659.788
/orcd/scratch/orcd/008/manaal/child-adult-diarization/playlogue/audio/gleason_father_theresa.mp3,adult,adult,132.94,133.88
/orcd/scratch/orcd/008/manaal/child-adult-diarization/providence/audio/alex_020509.mp3,adult,adult,633.518,634.1
/orcd/scratch/orcd/008/manaal/child-adult-diarization/providence/audio/ethan_010218.mp3,adult,adult,1760.215,1762.6779999999999
/orcd/scratch/orcd/008/manaal/child-adult-diarization/providence/audio/alex_011024.mp3,adult,adult,3351.508,3355.091
/orcd/scratch/orcd/008/manaal/child-adult-diarization/providence/audio/ethan_010218.mp3,adult,adult,771.826,775.298
/orcd/scratch/orcd/008/manaal/child-adult-diarization/providence/audio/alex_020326.mp3,adult,adult,857.306,858.4630000000001
/orcd/scratch/orcd/008/manaal/child-adult-diarization/providence/audio/alex_020314.mp3,adult,adult,1107.101,1109.7160000000001
/orcd/scratch/orcd/008/manaal/child-adult-diarization/providence/audio/lily_010213.wav,adult,adult,244.561,245.715
/orcd/scratch/orcd/008/manaal/child-adult-diarization/data/LibriSpeech/LibriSpeech/train-clean-100/2384/152900/2384-152900-0040.flac,adult,adult,0.0,15.62
/orcd/scratch/orcd/008/manaal/child-adult-diarization/providence/audio/ethan_010228.mp3,adult,adult,1429.118,1433.0349999999999
/orcd/scratch/orcd/008/manaal/child-adult-diarization/playlogue/audio/vh_brownf.mp3,adult,adult,141.18,143.08
/orcd/scratch/orcd/008/manaal/child-adult-diarization/providence/audio/alex_020828.mp3,adult,adult,1467.705,1468.216
/orcd/scratch/orcd/008/manaal/child-adult-diarization/providence/audio/lily_010102.mp3,adult,adult,2163.176,2165.848
/orcd/scratch/orcd/008/manaal/child-adult-diarization/data/LibriSpeech/LibriSpeech/train-clean-100/311/124404/311-124404-0112.flac,adult,adult,0.0,16.91
/orcd/scratch/orcd/008/manaal/child-adult-diarization/providence/audio/lily_010228.wav,adult,adult,2104.553,2106.015
/orcd/scratch/orcd/008/manaal/child-adult-diarization/providence/audio/lily_010508.wav,adult,adult,3430.261,3431.185
/orcd/scratch/orcd/008/manaal/child-adult-diarization/data/LibriSpeech/LibriSpeech/train-clean-100/587/41619/587-41619-0022.flac,adult,adult,0.0,14.0
/orcd/scratch/orcd/008/manaal/child-adult-diarization/providence/audio/alex_020509.mp3,adult,adult,641.836,645.241
