epoch,train_loss,loss_bce,loss_div,val_loss,val_f1,val_auroc
1,0.5555084036024296,0.5555084036024296,0.0,0.5804362183068684,0.8213627992633518,0.6902101952995698
2,0.4883368320511159,0.4883368320511159,0.0,0.5492222846491251,0.82421875,0.7352284011916583
3,0.4313535987610978,0.4313535987610978,0.0,0.5029812070992803,0.8433268858800773,0.8067692816948031
4,0.41375930621716134,0.41375930621716134,0.0,0.487230696626186,0.8254620123203286,0.8144240317775572
5,0.4078207329491486,0.4078207329491486,0.0,0.49764091399927696,0.8479087452471483,0.8354021847070506
6,0.38494748184862343,0.38494748184862343,0.0,0.49754045086126486,0.8495238095238096,0.8416501158556767
7,0.3746460775894243,0.3746460775894243,0.0,0.47450978797023924,0.8477366255144033,0.8233200926845416
8,0.36874958552456133,0.36874958552456133,0.0,0.4657701775849892,0.8395061728395061,0.8326299238662694
9,0.3516866453891791,0.3516866453891791,0.0,0.4734477053290445,0.8315098468271335,0.8258440913604767
10,0.3555545370647873,0.3555545370647873,0.0,0.5501790012868712,0.8342644320297952,0.8396640185369083
11,0.3501426907085278,0.3501426907085278,0.0,0.46349075355031666,0.8429752066115702,0.8409467063886131
