epoch,train_loss,val_loss,val_f1,val_auroc,val_threshold
1,0.39811290480157874,0.3128910979922907,0.7959641255605381,0.7976751537444681,0.95
2,0.3072451768452639,0.3129955535225662,0.7799315849486887,0.7831053508822345,0.9
3,0.27139042662408375,0.28303733081729326,0.7813211845102506,0.7897436634289327,0.95
4,0.25988428721233353,0.28300672539590316,0.8220064724919094,0.7887091212138628,0.9
5,0.24729438106785168,0.278242373218139,0.7846674182638106,0.7798867751020173,0.95
6,0.24618793807807982,0.2940356756250064,0.8244111349036403,0.7787947583194437,0.8
7,0.22180151105544726,0.27092650210783803,0.8113413304252999,0.7942194953732973,0.95
8,0.23328660069506402,0.26621797644061806,0.7809307604994324,0.7878470027013045,0.95
9,0.2170333737999664,0.28200806911896775,0.8289054197662061,0.7851528823495604,0.95
10,0.22589583675632824,0.266630302792714,0.8281081081081081,0.7987815391689179,0.95
11,0.20493030955368374,0.26486847388707563,0.8404255319148937,0.8050462670268406,0.9
12,0.20546225296246573,0.27192539450379066,0.8172972972972973,0.7824012874303121,0.95
13,0.20926148699200833,0.2682361780769295,0.8218579234972677,0.7969279843669177,0.9
14,0.19168531960310714,0.2718097746004293,0.8105147864184009,0.788120006896948,0.95
15,0.2137849707291534,0.26640450289863865,0.8092613009922822,0.7965256623943906,0.95
16,0.19978593853471194,0.2714619538344351,0.8039867109634552,0.7933789298235531,0.95
