epoch,train_loss,loss_bce,loss_div,val_loss,val_f1,val_auroc
1,0.5309988474719739,0.5309988474719739,0.0,0.698388172775991,0.7558823529411764,0.4077875619152449
2,0.44548911987631407,0.44548911987631407,0.0,0.6637180852433645,0.8346883468834688,0.4759768849752338
3,0.4144449437421466,0.4144449437421466,0.0,0.6067264457244055,0.8353741496598639,0.5537424325811777
4,0.3781303851101449,0.3781303851101449,0.0,0.5306848688720965,0.8253521126760563,0.7197578425976885
5,0.3404060608298375,0.3404060608298375,0.0,0.4918804585397797,0.836676217765043,0.7844799119427628
6,0.3132196625389119,0.3132196625389119,0.0,0.45575724855030775,0.8449848024316109,0.8296367638965327
7,0.30176247261149225,0.30176247261149225,0.0,0.4411811450768582,0.8648648648648649,0.8361860209135938
8,0.292507865392263,0.292507865392263,0.0,0.4235399717771883,0.8655834564254062,0.8466978536048432
9,0.28136056193973497,0.28136056193973497,0.0,0.42857637015450095,0.8731988472622478,0.848293891029169
10,0.27202576439256076,0.27202576439256076,0.0,0.4226676110791911,0.863568215892054,0.8473307649972482
11,0.26325144966640485,0.26325144966640485,0.0,0.4283017832807453,0.8610271903323263,0.846862960924601
12,0.2655901072655248,0.2655901072655248,0.0,0.40631594155156625,0.8853410740203193,0.8655476059438635
13,0.2542306746814459,0.2542306746814459,0.0,0.39437742052241087,0.8878787878787879,0.8695927352779305
14,0.2583457564777404,0.2583457564777404,0.0,0.39727533633524675,0.8730650154798761,0.8712988442487617
15,0.2574564102376816,0.2574564102376816,0.0,0.38922610060633817,0.8776758409785933,0.8708310401761143
16,0.24404651484397985,0.24404651484397985,0.0,0.4024958063560925,0.8742331288343558,0.8649697303247111
17,0.25499146595774663,0.25499146595774663,0.0,0.39247789110106757,0.8827160493827161,0.8716015410016512
18,0.24905860875905664,0.24905860875905664,0.0,0.41588871877666417,0.8669950738916257,0.8784810126582279
