child_id,timepoint_norm,n_segments,status
A2L1R9Y7C8,36_month,3,ok
A2M5H0V6E3,14_month,21,ok
A2M5H0V6E3,36_month,27,ok
A2P7X9N8L7,14_month,35,ok
A2P7X9N8L7,36_month,81,ok
A4E8K1L5Y2,14_month,95,ok
A4E8K1L5Y2,36_month,200,ok
A5S7G5T0S5,36_month,4,ok
A5X1S7S1E7,14_month,23,ok
A5X1S7S1E7,36_month,10,ok
A6S0V1J3G6,14_month,11,ok
A6S0V1J3G6,36_month,19,ok
A6Y4Y7X2G1,14_month,43,ok
A6Y4Y7X2G1,36_month,10,ok
B1S3L8Q7Y6,14_month,97,ok
B1S3L8Q7Y6,36_month,200,ok
B2R3Q8L2Y3,14_month,167,ok
B2R3Q8L2Y3,36_month,52,ok
B4Q3G8H2N3,14_month,32,ok
B4Q3G8H2N3,36_month,175,ok
B9P5V1I5O5,14_month,1,ok
B9P5V1I5O5,36_month,10,ok
C1I8N8L4Q4,14_month,1,ok
C1I8N8L4Q4,36_month,36,ok
C3A8Q4J6E5,14_month,18,ok
C4C7T6W2I0,14_month,25,ok
C4C7T6W2I0,36_month,33,ok
C5L2D6N1W6,14_month,19,ok
C5L2D6N1W6,36_month,12,ok
C5U1P3X9F0,14_month,57,ok
C5U1P3X9F0,36_month,38,ok
C5Z9H8S3N8,36_month,3,ok
D9N0U7M9X3,14_month,24,ok
D9N0U7M9X3,36_month,120,ok
E2P5Q8S5A7,14_month,33,ok
E2P5Q8S5A7,36_month,33,ok
E7G3N4A1K5,36_month,39,ok
E7T7O3G7J5,14_month,0,no_valid_segments
E7T7O3G7J5,36_month,34,ok
E7Z4G3O5K2,14_month,3,ok
E7Z4G3O5K2,36_month,78,ok
F3M5F9D2S1,14_month,2,ok
F3M5F9D2S1,36_month,4,ok
F6J0V8B6S4,14_month,10,ok
F6J0V8B6S4,36_month,46,ok
F8N7H3T0O1,14_month,71,ok
F8N7H3T0O1,36_month,58,ok
F8V2U5P1A0,14_month,40,ok
F8V2U5P1A0,36_month,109,ok
G2N1M4K2S0,14_month,8,ok
G2N1M4K2S0,36_month,1,ok
G3A6S5R9F7,14_month,32,ok
G3A6S5R9F7,36_month,37,ok
G4J8F6F4X0,14_month,19,ok
G4J8F6F4X0,36_month,89,ok
G5V0N0H4J0,14_month,13,ok
G8Q8I6N0I3,14_month,40,ok
G8Q8I6N0I3,36_month,33,ok
H0R9X5K1R4,14_month,5,ok
H3B5L5F8T1,14_month,10,ok
H3B5L5F8T1,36_month,37,ok
H7B1M3P5D9,14_month,7,ok
H7C3T0K5E5,14_month,16,ok
H7C3T0K5E5,36_month,26,ok
I1H5K9K8V1,36_month,5,ok
I8T4E2J3M6,14_month,10,ok
I8T4E2J3M6,36_month,7,ok
J2P8I1O3Q0,36_month,3,ok
K2F6S2Q7M8,14_month,3,ok
K2F6S2Q7M8,36_month,18,ok
K6I1Q4G2V4,14_month,21,ok
K6I1Q4G2V4,36_month,35,ok
K6O1J5K7Z0,14_month,43,ok
K6O1J5K7Z0,36_month,128,ok
L0C6T6H2C6,14_month,46,ok
L0C6T6H2C6,36_month,75,ok
L3F0P2N3D1,14_month,29,ok
L3F0P2N3D1,36_month,21,ok
L4K0P3T4Q8,14_month,55,ok
L4M1H7J7G3,14_month,61,ok
L4M1H7J7G3,36_month,174,ok
L5V8G4A3K7,14_month,51,ok
L5V8G4A3K7,36_month,128,ok
M0P5V8K9N0,36_month,5,ok
M2N1C8G1C8,14_month,14,ok
M4R4B8C7G8,14_month,18,ok
M4R4B8C7G8,36_month,22,ok
M5H7X4O2M2,14_month,47,ok
M5H7X4O2M2,36_month,17,ok
M5O1K4W9O1,14_month,18,ok
M5O1K4W9O1,36_month,23,ok
M5Y0K3C9L0,14_month,11,ok
M5Y0K3C9L0,36_month,33,ok
N1B1A2T8S1,14_month,22,ok
N1B1A2T8S1,36_month,31,ok
N2Z6J3E5Q5,14_month,54,ok
N2Z6J3E5Q5,36_month,62,ok
N3Z3R3A7F9,14_month,5,ok
N5I9D3R2M1,14_month,53,ok
N5I9D3R2M1,36_month,74,ok
N6O9P4J0Q2,14_month,58,ok
O2U2C6W2S9,14_month,67,ok
O2U2C6W2S9,36_month,37,ok
O6F1J9U1J2,14_month,24,ok
O6F1J9U1J2,36_month,46,ok
O7X6W5O8E0,14_month,187,ok
O7X6W5O8E0,36_month,200,ok
Q0Q8H5A0D0,36_month,6,ok
Q1Q3T1Z7G6,14_month,3,ok
Q1Q3T1Z7G6,36_month,12,ok
Q9W9P7Z3J7,14_month,17,ok
Q9W9P7Z3J7,36_month,30,ok
R4O0P4P3J4,14_month,8,ok
R4O0P4P3J4,36_month,81,ok
R6R8Q6A7K0,14_month,27,ok
R6R8Q6A7K0,36_month,96,ok
R9U8Y4A8U0,14_month,3,ok
R9U8Y4A8U0,36_month,5,ok
S0M6Z7D5X7,14_month,42,ok
S0M6Z7D5X7,36_month,77,ok
S2C4T1Y7V7,14_month,64,ok
S2C4T1Y7V7,36_month,44,ok
S4C2W1M7Q0,14_month,25,ok
S4C2W1M7Q0,36_month,184,ok
S4O9O2E5Z0,14_month,35,ok
S4O9O2E5Z0,36_month,53,ok
S6T9X3C8Y2,14_month,23,ok
S6T9X3C8Y2,36_month,10,ok
S6U9Q8G6M0,14_month,2,ok
S9B3J7I4R1,14_month,21,ok
S9B3J7I4R1,36_month,107,ok
S9D2T7Y9B1,14_month,36,ok
