epoch,train_loss,f1,precision,recall,auroc,auprc,loss
1,0.47422255408572933,0.8666666666666667,0.7722772277227723,0.9873417721518988,0.8672261970280681,0.9438309791333144,0.43442667346542785
2,0.4099335110455774,0.890625,0.8796296296296297,0.9018987341772152,0.8654375343973583,0.9433121660959863,0.4021150633658168
3,0.3815257040873272,0.8801128349788434,0.7938931297709924,0.9873417721518988,0.8843423225096312,0.9522252776845763,0.44710358576265674
4,0.3926901798908443,0.8739770867430442,0.9050847457627119,0.8449367088607594,0.8839845899834893,0.9528894232262547,0.39023636609938195
5,0.3504520429569651,0.8930232558139535,0.8753799392097265,0.9113924050632911,0.8788937809576224,0.9497857826605913,0.3967655781665147
6,0.35013353654121643,0.9040247678018576,0.8848484848484849,0.9240506329113924,0.8831865712713264,0.9517161722808971,0.40199951817154056
7,0.34187332980056284,0.9032258064516129,0.8776119402985074,0.930379746835443,0.8874793615850303,0.9539559937764159,0.39821902283936256
8,0.3180917968034381,0.8959276018099548,0.8559077809798271,0.939873417721519,0.8861585030269676,0.9535633509170207,0.4106750176082908
9,0.32424425141080293,0.8923556942277691,0.88,0.9050632911392406,0.8741607044578977,0.9480145800101293,0.413278174614685
10,0.2870341877003352,0.8959276018099548,0.8559077809798271,0.939873417721519,0.8777105118326912,0.9487368436325482,0.45003060512504
11,0.30518176029830557,0.8871715610510046,0.8670694864048338,0.9082278481012658,0.8747936158503028,0.9490017269539642,0.44121532975382705
12,0.2936967200934205,0.8874801901743264,0.8888888888888888,0.8860759493670886,0.8832691249312054,0.9538251832674599,0.43644158135918065
13,0.285786506079825,0.8944099378881988,0.8780487804878049,0.9113924050632911,0.8850027517886626,0.954473758656529,0.4339209489023049
14,0.27728085904961136,0.884310618066561,0.8857142857142857,0.8829113924050633,0.879471656576775,0.9532827459106129,0.4359149624293199
15,0.24581304247953525,0.8803680981595092,0.8541666666666666,0.9082278481012658,0.8737754540451294,0.9496794757503715,0.47933850617184715
16,0.26190827369141517,0.8952959028831563,0.8600583090379009,0.9335443037974683,0.8711887727022565,0.9458261651282407,0.5119657397546791
17,0.2260328597019048,0.8773584905660378,0.871875,0.8829113924050633,0.8588607594936708,0.9420175112216045,0.4999880450334737
18,0.2270709189460602,0.8835820895522388,0.8361581920903954,0.9367088607594937,0.8725096312603192,0.9487787484313219,0.577655016096728
19,0.20530382057823793,0.8711256117455138,0.898989898989899,0.8449367088607594,0.8685470555861311,0.9460135027720515,0.5137949730950276
20,0.1967683126645562,0.8686244204018547,0.8489425981873112,0.8892405063291139,0.8645294441386902,0.9457343540118565,0.5335661213663504
