epoch,train_loss,loss_bce,loss_div,val_loss,val_f1,val_auroc
1,0.5751779451057678,0.5751779451057678,0.0,0.5460801682588395,0.8494623655913979,0.7406714364336819
2,0.5344134327478525,0.5344134327478525,0.0,0.5221417432525595,0.8598901098901099,0.7609246009906439
3,0.5099473428435441,0.5099473428435441,0.0,0.5013687294797665,0.8653555219364599,0.8234177215189874
4,0.47233297412351866,0.47233297412351866,0.0,0.45666011384841737,0.8797564687975646,0.8636763896532746
5,0.4492562251483522,0.4492562251483522,0.0,0.4133409439843243,0.881159420289855,0.8777655476059438
6,0.4476917490544843,0.4476917490544843,0.0,0.4019165885766532,0.8875739644970414,0.8796642817831589
7,0.4295830855191481,0.4295830855191481,0.0,0.394577329757941,0.882183908045977,0.8853604843148047
8,0.42057082656680084,0.42057082656680084,0.0,0.3828318376664565,0.8862275449101796,0.8878095762245459
9,0.41149141012531953,0.41149141012531953,0.0,0.4141143051747518,0.8838709677419355,0.89157952669235
10,0.40770310586000363,0.40770310586000363,0.0,0.3770454637619846,0.892128279883382,0.8932030820033021
11,0.405506509151764,0.405506509151764,0.0,0.36936920832004183,0.8940092165898618,0.8939185470555862
12,0.4021756863448678,0.4021756863448678,0.0,0.3932077578720561,0.8869814020028612,0.8842872867363786
13,0.39514254905828616,0.39514254905828616,0.0,0.3681600347221797,0.8952095808383234,0.8891854705558613
14,0.3906064506892751,0.3906064506892751,0.0,0.3863615543384909,0.8885630498533724,0.8774353329664282
15,0.3982464856490856,0.3982464856490856,0.0,0.36793261337722816,0.8954344624447718,0.8934232250963127
16,0.39195587467856524,0.39195587467856524,0.0,0.36119540681384005,0.8968609865470852,0.894166208035223
17,0.39310698365656344,0.39310698365656344,0.0,0.3671696803742142,0.8938193343898574,0.8964501926252064
18,0.3867051083049396,0.3867051083049396,0.0,0.3690930495336825,0.89171974522293,0.8957072096862961
19,0.3854848500795481,0.3854848500795481,0.0,0.3560381078997545,0.8985959438377535,0.8968629609246009
20,0.37647067251183636,0.37647067251183636,0.0,0.3873126118286165,0.8823529411764706,0.8967804072647221
