clip_id,n_faces_detected_mean,n_faces_detected_max,n_face_tracks,max_face_track_duration_sec,max_face_track_fraction_clip,mean_face_detection_confidence,max_face_detection_confidence,mean_face_box_area_fraction,max_face_box_area_fraction,min_face_box_area_fraction,face_center_motion_std,visual_quality_score,child_visible_score,off_camera_likely_score,visual_eligibility_score
1535,1.2967032967032968,3,31,23.5,0.25824175824175827,0.8512508977772826,0.9223482012748718,0.010187840414712485,0.04466581282624442,0.0039047202875879304,13.109591884377517,0.29541498604476146,0.521978021978022,0.7417582417582418,0.46012228022719304
1536,0.7777777777777778,2,7,65.5,0.6616161616161617,0.8732977195993646,0.9425082206726074,0.08028795279452958,0.18288237576912253,0.005921879722951518,22.693913737528227,0.3644103563635173,0.025252525252525256,0.33838383838383834,0.3793817797176587
1537,0.5,2,9,8.0,0.25806451612903225,0.8245635013426503,0.9486256837844849,0.1170815739176259,0.3684970499528491,0.02885876265449446,58.95328096204326,0.3218244722480622,0.08064516129032258,0.7419354838709677,0.2848236131993971
1538,0.8571428571428571,1,1,24.0,0.8571428571428571,0.8778297578295072,0.9307090640068054,0.18256580638135392,0.5735642877946183,0.06053013861582122,22.804122184976475,0.88091154513424,1.0,0.1428571428571429,0.9221424869869883
1539,1.0,1,1,87.5,1.0,0.9106708673068455,0.9434177279472351,0.06395006950872617,0.1004807695825402,0.04102567243271267,9.381040521417077,0.4330692171789011,1.0,0.0,0.8732144735318071
1540,0.8346456692913385,2,12,18.0,0.28346456692913385,0.824745718600615,0.9206499457359314,0.040219854175086556,0.10924384307116382,0.020523877585462383,12.877448850124122,0.9342262976225463,0.07874015748031496,0.7165354330708662,0.41291932203901094
1541,1.144,2,7,53.0,0.848,0.8792867585495635,0.9354022145271301,0.0333817276819943,0.05768171107313618,0.018967995573042976,20.022986830731558,0.3881276433502914,0.28,0.15200000000000002,0.5335185424524929
1542,0.8947368421052632,2,23,25.0,0.37593984962406013,0.845912051801922,0.94107985496521,0.02739194097348177,0.07046556046539384,0.0072755420280606765,19.434347052291038,0.4125850179595292,0.03759398496240601,0.6240601503759399,0.31842636775317157
1543,0.9692307692307692,1,4,30.0,0.9230769230769231,0.8812200313522702,0.9151806831359863,0.032359976210920426,0.044764728293060795,0.023230732169549517,8.032374775609298,0.5379221033062136,1.0,0.07692307692307687,0.870536656133314
1527,0.3096774193548387,1,18,4.5,0.05806451612903226,0.7805813923478127,0.925695538520813,0.12114177355324358,0.39515336466103845,0.019062831658007515,28.207750761199602,0.3308497317756199,0.03225806451612903,0.9419354838709677,0.21067651004600554
1528,0.3694581280788177,1,16,14.0,0.13793103448275862,0.814141731262207,0.9317797422409058,0.09408015363763718,0.21265915343007488,0.003660255525166968,36.89479137282266,0.2728133723011522,0.024630541871921183,0.8620689655172413,0.22101890951901962
1529,0.7,2,54,3.0,0.03529411764705882,0.8325686354597076,0.9250473976135254,0.004199589957063868,0.04350559089385469,0.0014522812894252723,3.466745296875314,0.3965041908644614,0.08823529411764705,0.9647058823529412,0.24830378055067195
1530,0.4228187919463087,2,15,11.5,0.15436241610738255,0.7146540322001018,0.8990527987480164,0.09875273753077426,0.2822823025779386,0.002378772672114088,33.24950874688642,0.33850025506193254,0.03355704697986577,0.8456375838926175,0.2269115786611937
1531,1.0,1,3,22.5,0.8181818181818182,0.8969442107460716,0.9421884417533875,0.007984880840212899,0.010672424226545534,0.002734870822526968,3.991172497432025,0.5585260817036988,0.36363636363636365,0.18181818181818177,0.5962468479526506
1532,0.9475982532751092,1,3,107.0,0.9344978165938864,0.8974833065463651,0.9369733333587646,0.07779211517918072,0.1015272456812893,0.021388233107168506,11.01952453787687,0.7807350984852768,0.021834061135371178,0.06550218340611358,0.5331275942816301
1533,0.6785714285714286,2,28,16.0,0.19047619047619047,0.7831485569477081,0.9318456649780273,0.07312245357890343,0.3167802364054357,0.00038896802852254176,23.16121746623162,0.3877935370314092,0.02976190476190476,0.8095238095238095,0.2545548004722476
1534,1.0754716981132075,3,6,43.0,0.8113207547169812,0.8329049897821326,0.9349671602249146,0.04119627640958429,0.10501405750004779,0.004625635732008959,13.090580591720446,0.49380421880574965,0.04716981132075471,0.18867924528301883,0.44539470543601695
2387,1.0892857142857142,3,43,3.0,0.10714285714285714,0.8305526238973023,0.9163272976875305,0.005627811649192937,0.019484917772417117,0.0009644984735288748,5.778710742976898,0.7965703177773436,0.08928571428571427,0.8928571428571429,0.3463969571400641
2389,0.8148148148148148,2,7,3.5,0.25925925925925924,0.8569637970490889,0.9327205419540405,0.02709419000221787,0.060755124289538325,0.0026904931122276993,5.585509065862745,0.9763653605973639,0.18518518518518517,0.7407407407407407,0.462706530565725
2390,0.23728813559322035,1,5,3.0,0.1016949152542373,0.7524090111255646,0.8548630475997925,0.006781720398330841,0.028297330154179044,0.0011790654650932503,1.7754604848892896,0.5899224073400523,0.1694915254237288,0.8983050847457628,0.32406617211989597
2391,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9771005588107639,0.0,1.0,0.1954201117621528
2392,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8348759698427224,0.0,1.0,0.1669751939685445
2393,0.9166666666666666,2,12,6.0,0.2,0.8587177883494984,0.9339388012886047,0.020033069305971988,0.06468656788173335,0.004013106651547033,8.811685150166669,0.545742502373187,0.08333333333333333,0.8,0.3212895020603955
2394,0.14583333333333334,1,2,2.5,0.10416666666666667,0.645510230745588,0.7032074928283691,0.6458255978975569,0.9465823922153245,0.37019672564640066,64.0791076879868,0.16752875358646546,0.020833333333333332,0.8958333333333334,0.16470728532913131
2395,0.5357142857142857,1,3,5.0,0.35714285714285715,0.8827667355537414,0.915946900844574,0.02151744196107946,0.025882928690041836,0.017871500475094556,10.125890858796588,0.8259975697738946,0.17857142857142855,0.6428571428571428,0.4583288100021259
2396,1.5,2,2,7.0,1.0,0.9243342620985848,0.9330345392227173,0.024925020106870054,0.0465372960470489,0.01525687907449365,6.104623801793698,0.9970560649502257,1.0,0.0,0.9880613523048329
