child_id,timepoint_norm,n_segments,status
A1H3H9Y3T1,14_month,91,ok
A1H3H9Y3T1,36_month,79,ok
A3G3T7I1A5,14_month,53,ok
A3G3T7I1A5,36_month,93,ok
A4E8K1L5Y2,36_month,200,ok
A5X1S7S1E7,14_month,58,ok
A5X1S7S1E7,36_month,52,ok
A6Y4Y7X2G1,14_month,120,ok
A6Y4Y7X2G1,36_month,0,no_valid_segments
B1L0B3F6F1,14_month,100,ok
B1L0B3F6F1,36_month,44,ok
B1S3L8Q7Y6,14_month,111,ok
B1S3L8Q7Y6,36_month,200,ok
B8I6G9P2G8,14_month,0,no_valid_segments
B8I6G9P2G8,36_month,2,ok
C0O6X3N5Y7,14_month,161,ok
C0O6X3N5Y7,36_month,28,ok
C1G1X2G4C6,14_month,6,ok
C1G1X2G4C6,36_month,5,ok
C1I8N8L4Q4,14_month,0,no_valid_segments
C1I8N8L4Q4,36_month,44,ok
C4C7T6W2I0,14_month,34,ok
C4C7T6W2I0,36_month,42,ok
D4Y7P4G2V4,14_month,38,ok
D4Y7P4G2V4,36_month,200,ok
D7O9E3F9P9,36_month,0,no_valid_segments
D8G5K7I0D6,14_month,79,ok
D8G5K7I0D6,36_month,48,ok
D9N0U7M9X3,14_month,0,no_valid_segments
D9N0U7M9X3,36_month,94,ok
E7G3N4A1K5,14_month,0,no_valid_segments
E7G3N4A1K5,36_month,76,ok
E7Z4G3O5K2,14_month,4,ok
E7Z4G3O5K2,36_month,92,ok
F3M5F9D2S1,36_month,0,no_valid_segments
F3N4H0K1Z1,14_month,176,ok
F3N4H0K1Z1,36_month,159,ok
F6J0V8B6S4,14_month,0,no_valid_segments
F6J0V8B6S4,36_month,66,ok
G2N1M4K2S0,14_month,18,ok
G3D3S2N7W8,14_month,47,ok
G4J8F6F4X0,14_month,49,ok
G4J8F6F4X0,36_month,110,ok
H3B5L5F8T1,14_month,21,ok
H3B5L5F8T1,36_month,58,ok
H9T5Y8D3A1,14_month,0,no_valid_segments
H9T5Y8D3A1,36_month,0,no_valid_segments
I1H5K9K8V1,14_month,0,no_valid_segments
I1H5K9K8V1,36_month,0,no_valid_segments
I8T4E2J3M6,14_month,11,ok
I8T4E2J3M6,36_month,13,ok
J4J6X7C4D9,14_month,76,ok
J4J6X7C4D9,36_month,38,ok
K2F6S2Q7M8,36_month,0,no_valid_segments
L0B0Q5O3Q3,14_month,200,ok
L0B0Q5O3Q3,36_month,170,ok
L0C6T6H2C6,14_month,56,ok
L0C6T6H2C6,36_month,91,ok
L4K0P3T4Q8,14_month,78,ok
L4K0P3T4Q8,36_month,0,no_valid_segments
L4M1H7J7G3,14_month,94,ok
L4M1H7J7G3,36_month,200,ok
L5Q0Z1W8S2,14_month,17,ok
L6F2P7K8P1,14_month,74,ok
L6F2P7K8P1,36_month,90,ok
L7Z6Q2U6Y6,36_month,58,ok
M5F7G8S4F0,14_month,83,ok
M5F7G8S4F0,36_month,0,no_valid_segments
M5Y0K3C9L0,14_month,17,ok
M5Y0K3C9L0,36_month,30,ok
N2H7T0A7U5,14_month,0,no_valid_segments
N2H7T0A7U5,36_month,30,ok
N3L7A1I2B9,14_month,200,ok
N3L7A1I2B9,36_month,75,ok
N4U1A5H1W0,14_month,0,no_valid_segments
N4U1A5H1W0,36_month,0,no_valid_segments
N6O9P4J0Q2,14_month,68,ok
N6O9P4J0Q2,36_month,0,no_valid_segments
O5Q7I1O6N2,14_month,58,ok
O5Q7I1O6N2,36_month,71,ok
O6F1J9U1J2,14_month,30,ok
O6F1J9U1J2,36_month,54,ok
P3A4R4S2O3,14_month,49,ok
Q0Q8H5A0D0,14_month,0,no_valid_segments
Q0Q8H5A0D0,36_month,0,no_valid_segments
Q9W9P7Z3J7,14_month,36,ok
Q9W9P7Z3J7,36_month,34,ok
R6G4I3H3J0,14_month,0,no_valid_segments
R6G4I3H3J0,36_month,0,no_valid_segments
R6R8Q6A7K0,14_month,40,ok
R6R8Q6A7K0,36_month,129,ok
S0M6Z7D5X7,14_month,59,ok
S0M6Z7D5X7,36_month,95,ok
S2C4T1Y7V7,14_month,98,ok
S2C4T1Y7V7,36_month,76,ok
S4C2W1M7Q0,14_month,0,no_valid_segments
S4C2W1M7Q0,36_month,200,ok
S4O9O2E5Z0,14_month,46,ok
S4O9O2E5Z0,36_month,62,ok
S7Y0I2P0S8,14_month,67,ok
S7Y0I2P0S8,36_month,95,ok
S9B3J7I4R1,14_month,26,ok
S9B3J7I4R1,36_month,133,ok
S9D2T7Y9B1,14_month,52,ok
S9D2T7Y9B1,36_month,11,ok
T1G8F8W8Y8,14_month,44,ok
T1G8F8W8Y8,36_month,107,ok
T2H0J0N2Z5,14_month,25,ok
T2H0J0N2Z5,36_month,39,ok
T4J4L5S2E8,14_month,0,no_valid_segments
V7D7K3H8B4,14_month,26,ok
V7D7K3H8B4,36_month,81,ok
V7G3E2O2E6,14_month,0,no_valid_segments
V9X2Q7S1E1,14_month,39,ok
V9X2Q7S1E1,36_month,0,no_valid_segments
W3P0N4W0X9,14_month,54,ok
W3P0N4W0X9,36_month,112,ok
W7P7J6H1H6,14_month,24,ok
W9S0D6Q7Z5,14_month,72,ok
Y4W4H9A8X5,14_month,0,no_valid_segments
Y4W4H9A8X5,36_month,13,ok
Y6Z4H0C5U2,14_month,55,ok
Y6Z4H0C5U2,36_month,142,ok
Z3C2V9T0V1,36_month,0,no_valid_segments
Z3H6O7C3O9,36_month,13,ok
