epoch,train_loss,val_loss,val_f1,val_auroc,val_threshold
1,0.3831162898944169,0.36058127747050356,0.8125,0.8180255516840883,0.9
2,0.2976508624457493,0.3288645094171876,0.8018018018018018,0.8125551684088269,0.9
3,0.27067836744602397,0.29895479125635965,0.8178770949720671,0.8236701509872242,0.95
4,0.2487778411143356,0.29888300145311014,0.804851157662624,0.8159639953542392,0.95
5,0.24172442800626553,0.2891024634064663,0.7857961053837342,0.8132636469221834,0.95
6,0.22593329949353738,0.2905190509877035,0.8219780219780219,0.8154006968641115,0.9
7,0.2289589036591154,0.2939459489924567,0.8004587155963303,0.8257607433217189,0.95
8,0.23922259849372995,0.2889345032828195,0.812989921612542,0.8262601626016262,0.95
9,0.22687754285319772,0.27725389413535595,0.8067415730337079,0.8254703832752613,0.95
10,0.20596289727344083,0.28149494032065075,0.7977011494252874,0.8201974448315912,0.95
11,0.21113899097871527,0.2977736107118073,0.7790697674418605,0.8218466898954704,0.95
